Pfam_code,alignment_type,score_original
PF15936,HMMER,1.37
PF15949,HMMER,1.72
PF15951,HMMER,2.59
PF15965,HMMER,3.95
PF15966,HMMER,2.87
PF15974,HMMER,3.21
PF15985,FULL,3.11
PF16000,HMMER,0.88
PF16005,HMMER,1.39
PF16016,FULL,3.8
PF16017,HMMER,4.38
PF16018,HMMER,0.35
PF16019,HMMER,3.38
PF16034,HMMER,3.37
PF16043,HMMER,1.53
PF16046,HMMER,3.92
PF16057,HMMER,2.22
PF16070,HMMER,2.98
PF16076,HMMER,1.46
PF16078,HMMER,3.71
PF16095,HMMER,1.66
PF16096,HMMER,3.03
PF16121,HMMER,5.01
PF16122,HMMER,5.41
PF16123,HMMER,1.66
PF16124,HMMER,1.45
PF16158,HMMER,1.59
PF16159,HMMER,3.87
PF16165,HMMER,2.62
PF16172,FULL,2.77
PF16174,HMMER,0.68
PF16176,HMMER,2.49
PF16177,HMMER,1.25
PF16178,HMMER,1.79
PF16179,HMMER,1.75
PF16182,FULL,3.08
PF16183,HMMER,2.84
PF16184,HMMER,0.94
PF16186,HMMER,3.07
PF16187,FULL,3.6
PF16188,FULL,3.21
PF16189,FULL,3.63
PF16190,HMMER,2.72
PF16191,FULL,1.39
PF16192,HMMER,0.98
PF16207,HMMER,1.68
PF16208,HMMER,2.58
PF16209,HMMER,2.26
PF16211,HMMER,3.83
PF16212,HMMER,1.6
PF16213,HMMER,1.5
PF16214,HMMER,1.23
PF16218,HMMER,2.31
PF16274,HMMER,3.84
PF16279,HMMER,1.95
PF16297,HMMER,1.99
PF16300,HMMER,2.98
PF16317,HMMER,4.06
PF16322,HMMER,1.1
PF16332,HMMER,3.06
PF16350,HMMER,1.11
PF16363,FULL,1.86
PF16366,HMMER,4.17
PF16367,HMMER,3.69
PF16381,HMMER,3.93
PF16414,HMMER,1.53
PF16421,HMMER,2.25
PF16422,HMMER,4.84
PF16423,HMMER,5.01
PF16450,FULL,2.13
PF16453,HMMER,3.09
PF16454,HMMER,4.1
PF16455,HMMER,4.92
PF16457,HMMER,1.44
PF16470,FULL,2.48
PF16471,FULL,4.21
PF16474,HMMER,1.48
PF16482,HMMER,2.11
PF16484,HMMER,3.21
PF16486,FULL,3.83
PF16487,HMMER,4.91
PF16488,HMMER,3.47
PF16489,FULL,1.81
PF16492,HMMER,2.1
PF16493,HMMER,3.89
PF16494,FULL,3.51
PF16495,HMMER,4.37
PF16496,HMMER,4.16
PF16497,HMMER,1.9
PF16498,FULL,4.13
PF16499,HMMER,3.23
PF16500,FULL,0.7
PF16511,HMMER,2.09
PF16512,HMMER,2.57
PF16515,HMMER,1.65
PF16516,HMMER,1.28
PF16517,HMMER,1.9
PF16519,HMMER,2.6
PF16526,HMMER,2.37
PF16533,HMMER,4.21
PF16534,HMMER,4.31
PF16543,HMMER,1.24
PF16545,HMMER,3.17
PF16546,HMMER,2.67
PF16553,HMMER,2.63
PF16556,HMMER,1.13
PF16557,HMMER,4.63
PF16559,HMMER,3.27
PF16561,HMMER,4.78
PF16562,HMMER,3.56
PF16563,HMMER,3.48
PF16564,FULL,2.98
PF16566,HMMER,3.57
PF16568,HMMER,3.55
PF16575,HMMER,0.99
PF16578,HMMER,1.35
PF16579,HMMER,4.31
PF16589,HMMER,0.58
PF16597,HMMER,1.64
PF16600,HMMER,1.79
PF16608,FULL,3.09
PF16609,HMMER,2.71
PF16614,HMMER,4.1
PF16615,HMMER,1.09
PF16616,HMMER,1.34
PF16619,HMMER,2.64
PF16621,HMMER,4.97
PF16622,HMMER,2.76
PF16629,FULL,3.59
PF16632,HMMER,2.72
PF16641,HMMER,2.82
PF16644,HMMER,1.5
PF16646,HMMER,2.37
PF16652,FULL,3.48
PF16661,HMMER,1.09
PF16663,HMMER,1.17
PF16664,HMMER,1.86
PF16665,HMMER,1.85
PF16673,HMMER,1.47
PF16674,HMMER,2.33
PF16675,HMMER,2.14
PF16676,HMMER,3.59
PF16680,HMMER,1.99
PF16689,HMMER,3.69
PF16704,HMMER,4.7
PF16739,FULL,1.44
PF16741,HMMER,1.93
PF16746,HMMER,1.22
PF16757,HMMER,2.01
PF16770,HMMER,1.21
PF16788,HMMER,0.61
PF16794,HMMER,3.32
PF16866,HMMER,4.1
PF16870,HMMER,2.6
PF16876,HMMER,3.56
PF16878,HMMER,2.89
PF16879,HMMER,2.9
PF16880,HMMER,3.32
PF16884,HMMER,1.38
PF16885,HMMER,1.95
PF16891,HMMER,3.89
PF16897,HMMER,2.54
PF16898,HMMER,4.44
PF16899,HMMER,0.84
PF16905,HMMER,3.87
PF16906,FULL,5.0
PF16907,HMMER,2.23
PF16916,HMMER,1.6
PF16920,HMMER,2.16
PF16954,HMMER,0.6
PF16959,HMMER,2.41
PF16975,HMMER,3.13
PF17035,HMMER,4.65
PF17039,HMMER,2.14
PF17045,HMMER,1.66
PF17047,HMMER,3.2
PF17048,HMMER,5.37
PF17054,HMMER,2.02
PF17057,HMMER,1.82
PF17069,HMMER,1.49
PF17095,HMMER,2.84
PF17105,HMMER,3.05
PF17171,HMMER,1.76
PF17177,HMMER,0.07
PF17205,HMMER,2.45
PF17207,HMMER,1.33
PF17208,HMMER,1.07
PF17215,HMMER,1.38
PF17216,HMMER,1.37
PF17217,HMMER,2.53
PF17218,HMMER,2.7
PF17219,HMMER,4.21
PF17226,HMMER,2.49
PF17229,HMMER,5.06
PF17284,HMMER,1.64
PF17291,SEED,3.36
PF17297,HMMER,3.93
PF17450,HMMER,0.53
PF17490,HMMER,2.28
PF17654,FULL,3.62
PF17655,HMMER,2.61
PF17661,HMMER,0.85
PF17674,FULL,1.14
PF17675,FULL,3.87
PF17677,FULL,1.59
PF17681,HMMER,0.6
PF17708,HMMER,0.71
PF17725,HMMER,4.09
PF17734,HMMER,2.88
PF17736,HMMER,0.75
PF17751,HMMER,1.53
PF17771,HMMER,2.5
PF17772,HMMER,3.31
PF17776,FULL,1.47
PF17777,HMMER,2.41
PF17779,HMMER,1.24
PF17780,HMMER,2.23
PF17787,HMMER,2.03
PF17789,HMMER,0.86
PF17790,HMMER,0.59
PF17791,HMMER,1.55
PF17793,HMMER,4.34
PF17794,HMMER,1.9
PF17802,FULL,5.1
PF17807,FULL,4.73
PF17809,HMMER,3.63
PF17811,HMMER,2.76
PF17814,HMMER,1.58
PF17817,HMMER,3.5
PF17818,HMMER,2.0
PF17820,HMMER,1.69
PF17826,HMMER,5.1
PF17830,FULL,2.12
PF17832,HMMER,2.32
PF17838,HMMER,2.24
PF17840,HMMER,2.0
PF17846,HMMER,1.86
PF17849,HMMER,1.9
PF17852,HMMER,1.03
PF17855,HMMER,1.34
PF17856,HMMER,1.79
PF17857,HMMER,2.12
PF17862,HMMER,1.66
PF17867,FULL,1.24
PF17887,HMMER,2.21
PF17888,HMMER,1.67
PF17889,HMMER,0.43
PF17900,SEED,1.54
PF17902,HMMER,2.06
PF17904,HMMER,3.09
PF17906,HMMER,1.2
PF17907,HMMER,3.32
PF17913,HMMER,1.89
PF17916,HMMER,5.14
PF17919,HMMER,0.91
PF17921,HMMER,1.42
PF17942,HMMER,2.41
PF17958,HMMER,2.24
PF17959,HMMER,3.89
PF17960,HMMER,1.42
PF17971,HMMER,1.82
PF17980,HMMER,2.82
PF17982,HMMER,3.61
PF17988,HMMER,2.46
PF18012,HMMER,2.5
PF18016,HMMER,2.0
PF18020,HMMER,2.0
PF18027,HMMER,2.15
PF18031,FULL,3.52
PF18035,FULL,3.88
PF18038,HMMER,2.11
PF18039,HMMER,2.71
PF18044,HMMER,3.29
PF18086,HMMER,4.21
PF18100,FULL,4.14
PF18102,HMMER,3.13
PF18104,HMMER,1.88
PF18108,HMMER,2.1
PF18109,HMMER,2.12
PF18111,HMMER,2.12
PF18112,HMMER,3.09
PF18116,HMMER,1.96
PF18118,FULL,3.44
PF18119,FULL,2.72
PF18124,FULL,4.38
PF18139,HMMER,2.25
PF18148,HMMER,2.92
PF18150,HMMER,3.65
PF18151,HMMER,0.77
PF18193,HMMER,4.69
PF18198,HMMER,2.27
PF18199,HMMER,1.4
PF18201,HMMER,1.0
PF18212,HMMER,2.23
PF18253,HMMER,4.99
PF18264,HMMER,6.0
PF18292,HMMER,0.53
PF18293,HMMER,2.53
PF18296,FULL,4.07
PF18308,HMMER,3.64
PF18326,HMMER,2.7
PF18336,HMMER,4.65
PF18345,HMMER,3.11
PF18346,HMMER,2.18
PF18360,HMMER,4.37
PF18362,HMMER,3.2
PF18366,HMMER,4.28
PF18371,HMMER,2.3
PF18372,HMMER,3.15
PF18373,HMMER,1.86
PF18375,HMMER,3.33
PF18377,HMMER,1.61
PF18379,HMMER,2.24
PF18382,FULL,3.65
PF18384,HMMER,5.42
PF18385,HMMER,3.82
PF18386,HMMER,4.54
PF18387,HMMER,2.76
PF18392,HMMER,3.1
PF18394,HMMER,1.09
PF18396,HMMER,2.46
PF18397,HMMER,2.44
PF18400,FULL,4.23
PF18401,HMMER,2.73
PF18402,HMMER,2.52
PF18403,FULL,2.23
PF18404,HMMER,4.78
PF18408,HMMER,4.19
PF18410,HMMER,1.67
PF18411,HMMER,3.69
PF18414,HMMER,3.65
PF18436,HMMER,4.21
PF18452,HMMER,1.09
PF18517,HMMER,0.44
PF18561,HMMER,2.69
PF18567,FULL,1.75
PF18568,FULL,2.83
PF18574,HMMER,1.77
PF18580,HMMER,1.14
PF18581,HMMER,1.35
PF18584,HMMER,2.37
PF18589,HMMER,0.34
PF18606,HMMER,2.62
PF18611,HMMER,1.04
PF18635,HMMER,1.95
PF18658,HMMER,1.56
PF18695,FULL,0.8
PF18696,HMMER,1.28
PF18700,HMMER,3.95
PF18720,FULL,4.16
PF18727,HMMER,2.57
PF18755,HMMER,0.69
PF18782,FULL,2.66
PF18786,HMMER,0.38
PF18797,HMMER,3.36
PF18808,HMMER,4.3
PF18829,HMMER,4.51
PF18861,FULL,2.56
PF18872,HMMER,4.64
PF18875,HMMER,3.55
PF18876,HMMER,2.67
PF18913,HMMER,4.17
PF18995,FULL,2.27
PF19018,FULL,2.42
PF19026,HMMER,3.43
PF19028,HMMER,2.18
PF19030,HMMER,1.85
PF19031,HMMER,1.3
PF19032,SEED,0.14
PF19033,HMMER,0.98
PF19035,HMMER,3.5
PF19036,HMMER,0.69
PF19037,HMMER,0.36
PF19038,HMMER,0.58
PF19039,HMMER,2.39
PF19046,HMMER,5.07
PF19047,FULL,2.99
PF19052,HMMER,3.17
PF19055,HMMER,2.64
PF19056,HMMER,1.81
PF19057,HMMER,1.69
PF19088,HMMER,2.7
PF19179,HMMER,1.41
PF19188,HMMER,1.86
PF19193,HMMER,1.29
PF19221,HMMER,2.14
PF19236,HMMER,2.52
PF19256,FULL,3.79
PF19272,HMMER,1.73
PF19274,HMMER,5.15
PF19277,HMMER,0.45
PF19280,HMMER,1.38
PF19281,HMMER,4.17
PF19286,HMMER,1.86
PF19292,HMMER,2.76
PF19303,HMMER,0.84
PF19309,HMMER,1.8
PF19311,HMMER,1.84
PF19314,HMMER,2.05
PF19317,FULL,4.92
PF19326,SEED,3.14
PF19329,HMMER,1.61
PF19421,HMMER,2.78
PF19422,HMMER,1.65
PF19426,HMMER,3.58
PF19440,HMMER,2.37
PF19441,HMMER,3.03
PF19518,FULL,3.01
PF19520,HMMER,3.09
PF19525,HMMER,2.75
PF19532,HMMER,1.94
PF19548,HMMER,1.69
PF19627,HMMER,2.76
PF19699,HMMER,2.54
PF19722,HMMER,2.14
PF19743,FULL,3.91
PF20010,HMMER,1.61
PF20023,HMMER,0.23
PF20144,HMMER,3.45
PF20145,HMMER,3.62
PF20165,HMMER,4.42
PF20166,HMMER,1.0
PF20168,HMMER,3.53
PF20170,HMMER,2.5
PF20173,HMMER,2.52
PF20179,HMMER,0.75
PF20210,HMMER,3.32
PF20252,HMMER,2.6
PF20256,HMMER,3.34
PF20266,HMMER,1.17
PF20267,HMMER,4.14
PF20302,HMMER,2.19
PF20309,HMMER,2.88
PF20406,HMMER,3.49
PF20408,HMMER,0.72
PF20412,HMMER,1.71
PF20421,HMMER,1.39
PF20422,HMMER,1.76
PF20425,HMMER,1.43
PF20426,HMMER,1.93
PF20433,HMMER,1.8
PF20443,HMMER,0.08
PF20470,HMMER,0.55
PF20490,FULL,3.31
PF20492,HMMER,1.93
PF20519,HMMER,1.6
PF20520,HMMER,2.43
PF20624,HMMER,3.09
PF20626,HMMER,2.9
PF20627,HMMER,3.29
PF20651,HMMER,3.86
PF20688,HMMER,2.01
PF20691,SEED,3.88
PF20692,HMMER,2.3
PF20694,HMMER,3.78
PF20723,HMMER,4.5
PF20750,HMMER,4.3
PF20771,HMMER,1.76
PF20801,HMMER,1.83
PF20805,HMMER,1.0
PF20806,HMMER,0.84
PF20826,HMMER,2.84
PF20838,HMMER,5.0
PF20844,HMMER,2.66
PF20846,HMMER,2.71
PF20864,HMMER,4.25
PF20865,HMMER,1.47
PF20868,HMMER,1.85
PF20869,HMMER,3.83
PF20870,HMMER,1.8
PF20871,HMMER,4.49
PF20878,HMMER,3.17
PF20884,HMMER,3.13
PF20885,HMMER,5.3
PF20886,HMMER,2.65
PF20887,HMMER,2.71
PF20929,HMMER,2.08
PF20965,HMMER,2.66
PF20974,HMMER,0.79
PF20989,HMMER,2.95
PF21002,HMMER,2.28
PF21008,HMMER,2.94
PF21009,HMMER,1.78
PF21010,HMMER,1.44
PF21014,HMMER,1.82
PF21019,HMMER,2.58
PF21020,HMMER,1.83
PF21021,HMMER,2.04
PF21022,HMMER,2.51
PF21026,HMMER,2.68
PF21032,HMMER,2.1
PF21033,HMMER,1.91
PF21041,HMMER,0.51
PF21047,HMMER,0.65
PF21052,HMMER,4.25
PF21054,HMMER,0.82
PF21055,HMMER,2.64
PF21056,HMMER,1.77
PF21058,HMMER,5.09
PF21071,HMMER,4.76
PF21097,HMMER,2.06
PF21098,HMMER,2.51
PF21099,HMMER,1.35
PF21114,HMMER,2.65
PF21115,HMMER,4.09
PF21116,HMMER,1.1
PF21119,HMMER,2.97
PF21122,HMMER,4.27
PF21125,HMMER,1.79
PF21126,HMMER,2.91
PF21127,HMMER,3.17
PF21145,HMMER,5.1
PF21146,HMMER,2.97
PF21147,HMMER,4.0
PF21148,HMMER,2.18
PF21161,HMMER,3.18
PF21177,HMMER,1.33
PF21182,HMMER,1.54
PF21195,HMMER,2.95
PF21199,HMMER,1.63
PF21206,HMMER,4.97
PF21222,HMMER,3.52
PF21225,HMMER,3.46
PF21227,HMMER,2.52
PF21246,HMMER,2.37
PF21255,HMMER,3.67
PF21260,HMMER,0.81
PF21267,HMMER,2.77
PF21271,HMMER,2.07
PF21272,HMMER,2.29
PF21273,HMMER,2.24
PF21276,HMMER,2.67
PF21283,HMMER,2.51
PF21290,HMMER,2.72
PF21292,HMMER,2.11
PF21297,HMMER,2.31
PF21310,HMMER,3.49
PF21314,HMMER,1.58
PF21317,HMMER,1.7
PF21319,HMMER,3.33
PF21322,HMMER,4.31
PF21323,HMMER,3.87
PF21326,HMMER,3.94
PF21333,HMMER,2.15
PF21339,HMMER,1.5
PF21343,HMMER,1.31
PF21353,HMMER,2.24
PF21354,HMMER,2.24
PF21355,HMMER,2.71
PF21358,HMMER,5.7
PF21361,HMMER,4.77
PF21362,HMMER,3.91
PF21363,HMMER,3.48
PF21364,HMMER,4.89
PF21365,HMMER,2.34
PF21366,HMMER,2.89
PF21376,HMMER,2.46
PF21381,HMMER,2.62
PF21385,HMMER,3.9
PF21388,HMMER,1.41
PF21389,HMMER,3.24
PF21403,HMMER,1.43
PF21408,HMMER,0.48
PF21467,HMMER,3.05
PF21471,HMMER,1.34
PF21473,HMMER,4.62
PF21477,HMMER,1.65
PF21479,HMMER,2.93
PF21481,HMMER,4.74
PF21485,HMMER,5.18
PF21494,HMMER,2.93
PF21520,HMMER,2.9
PF21524,HMMER,2.3
PF21528,HMMER,1.81
PF21533,HMMER,3.94
PF21549,HMMER,1.29
PF21581,HMMER,4.45
PF21600,HMMER,0.55
PF21605,HMMER,0.89
PF21634,HMMER,1.26
PF21672,HMMER,0.35
PF21692,HMMER,3.48
PF21696,HMMER,2.26
PF21700,HMMER,4.32
PF21712,HMMER,1.29
PF21718,HMMER,0.64
PF21731,HMMER,3.54
PF21744,HMMER,3.67
PF21773,HMMER,1.27
PF21792,HMMER,4.32
PF21797,HMMER,2.25
PF21801,HMMER,3.77
PF21824,HMMER,4.77
PF21865,HMMER,1.15
PF21875,HMMER,1.68
PF21884,HMMER,1.45
PF21890,HMMER,4.48
PF21896,HMMER,0.79
PF21901,HMMER,0.38
PF21909,HMMER,1.83
PF21938,HMMER,3.67
PF21948,HMMER,0.35
PF21960,HMMER,1.22
PF21972,HMMER,1.12
PF21989,HMMER,0.93
PF21990,HMMER,1.55
PF21998,HMMER,2.47
PF21999,HMMER,1.42
PF22012,HMMER,1.73
PF22042,HMMER,0.12
PF22061,HMMER,3.72
PF22191,HMMER,2.51
PF22241,HMMER,0.38
PF22314,HMMER,1.95
PF22327,HMMER,3.3
PF22352,HMMER,1.54
PF22441,HMMER,3.65
PF22486,HMMER,1.13
PF22524,HMMER,2.37
PF22528,HMMER,1.05
PF22544,HMMER,0.61
PF22562,HMMER,1.85
PF22566,HMMER,1.15
PF22572,HMMER,3.55
PF22586,HMMER,2.0
PF22594,HMMER,2.52
PF22597,HMMER,1.54
PF22600,HMMER,1.1
PF22601,HMMER,5.65
PF22602,HMMER,3.74
PF22603,HMMER,4.2
PF22614,HMMER,1.03
PF22623,HMMER,3.76
PF22628,HMMER,3.83
PF22631,HMMER,2.26
PF22646,HMMER,1.46
PF22661,HMMER,5.03
PF22667,HMMER,1.34
PF22669,HMMER,1.73
PF22675,HMMER,2.45
PF22697,HMMER,0.97
PF22699,HMMER,1.04
PF22705,HMMER,1.64
PF22706,HMMER,0.43
PF22725,HMMER,1.72
PF22749,HMMER,2.28
PF22784,HMMER,1.38
PF22785,HMMER,2.06
PF22794,HMMER,1.72
PF22821,HMMER,0.74
PF22850,HMMER,1.46
PF22854,HMMER,1.4
PF22898,HMMER,5.47
PF22900,HMMER,2.64
PF22901,HMMER,1.73
PF22902,HMMER,5.08
PF22904,HMMER,2.82
PF22908,HMMER,4.03
PF22914,HMMER,1.28
PF22919,HMMER,1.16
PF22923,HMMER,2.47
PF22924,HMMER,1.55
PF22930,HMMER,5.08
PF22931,HMMER,3.05
PF22941,HMMER,1.87
PF22944,HMMER,1.49
PF22956,HMMER,1.36
PF22957,HMMER,1.29
PF22959,HMMER,2.6
PF22960,HMMER,1.84
PF22962,HMMER,2.6
PF22963,HMMER,2.5
PF22964,HMMER,2.09
PF22967,HMMER,2.68
PF22968,HMMER,4.25
PF22969,HMMER,3.06
PF22971,HMMER,2.03
PF22972,HMMER,3.92
PF22975,HMMER,2.29
PF22976,HMMER,2.13
PF22985,HMMER,0.63
PF22986,HMMER,2.01
PF22987,HMMER,1.57
PF22988,HMMER,1.86
PF22989,HMMER,1.97
PF23002,HMMER,3.52
PF23004,HMMER,3.58
PF23010,HMMER,3.07
PF23011,HMMER,3.11
PF23012,HMMER,2.1
PF23014,HMMER,2.66
PF23015,HMMER,3.97
PF23023,HMMER,1.16
PF23024,HMMER,4.58
PF23025,HMMER,0.64
PF23030,HMMER,3.72
PF23031,HMMER,3.13
PF23032,HMMER,2.92
PF23035,HMMER,4.82
PF23039,HMMER,1.55
PF23040,HMMER,3.27
PF23050,HMMER,1.96
PF23052,HMMER,1.84
PF23054,HMMER,1.98
PF23075,HMMER,2.24
PF23078,HMMER,3.25
PF23079,HMMER,4.56
PF23081,HMMER,2.23
PF23082,HMMER,1.66
PF23083,HMMER,2.73
PF23085,HMMER,1.42
PF23087,HMMER,2.8
PF23089,HMMER,3.22
PF23091,HMMER,4.08
PF23092,HMMER,2.19
PF23093,HMMER,3.26
PF23098,HMMER,0.49
PF23105,HMMER,2.67
PF23106,HMMER,3.21
PF23110,HMMER,4.15
PF23123,HMMER,1.76
PF23138,HMMER,0.9
PF23141,HMMER,5.32
PF23142,HMMER,0.78
PF23144,HMMER,2.42
PF23145,HMMER,1.75
PF23160,HMMER,2.71
PF23165,HMMER,4.83
PF23168,HMMER,3.29
PF23170,HMMER,2.27
PF23171,HMMER,3.29
PF23172,HMMER,3.47
PF23178,HMMER,5.18
PF23188,HMMER,4.02
PF23192,HMMER,5.27
PF23193,HMMER,5.3
PF23194,HMMER,5.01
PF23195,HMMER,3.46
PF23198,HMMER,3.24
PF23203,HMMER,3.04
PF23204,HMMER,3.23
PF23210,HMMER,1.19
PF23219,HMMER,1.13
PF23221,HMMER,1.05
PF23222,HMMER,1.57
PF23225,HMMER,1.8
PF23227,HMMER,0.79
PF23231,HMMER,0.98
PF23240,HMMER,0.61
PF23241,HMMER,1.68
PF23244,HMMER,3.23
PF23246,HMMER,0.66
PF23254,HMMER,0.91
PF23260,HMMER,3.3
PF23261,HMMER,4.76
PF23263,HMMER,0.88
PF23265,HMMER,0.57
PF23267,HMMER,2.91
PF23268,HMMER,1.82
PF23271,HMMER,1.68
PF23278,HMMER,1.96
PF23283,HMMER,2.79
PF23289,HMMER,1.53
PF23294,HMMER,1.21
PF23301,HMMER,3.13
PF23308,HMMER,2.98
PF23312,HMMER,2.96
PF23314,HMMER,2.26
PF23317,HMMER,1.42
PF23321,HMMER,1.54
PF23322,HMMER,2.73
PF23323,HMMER,3.61
PF23329,HMMER,2.04
PF23331,HMMER,3.71
PF23332,HMMER,1.02
PF23333,HMMER,4.28
PF23334,HMMER,2.27
PF23344,HMMER,0.76
PF23381,HMMER,0.96
PF23387,HMMER,1.01
PF23409,HMMER,2.03
PF23414,HMMER,2.09
PF23415,HMMER,2.39
PF23445,HMMER,1.81
PF23456,HMMER,0.66
PF23459,HMMER,0.38
PF23464,HMMER,2.99
PF23466,HMMER,2.13
PF23469,HMMER,1.18
PF23481,HMMER,2.44
PF23486,HMMER,2.94
PF23487,HMMER,2.19
PF23517,HMMER,3.94
PF23524,HMMER,1.69
PF23538,HMMER,3.38
PF23554,HMMER,2.47
PF23557,HMMER,1.9
PF23558,HMMER,2.51
PF23560,HMMER,1.6
PF23561,HMMER,3.37
PF23567,HMMER,1.56
PF23570,HMMER,5.05
PF23575,HMMER,1.66
PF23578,HMMER,3.43
PF23583,HMMER,2.61
PF23587,HMMER,2.67
PF23588,HMMER,4.02
PF23591,HMMER,2.8
PF23592,HMMER,2.75
PF23593,HMMER,0.71
PF23597,HMMER,1.41
PF23598,HMMER,1.26
PF23599,HMMER,3.64
PF23611,HMMER,2.35
PF23612,HMMER,1.0
PF23620,HMMER,2.56
PF23630,HMMER,1.67
PF23632,HMMER,2.67
PF23637,HMMER,3.41
PF23640,HMMER,1.94
PF23660,HMMER,5.36
PF23665,HMMER,0.18
PF23668,HMMER,0.72
PF23679,HMMER,2.72
PF23708,HMMER,2.54
PF23726,HMMER,0.61
PF23727,HMMER,1.14
PF23730,HMMER,3.45
PF23733,HMMER,3.34
PF23735,HMMER,1.16
PF23756,HMMER,1.11
PF23760,HMMER,4.05
PF23761,HMMER,4.06
PF23762,HMMER,1.39
PF23894,HMMER,3.02
PF23953,HMMER,0.93
PF24048,HMMER,3.63
PF24055,HMMER,0.85
PF24056,HMMER,3.6
PF24080,HMMER,2.12
PF24094,HMMER,2.02
PF24105,HMMER,1.74
PF24123,HMMER,2.24
PF24138,HMMER,0.85
PF24139,HMMER,0.69
PF24140,HMMER,0.96
PF24147,HMMER,2.21
PF24150,HMMER,2.2
PF24179,HMMER,4.05
PF24235,HMMER,1.57
PF24317,HMMER,3.26
PF24324,HMMER,4.49
PF24329,HMMER,3.83
PF24357,HMMER,1.58
PF24456,HMMER,1.21
PF24479,HMMER,3.45
PF24498,HMMER,1.4
PF24499,HMMER,1.47
PF24501,HMMER,3.05
PF24522,HMMER,2.11
PF24525,HMMER,0.76
PF24536,HMMER,2.29
PF24555,HMMER,1.57
PF24562,HMMER,1.16
PF24571,HMMER,3.24
PF24597,HMMER,1.74
PF24598,HMMER,2.51
PF24601,HMMER,1.95
PF24605,HMMER,2.37
PF24606,HMMER,1.62
PF24609,HMMER,2.75
PF24630,HMMER,1.94
PF24652,HMMER,1.55
PF24656,HMMER,1.54
PF24669,HMMER,3.89
PF24681,HMMER,0.85
PF24690,HMMER,0.8
PF24694,HMMER,4.09
PF24695,HMMER,3.65
PF24742,HMMER,2.78
PF24757,HMMER,1.07
PF24762,HMMER,0.51
PF24768,HMMER,0.68
PF24780,HMMER,3.67
PF24782,HMMER,3.51
PF24795,HMMER,1.33
PF24797,HMMER,1.48
PF24807,HMMER,2.52
PF24827,HMMER,2.4
PF24871,HMMER,1.95
PF24874,HMMER,4.58
PF24883,HMMER,0.46
PF24887,HMMER,3.16
PF24889,HMMER,3.15
PF24900,HMMER,3.92
PF24902,HMMER,2.28
PF24905,HMMER,1.23
PF24912,HMMER,3.59
PF24917,HMMER,2.26
PF24935,HMMER,1.79
PF24947,HMMER,2.95
PF24959,HMMER,3.52
PF24972,HMMER,4.0
PF24973,HMMER,2.82
PF24981,HMMER,0.87
PF24987,HMMER,1.34
PF24991,HMMER,2.81
PF25007,HMMER,1.4
PF25010,HMMER,1.95
PF25013,HMMER,1.1
PF25020,HMMER,3.59
PF25021,HMMER,4.06
PF25023,HMMER,3.65
PF25024,HMMER,2.87
PF25033,HMMER,0.43
PF25034,HMMER,0.96
PF25035,HMMER,2.13
PF25036,HMMER,0.77
PF25037,HMMER,1.3
PF25058,HMMER,2.79
PF25059,HMMER,3.44
PF25060,HMMER,2.33
PF25062,HMMER,2.87
PF25063,HMMER,3.29
PF25064,HMMER,3.43
PF25068,HMMER,2.63
PF25076,HMMER,3.32
PF25082,HMMER,3.46
PF25083,HMMER,3.99
PF25084,HMMER,1.21
PF25087,HMMER,2.01
PF25106,HMMER,2.44
PF25119,HMMER,3.71
PF25133,HMMER,0.03
PF25175,HMMER,4.91
PF25177,HMMER,4.14
PF25179,HMMER,2.28
PF25238,HMMER,1.12
PF25261,HMMER,2.18
PF25281,HMMER,3.46
PF25299,HMMER,1.67
PF25305,HMMER,1.42
PF25313,HMMER,4.26
PF25321,HMMER,3.59
PF25332,HMMER,3.99
PF25336,HMMER,2.39
PF25340,HMMER,2.04
PF25341,HMMER,4.2
PF25342,HMMER,3.38
PF25344,HMMER,0.73
PF25346,HMMER,2.4
PF25354,HMMER,2.25
PF25372,HMMER,1.11
PF25373,HMMER,1.96
PF25382,HMMER,0.49
PF25383,HMMER,1.3
PF25387,HMMER,1.62
PF25390,HMMER,1.32
PF25391,HMMER,4.02
PF25393,HMMER,2.31
PF25398,HMMER,3.8
PF25403,HMMER,3.8
PF25408,HMMER,2.95
PF25412,HMMER,3.94
PF25413,HMMER,3.44
PF25414,HMMER,2.91
PF25415,HMMER,4.38
PF25416,HMMER,2.11
PF25420,HMMER,2.23
PF25427,HMMER,4.92
PF25429,HMMER,4.06
PF25432,HMMER,3.97
PF25434,HMMER,3.16
PF25437,HMMER,3.44
PF25442,HMMER,2.33
PF25443,HMMER,1.97
PF25444,HMMER,1.65
PF25445,HMMER,3.85
PF25450,HMMER,2.37
PF25452,HMMER,0.8
PF25454,HMMER,5.24
PF25457,HMMER,3.07
PF25462,HMMER,4.96
PF25468,HMMER,2.39
PF25469,HMMER,1.68
PF25479,HMMER,1.17
PF25491,HMMER,3.68
PF25496,HMMER,1.42
PF25497,HMMER,1.14
PF25504,HMMER,3.63
PF25508,HMMER,1.7
PF25511,HMMER,0.99
PF25520,HMMER,1.96
PF25521,HMMER,2.46
PF25523,HMMER,3.35
PF25524,HMMER,3.55
PF25525,HMMER,3.62
PF25526,HMMER,3.74
PF25527,HMMER,5.01
PF25530,HMMER,4.11
PF25532,HMMER,2.84
PF25541,HMMER,1.6
PF25552,HMMER,1.54
