uniprot	domain_id	domain_name	start	end
Q6UXF7	PF00059	Lectin C-type domain	317	443
Q6UXF7	PF00188	Cysteine-rich secretory protein family	52	182
Q6UXN7	PF02064	MAS20 protein import receptor	13	142
Q6UXS0	PF00059	Lectin C-type domain	58	179
Q6UXT6	PF13853	Olfactory receptor	29	303
Q6UXU6	PF11669	WW domain-binding protein 1	33	141
Q6UXV1	PF15005	Izumo sperm-egg fusion, Ig domain-associated	20	164
Q6UXY8	PF07810	TMC domain	724	830
Q6UY01	PF13516	Leucine Rich repeat	451	469
Q6UY18	PF07679	Immunoglobulin I-set domain	420	501
Q6UY18	PF13855	Leucine rich repeat	65	120
Q6UY18	PF13855	Leucine rich repeat	157	212
Q6UY18	PF13855	Leucine rich repeat	253	309
Q6UY18	PF13855	Leucine rich repeat	312	360
Q6UY27	PF00021	u-PAR/Ly-6 domain	28	109
Q6V702	PF14713	Domain of unknown function (DUF4464)	13	232
Q6V9R5	PF00096	Zinc finger, C2H2 type	204	226
Q6V9R5	PF00096	Zinc finger, C2H2 type	264	282
Q6V9R5	PF00096	Zinc finger, C2H2 type	288	310
Q6V9R5	PF00096	Zinc finger, C2H2 type	316	338
Q6V9R5	PF00096	Zinc finger, C2H2 type	344	366
Q6V9R5	PF00096	Zinc finger, C2H2 type	372	394
Q6V9R5	PF00096	Zinc finger, C2H2 type	400	422
Q6V9R5	PF01352	KRAB box	40	81
Q6XE38	PF01099	Uteroglobin family	1	79
Q6ZMB5	PF03619	Organic solute transporter Ostalpha	58	329
Q6ZMN8	PF00134	Cyclin, N-terminal domain	153	247
Q6ZMS4	PF00096	Zinc finger, C2H2 type	159	181
Q6ZMS4	PF00096	Zinc finger, C2H2 type	187	209
Q6ZMS4	PF00096	Zinc finger, C2H2 type	215	237
Q6ZMS4	PF00096	Zinc finger, C2H2 type	243	265
Q6ZMS4	PF00096	Zinc finger, C2H2 type	271	293
Q6ZMS4	PF00096	Zinc finger, C2H2 type	299	321
Q6ZMS4	PF00096	Zinc finger, C2H2 type	327	349
Q6ZMS4	PF00096	Zinc finger, C2H2 type	355	377
Q6ZMS4	PF00096	Zinc finger, C2H2 type	383	405
Q6ZMS4	PF00096	Zinc finger, C2H2 type	411	433
Q6ZMS4	PF00096	Zinc finger, C2H2 type	439	461
Q6ZMS4	PF00096	Zinc finger, C2H2 type	467	489
Q6ZMS4	PF01352	KRAB box	8	48
Q6ZMV5	PF04802	Phosphatase 4 regulatory subunit 3	143	647
Q6ZMV5	PF22972	EVH1-like domain in PP4R3 protein	6	103
Q6ZMW2	PF00096	Zinc finger, C2H2 type	394	416
Q6ZMW2	PF00096	Zinc finger, C2H2 type	422	444
Q6ZMW2	PF00096	Zinc finger, C2H2 type	450	472
Q6ZMW2	PF00096	Zinc finger, C2H2 type	478	500
Q6ZMW2	PF00096	Zinc finger, C2H2 type	506	528
Q6ZMW2	PF00096	Zinc finger, C2H2 type	534	556
Q6ZMW2	PF00096	Zinc finger, C2H2 type	562	584
Q6ZMW2	PF00096	Zinc finger, C2H2 type	590	612
Q6ZMW2	PF00096	Zinc finger, C2H2 type	618	640
Q6ZMW2	PF00096	Zinc finger, C2H2 type	646	668
Q6ZMW2	PF00096	Zinc finger, C2H2 type	674	696
Q6ZMW2	PF01352	KRAB box	7	48
Q6ZMW3	PF03451	HELP motif	7	45
Q6ZMW3	PF03451	HELP motif	673	711
Q6ZMW3	PF03451	HELP motif	1361	1398
Q6ZMW3	PF23409	Echinoderm microtubule-associated protein first beta-propeller	53	307
Q6ZMW3	PF23409	Echinoderm microtubule-associated protein first beta-propeller	719	982
Q6ZMW3	PF23409	Echinoderm microtubule-associated protein first beta-propeller	1406	1670
Q6ZMW3	PF23414	Echinoderm microtubule-associated protein second beta-propeller	328	592
Q6ZMW3	PF23414	Echinoderm microtubule-associated protein second beta-propeller	1001	1267
Q6ZMW3	PF23414	Echinoderm microtubule-associated protein second beta-propeller	1690	1957
Q6ZMY6	PF00400	WD domain, G-beta repeat	95	130
Q6ZMY6	PF00400	WD domain, G-beta repeat	139	173
Q6ZMY6	PF00400	WD domain, G-beta repeat	189	213
Q6ZMY6	PF00400	WD domain, G-beta repeat	223	258
Q6ZMY6	PF00400	WD domain, G-beta repeat	265	301
Q6ZMY6	PF00400	WD domain, G-beta repeat	312	349
Q6ZMY6	PF00400	WD domain, G-beta repeat	357	391
Q6ZMY9	PF00096	Zinc finger, C2H2 type	181	199
Q6ZMY9	PF00096	Zinc finger, C2H2 type	205	227
Q6ZMY9	PF00096	Zinc finger, C2H2 type	233	255
Q6ZMY9	PF00096	Zinc finger, C2H2 type	261	283
Q6ZMY9	PF00096	Zinc finger, C2H2 type	289	311
Q6ZMY9	PF00096	Zinc finger, C2H2 type	317	339
Q6ZMY9	PF00096	Zinc finger, C2H2 type	368	390
Q6ZMY9	PF00096	Zinc finger, C2H2 type	396	418
Q6ZMY9	PF00096	Zinc finger, C2H2 type	424	446
Q6ZMY9	PF00096	Zinc finger, C2H2 type	452	474
Q6ZMY9	PF01352	KRAB box	14	54
Q6ZN01	PF02037	SAP domain	172	201
Q6ZN06	PF00096	Zinc finger, C2H2 type	271	293
Q6ZN06	PF00096	Zinc finger, C2H2 type	299	321
Q6ZN06	PF00096	Zinc finger, C2H2 type	327	349
Q6ZN06	PF00096	Zinc finger, C2H2 type	355	377
Q6ZN06	PF00096	Zinc finger, C2H2 type	383	405
Q6ZN06	PF00096	Zinc finger, C2H2 type	411	433
Q6ZN06	PF00096	Zinc finger, C2H2 type	439	461
Q6ZN06	PF00096	Zinc finger, C2H2 type	467	489
Q6ZN06	PF00096	Zinc finger, C2H2 type	523	545
Q6ZN06	PF00096	Zinc finger, C2H2 type	551	573
Q6ZN06	PF00096	Zinc finger, C2H2 type	579	601
Q6ZN06	PF01352	KRAB box	8	48
Q6ZN06	PF13912	C2H2-type zinc finger	243	265
Q6ZN19	PF00096	Zinc finger, C2H2 type	149	167
Q6ZN19	PF00096	Zinc finger, C2H2 type	201	223
Q6ZN19	PF00096	Zinc finger, C2H2 type	229	251
Q6ZN19	PF00096	Zinc finger, C2H2 type	257	279
Q6ZN19	PF00096	Zinc finger, C2H2 type	285	307
Q6ZN19	PF00096	Zinc finger, C2H2 type	313	335
Q6ZN19	PF00096	Zinc finger, C2H2 type	341	363
Q6ZN19	PF00096	Zinc finger, C2H2 type	369	391
Q6ZN19	PF00096	Zinc finger, C2H2 type	397	419
Q6ZN19	PF00096	Zinc finger, C2H2 type	454	475
Q6ZN19	PF00096	Zinc finger, C2H2 type	481	503
Q6ZN19	PF00096	Zinc finger, C2H2 type	509	531
Q6ZN19	PF00096	Zinc finger, C2H2 type	537	559
Q6ZN19	PF00096	Zinc finger, C2H2 type	593	615
Q6ZN19	PF00096	Zinc finger, C2H2 type	621	643
Q6ZN19	PF00096	Zinc finger, C2H2 type	649	671
Q6ZN19	PF00096	Zinc finger, C2H2 type	677	699
Q6ZN19	PF00096	Zinc finger, C2H2 type	705	727
Q6ZN19	PF00096	Zinc finger, C2H2 type	733	755
Q6ZN19	PF00096	Zinc finger, C2H2 type	761	783
Q6ZN19	PF13912	C2H2-type zinc finger	425	447
Q6ZN32	PF00178	Ets-domain	38	119
Q6ZN68	PF10034	Q-cell neuroblast polarisation	7	330
Q6ZN79	PF00096	Zinc finger, C2H2 type	172	194
Q6ZN79	PF00096	Zinc finger, C2H2 type	200	222
Q6ZN79	PF00096	Zinc finger, C2H2 type	228	250
Q6ZN79	PF01352	KRAB box	7	47
Q6ZNA1	PF00096	Zinc finger, C2H2 type	218	240
Q6ZNA1	PF00096	Zinc finger, C2H2 type	246	268
Q6ZNA1	PF00096	Zinc finger, C2H2 type	274	296
Q6ZNA1	PF00096	Zinc finger, C2H2 type	302	324
Q6ZNA1	PF00096	Zinc finger, C2H2 type	330	352
Q6ZNA1	PF00096	Zinc finger, C2H2 type	358	380
Q6ZNA1	PF00096	Zinc finger, C2H2 type	386	408
Q6ZNA1	PF00096	Zinc finger, C2H2 type	414	436
Q6ZNA1	PF00096	Zinc finger, C2H2 type	442	464
Q6ZNA1	PF00096	Zinc finger, C2H2 type	470	492
Q6ZNA1	PF00096	Zinc finger, C2H2 type	498	520
Q6ZNA1	PF00096	Zinc finger, C2H2 type	526	548
Q6ZNA1	PF00096	Zinc finger, C2H2 type	554	576
Q6ZNA1	PF00096	Zinc finger, C2H2 type	582	604
Q6ZNA1	PF00096	Zinc finger, C2H2 type	610	632
Q6ZNA1	PF00096	Zinc finger, C2H2 type	638	660
Q6ZNA1	PF00096	Zinc finger, C2H2 type	666	688
Q6ZNA1	PF00096	Zinc finger, C2H2 type	722	744
Q6ZNA1	PF00096	Zinc finger, C2H2 type	750	772
Q6ZNA1	PF00096	Zinc finger, C2H2 type	778	800
Q6ZNA1	PF00096	Zinc finger, C2H2 type	806	828
Q6ZNA1	PF00096	Zinc finger, C2H2 type	834	856
Q6ZNA1	PF00096	Zinc finger, C2H2 type	862	884
Q6ZNA1	PF00096	Zinc finger, C2H2 type	890	912
Q6ZNA1	PF01352	KRAB box	7	48
Q6ZNC4	PF27556	Zinc finger protein 704 C-terminal domain	384	412
Q6ZNF0	PF00149	Calcineurin-like phosphoesterase	135	337
Q6ZNF0	PF14008	Iron/zinc purple acid phosphatase-like protein C	362	423
Q6ZNF0	PF16656	Purple acid Phosphatase, N-terminal domain	32	124
Q6ZNG1	PF00096	Zinc finger, C2H2 type	218	240
Q6ZNG1	PF00096	Zinc finger, C2H2 type	246	268
Q6ZNG1	PF00096	Zinc finger, C2H2 type	274	296
Q6ZNG1	PF00096	Zinc finger, C2H2 type	302	324
Q6ZNG1	PF00096	Zinc finger, C2H2 type	330	352
Q6ZNG1	PF00096	Zinc finger, C2H2 type	358	380
Q6ZNG1	PF00096	Zinc finger, C2H2 type	386	408
Q6ZNG1	PF00096	Zinc finger, C2H2 type	414	436
Q6ZNG1	PF00096	Zinc finger, C2H2 type	498	520
Q6ZNG1	PF00096	Zinc finger, C2H2 type	554	576
Q6ZNG1	PF00096	Zinc finger, C2H2 type	582	604
Q6ZNG1	PF00096	Zinc finger, C2H2 type	610	632
Q6ZNG1	PF00096	Zinc finger, C2H2 type	638	660
Q6ZNG1	PF00096	Zinc finger, C2H2 type	694	716
Q6ZNG1	PF12874	Zinc-finger of C2H2 type	666	684
Q6ZNG2	PF00046	Homeodomain	189	243
Q6ZNG9	PF01352	KRAB box	48	73
Q6ZNI0	PF02485	Core-2/I-Branching enzyme	111	373
Q6ZNM6	PF14983	Sperm-associated microtubule inner protein 10	4	134
Q6ZNR0	PF04505	Interferon-induced transmembrane protein	92	156
Q6ZP01	PF00076	RNA recognition motif	833	896
Q6ZP01	PF24905	TTC3, helical domain	994	1045
Q6ZPB5	NA	NA	NA	NA
Q6ZQQ6	PF00400	WD domain, G-beta repeat	235	272
Q6ZQQ6	PF00400	WD domain, G-beta repeat	558	595
Q6ZQV5	PF01352	KRAB box	23	63
Q6ZR62	NA	NA	NA	NA
Q6ZRF7	PF00096	Zinc finger, C2H2 type	65	83
Q6ZRF7	PF00096	Zinc finger, C2H2 type	89	111
Q6ZRR5	NA	NA	NA	NA
Q6ZRS4	PF14722	Ki-ras-induced actin-interacting protein-IP3R-interacting domain	114	258
Q6ZRS4	PF14723	Sperm-specific antigen 2 C-terminus	846	934
Q6ZS11	PF02204	Vacuolar sorting protein 9 (VPS9) domain	409	510
Q6ZS30	PF02138	Beige/BEACH domain	2005	2284
Q6ZS30	PF14844	PH domain associated with Beige/BEACH	1894	1979
Q6ZS30	PF15787	Neurobeachin/BDCP, DUF4704 alpha solenoid region	859	1173
Q6ZS30	PF16057	Domain of unknown function (DUF4800)	1580	1833
Q6ZS30	PF20426	Neurobeachin beta propeller domain	2347	2660
Q6ZSI9	PF00648	Calpain family cysteine protease	46	339
Q6ZSI9	PF01067	Calpain large subunit, domain III	359	520
Q6ZSS3	PF00096	Zinc finger, C2H2 type	151	173
Q6ZSS3	PF00096	Zinc finger, C2H2 type	179	201
Q6ZSS3	PF00096	Zinc finger, C2H2 type	207	229
Q6ZSS3	PF00096	Zinc finger, C2H2 type	235	257
Q6ZSS3	PF00096	Zinc finger, C2H2 type	291	313
Q6ZSS3	PF01352	KRAB box	10	50
Q6ZT07	PF00566	Rab-GTPase-TBC domain	519	722
Q6ZT07	PF02893	GRAM domain	147	251
Q6ZT07	PF02893	GRAM domain	295	402
Q6ZT77	PF00096	Zinc finger, C2H2 type	148	170
Q6ZU65	PF08729	HPC2 and ubinuclein domain	195	245
Q6ZU65	PF14075	Ubinuclein conserved middle domain	448	662
Q6ZU67	PF10523	BEN domain	414	487
Q6ZU69	PF14650	FAM75 family	421	455
Q6ZU69	PF14650	FAM75 family	470	629
Q6ZU69	PF15371	Domain of unknown function (DUF4599)	52	138
Q6ZUJ4	PF15830	Domain of unknown function (DUF4712)	13	266
Q6ZUK4	PF09772	Transmembrane protein 26	4	303
Q6ZUS6	PF09789	Coiled-coil domain-containing protein 149-A	1	283
Q6ZUT6	PF15266	Domain of unknown function (DUF4594)	182	349
Q6ZUV0	PF03061	Thioesterase superfamily	4	71
Q6ZUV0	PF03061	Thioesterase superfamily	165	232
Q6ZV50	PF02257	RFX DNA-binding domain	22	96
Q6ZV50	PF25340	RFX BCD domain	178	446
Q6ZV89	NA	NA	NA	NA
Q6ZVC0	PF15439	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter	4	425
Q6ZVC0	PF15452	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter	575	841
Q6ZVF9	PF15235	G protein-regulated inducer of neurite outgrowth C-terminus	650	771
Q6ZVL6	PF12877	UPF0606 protein KIAA1549	931	1569
Q6ZVT6	PF05018	CFA20 domain	3	49
Q6ZVZ8	PF07525	SOCS box	420	458
Q6ZVZ8	PF12796	Ankyrin repeats (3 copies)	124	212
Q6ZVZ8	PF12796	Ankyrin repeats (3 copies)	223	319
Q6ZWB6	PF02214	BTB/POZ domain	46	142
Q6ZWB6	PF23110	KCTD8/12/16 H1 domain	207	321
Q719I0	PF08327	Activator of Hsp90 ATPase homolog 1-like protein	228	284
Q719I0	PF09229	Activator of Hsp90 ATPase, N-terminal	29	158
Q71RC9	PF15831	Small integral membrane protein 5/18/22	8	62
Q75NE6	NA	NA	NA	NA
Q765I0	PF28458	Urotensin-2B	2	101
Q76G19	PF00595	PDZ domain	131	211
Q76KD6	PF15058	Speriolin N terminus	1	228
Q76KD6	PF15059	Speriolin C-terminus	445	591
Q76KX8	PF00096	Zinc finger, C2H2 type	227	249
Q76KX8	PF00096	Zinc finger, C2H2 type	259	277
Q76KX8	PF00096	Zinc finger, C2H2 type	311	333
Q76KX8	PF00096	Zinc finger, C2H2 type	339	361
Q76KX8	PF00096	Zinc finger, C2H2 type	367	389
Q76KX8	PF00096	Zinc finger, C2H2 type	395	417
Q76KX8	PF00096	Zinc finger, C2H2 type	423	445
Q76KX8	PF00096	Zinc finger, C2H2 type	479	501
Q76KX8	PF00096	Zinc finger, C2H2 type	507	529
Q76KX8	PF00096	Zinc finger, C2H2 type	535	557
Q76KX8	PF00096	Zinc finger, C2H2 type	563	585
Q76KX8	PF00096	Zinc finger, C2H2 type	591	613
Q76KX8	PF00096	Zinc finger, C2H2 type	619	641
Q76KX8	PF01352	KRAB box	8	48
Q7L0X2	PF14977	FAM194 protein	423	625
Q7L211	PF00561	alpha/beta hydrolase fold	115	231
Q7L311	PF04826	Armadillo-like	383	601
Q7L945	PF00096	Zinc finger, C2H2 type	167	189
Q7L945	PF00096	Zinc finger, C2H2 type	195	217
Q7L945	PF00096	Zinc finger, C2H2 type	223	245
Q7L945	PF00096	Zinc finger, C2H2 type	279	301
Q7L945	PF00096	Zinc finger, C2H2 type	335	357
Q7L945	PF00096	Zinc finger, C2H2 type	363	385
Q7L945	PF00096	Zinc finger, C2H2 type	391	413
Q7L945	PF00096	Zinc finger, C2H2 type	419	441
Q7L945	PF01352	KRAB box	3	44
Q7RTS6	PF03189	Otopetrin	102	439
Q7RTS6	PF03189	Otopetrin	482	548
Q7RTT3	PF09514	SSXRD motif	158	187
Q7RTT4	PF09514	SSXRD motif	161	186
Q7RTT5	PF09514	SSXRD motif	158	187
Q7RTT6	PF09514	SSXRD motif	158	187
Q7RTU0	PF00010	Helix-loop-helix DNA-binding domain	53	102
Q7RTU5	PF00010	Helix-loop-helix DNA-binding domain	87	136
Q7RTV5	PF13911	AhpC/TSA antioxidant enzyme	85	196
Q7RTX9	PF07690	Major Facilitator Superfamily	41	445
Q7RTY3	PF00089	Trypsin	3	229
Q7Z2Q7	PF13306	BspA type Leucine rich repeat region (6 copies)	217	338
Q7Z2Q7	PF13855	Leucine rich repeat	65	118
Q7Z2Q7	PF13855	Leucine rich repeat	158	216
Q7Z2Y8	PF25496	Up-regulator of cell proliferation-like domain	966	1254
Q7Z2Y8	PF25683	URGCP-like GTPase domain	1284	1687
Q7Z2Y8	PF25974	Interferon-induced very large GTPase 1 domain	1741	1849
Q7Z2Y8	PF26771	Interferon-induced very large GTPase 1, N-terminal domain	13	148
Q7Z2Y8	PF26772	Interferon-induced very large GTPase 1, C-terminal domain	2285	2419
Q7Z2Y8	PF26773	Up-regulator of cell proliferation-like, N-terminal domain	860	926
Q7Z304	PF00629	MAM domain, meprin/A5/mu	47	167
Q7Z304	PF00629	MAM domain, meprin/A5/mu	170	328
Q7Z304	PF00629	MAM domain, meprin/A5/mu	342	497
Q7Z304	PF00629	MAM domain, meprin/A5/mu	509	664
Q7Z309	PF27638	PABIR N-terminal helical domain	60	132
Q7Z388	PF10034	Q-cell neuroblast polarisation	60	715
Q7Z3E2	PF27942	CCDC186 short helical domain	815	841
Q7Z3J3	PF00638	RanBP1 domain	1049	1169
Q7Z3J3	PF00638	RanBP1 domain	1346	1466
Q7Z3J3	PF01465	GRIP domain	1708	1750
Q7Z3J3	PF13181	Tetratricopeptide repeat	66	92
Q7Z3J3	PF16704	Rab binding domain	1641	1706
Q7Z3V5	PF00096	Zinc finger, C2H2 type	195	217
Q7Z3V5	PF00096	Zinc finger, C2H2 type	223	245
Q7Z3V5	PF00096	Zinc finger, C2H2 type	251	273
Q7Z3V5	PF00096	Zinc finger, C2H2 type	279	301
Q7Z3V5	PF00096	Zinc finger, C2H2 type	307	329
Q7Z3V5	PF00096	Zinc finger, C2H2 type	363	385
Q7Z3V5	PF00096	Zinc finger, C2H2 type	391	413
Q7Z3V5	PF00096	Zinc finger, C2H2 type	447	469
Q7Z3V5	PF00096	Zinc finger, C2H2 type	474	496
Q7Z3V5	PF00096	Zinc finger, C2H2 type	502	524
Q7Z3V5	PF00096	Zinc finger, C2H2 type	530	552
Q7Z3V5	PF00096	Zinc finger, C2H2 type	558	580
Q7Z3V5	PF00096	Zinc finger, C2H2 type	586	608
Q7Z3V5	PF01352	KRAB box	5	46
Q7Z422	PF12752	SUZ domain	56	106
Q7Z422	PF12901	SUZ-C motif	128	152
Q7Z4L0	PF02285	Cytochrome oxidase c subunit VIII	30	71
Q7Z4L9	PF12799	Leucine Rich repeats (2 copies)	72	105
Q7Z4L9	PF14580	Leucine-rich repeat	146	254
Q7Z4R8	PF17065	Putative cytokine, C6ORF120	8	191
Q7Z4W2	PF00062	C-type lysozyme/alpha-lactalbumin family	20	145
Q7Z4Y8	PF04718	Mitochondrial ATP synthase g subunit	11	100
Q7Z572	NA	NA	NA	NA
Q7Z5A8	PF12020	TAFA family	44	131
Q7Z5A9	PF12020	TAFA family	41	129
Q7Z5J8	PF00514	Armadillo/beta-catenin-like repeat	731	770
Q7Z5J8	PF12796	Ankyrin repeats (3 copies)	587	669
Q7Z5L0	PF03762	Vitelline membrane outer layer protein I (VOMI)	36	200
Q7Z5L3	PF00386	C1q domain	160	284
Q7Z5L3	PF01391	Collagen triple helix repeat (20 copies)	76	120
Q7Z5L4	PF15212	Spermatogenesis-associated protein 19, mitochondrial	64	167
Q7Z5M5	PF07810	TMC domain	499	614
Q7Z5S9	PF07857	Transmembrane family, TMEM144 of transporters	9	344
Q7Z5Y7	PF16017	BTB/POZ domain	118	223
Q7Z692	PF07686	Immunoglobulin V-set domain	46	140
Q7Z6M2	PF12937	F-box-like	69	111
Q7Z6W1	PF15844	Transmembrane and coiled-coil domain-containing protein 2	9	179
Q7Z6W7	PF00226	DnaJ domain	3	66
Q7Z736	PF00373	FERM central domain	513	662
Q7Z736	PF00784	MyTH4 domain	288	397
Q7Z736	PF21989	RA like domain	403	495
Q7Z7B8	PF13841	Beta defensin	23	53
Q7Z7J9	PF15170	Calcium/calmodulin-dependent protein kinase II inhibitor	1	78
Q7Z7K0	PF08583	Cytochrome c oxidase biogenesis protein Cmc1 like	19	87
Q7Z7K2	PF00096	Zinc finger, C2H2 type	162	182
Q7Z7K2	PF00096	Zinc finger, C2H2 type	189	210
Q7Z7K2	PF00096	Zinc finger, C2H2 type	216	238
Q7Z7K2	PF00096	Zinc finger, C2H2 type	244	266
Q7Z7K2	PF00096	Zinc finger, C2H2 type	272	294
Q7Z7K2	PF00096	Zinc finger, C2H2 type	300	322
Q7Z7K2	PF00096	Zinc finger, C2H2 type	431	453
Q7Z7K2	PF00096	Zinc finger, C2H2 type	459	481
Q7Z7K2	PF00096	Zinc finger, C2H2 type	487	509
Q7Z7K2	PF00096	Zinc finger, C2H2 type	515	537
Q7Z7K2	PF00096	Zinc finger, C2H2 type	543	565
Q86SI9	NA	NA	NA	NA
Q86SM5	NA	NA	NA	NA
Q86T20	PF27898	C3orf18, N-terminal domain	14	57
Q86T29	PF00096	Zinc finger, C2H2 type	169	191
Q86T29	PF00096	Zinc finger, C2H2 type	197	219
Q86T29	PF00096	Zinc finger, C2H2 type	227	247
Q86T29	PF00096	Zinc finger, C2H2 type	255	275
Q86T29	PF00096	Zinc finger, C2H2 type	281	303
Q86T29	PF00096	Zinc finger, C2H2 type	309	331
Q86T29	PF00096	Zinc finger, C2H2 type	339	359
Q86T29	PF00096	Zinc finger, C2H2 type	365	387
Q86T29	PF00096	Zinc finger, C2H2 type	393	415
Q86T29	PF00096	Zinc finger, C2H2 type	449	471
Q86T29	PF00096	Zinc finger, C2H2 type	477	499
Q86T29	PF00096	Zinc finger, C2H2 type	505	527
Q86T29	PF00096	Zinc finger, C2H2 type	533	555
Q86T29	PF00096	Zinc finger, C2H2 type	589	611
Q86T29	PF00096	Zinc finger, C2H2 type	619	639
Q86T29	PF01352	KRAB box	6	45
Q86T75	PF06758	Olduvai domain	177	240
Q86T75	PF06758	Olduvai domain	450	511
Q86T75	PF06758	Olduvai domain	533	596
Q86T75	PF06758	Olduvai domain	606	671
Q86T75	PF06758	Olduvai domain	681	747
Q86T75	PF06758	Olduvai domain	755	821
Q86TE4	NA	NA	NA	NA
Q86UF2	NA	NA	NA	NA
Q86UV7	PF00643	B-box zinc finger	85	125
Q86UV7	PF13445	RING-type zinc-finger	16	54
Q86V35	PF13499	EF-hand domain pair	36	97
Q86V71	PF00096	Zinc finger, C2H2 type	173	195
Q86V71	PF00096	Zinc finger, C2H2 type	229	251
Q86V71	PF00096	Zinc finger, C2H2 type	257	279
Q86V71	PF00096	Zinc finger, C2H2 type	285	307
Q86V71	PF00096	Zinc finger, C2H2 type	313	335
Q86V71	PF00096	Zinc finger, C2H2 type	341	363
Q86V71	PF00096	Zinc finger, C2H2 type	369	391
Q86V71	PF00096	Zinc finger, C2H2 type	425	447
Q86V71	PF00096	Zinc finger, C2H2 type	453	475
Q86V71	PF00096	Zinc finger, C2H2 type	481	503
Q86V71	PF00096	Zinc finger, C2H2 type	509	531
Q86V71	PF00096	Zinc finger, C2H2 type	537	559
Q86V71	PF00096	Zinc finger, C2H2 type	565	587
Q86V71	PF00096	Zinc finger, C2H2 type	593	615
Q86V71	PF00096	Zinc finger, C2H2 type	621	643
Q86V71	PF01352	KRAB box	3	44
Q86V85	PF10192	GPR180/TMEM145, transmembrane domain	177	405
Q86V85	PF21870	GP180, GOLD domain	24	133
Q86V87	PF10257	Retinoic acid induced 16-like protein	79	476
Q86V87	PF19311	KELAA motif	699	727
Q86V87	PF19314	Family of unknown function (DUF5917)	600	692
Q86V88	PF12689	Acid Phosphatase	3	159
Q86VE3	PF00583	Acetyltransferase (GNAT) family	567	668
Q86VG3	PF17722	Intraflagellar transport-associated protein	97	209
Q86VQ1	PF15388	Protein Family FAM117	167	476
Q86VR8	PF28411	Four-jointed box protein middle domain	140	249
Q86VY9	PF10177	Uncharacterised conserved protein (DUF2371)	16	161
Q86VZ2	PF25175	WDR5 beta-propeller domain	36	326
Q86W25	PF00560	Leucine Rich Repeat	925	945
Q86W25	PF02758	PAAD/DAPIN/Pyrin domain	16	99
Q86W25	PF05729	NACHT domain	229	401
Q86W25	PF13516	Leucine Rich repeat	781	795
Q86W25	PF13516	Leucine Rich repeat	838	859
Q86W25	PF13516	Leucine Rich repeat	893	916
Q86W25	PF13516	Leucine Rich repeat	950	973
Q86W25	PF17776	NLRC4 helical domain HD2	536	652
Q86W25	PF17779	NOD2 winged helix domain	479	531
Q86W34	PF07998	Peptidase family M54	241	297
Q86WR6	PF13907	Chromodomain-helicase-DNA-binding protein 1-like, C-terminal	46	132
Q86WR7	PF15385	Specifically androgen-regulated gene protein	398	433
Q86WZ6	PF00096	Zinc finger, C2H2 type	324	346
Q86WZ6	PF00096	Zinc finger, C2H2 type	352	374
Q86WZ6	PF00096	Zinc finger, C2H2 type	380	402
Q86WZ6	PF00096	Zinc finger, C2H2 type	408	430
Q86WZ6	PF00096	Zinc finger, C2H2 type	436	458
Q86WZ6	PF00096	Zinc finger, C2H2 type	464	486
Q86WZ6	PF00096	Zinc finger, C2H2 type	492	514
Q86WZ6	PF00096	Zinc finger, C2H2 type	520	542
Q86WZ6	PF00096	Zinc finger, C2H2 type	548	570
Q86WZ6	PF00096	Zinc finger, C2H2 type	576	598
Q86WZ6	PF00096	Zinc finger, C2H2 type	604	626
Q86WZ6	PF00096	Zinc finger, C2H2 type	632	654
Q86WZ6	PF00096	Zinc finger, C2H2 type	660	682
Q86WZ6	PF00096	Zinc finger, C2H2 type	688	710
Q86WZ6	PF00096	Zinc finger, C2H2 type	716	738
Q86WZ6	PF00096	Zinc finger, C2H2 type	744	766
Q86WZ6	PF00096	Zinc finger, C2H2 type	772	794
Q86WZ6	PF01352	KRAB box	23	63
Q86XA9	PF20210	Laa1/Sip1/HEATR5 HEAT repeat region	1259	1460
Q86XA9	PF25468	HEATR5A-like, HEAT repeats	1524	1739
Q86XD8	PF00240	Ubiquitin family	30	101
Q86XD8	PF01428	AN1-like Zinc finger	670	705
Q86XG9	PF06758	Olduvai domain	178	242
Q86XN6	PF00096	Zinc finger, C2H2 type	270	292
Q86XN6	PF00096	Zinc finger, C2H2 type	326	348
Q86XN6	PF00096	Zinc finger, C2H2 type	354	376
Q86XN6	PF00096	Zinc finger, C2H2 type	382	404
Q86XN6	PF00096	Zinc finger, C2H2 type	410	432
Q86XN6	PF00096	Zinc finger, C2H2 type	550	572
Q86XN6	PF00096	Zinc finger, C2H2 type	606	628
Q86XN6	PF00096	Zinc finger, C2H2 type	634	656
Q86XN6	PF00096	Zinc finger, C2H2 type	662	684
Q86XN6	PF00096	Zinc finger, C2H2 type	690	712
Q86XN6	PF00096	Zinc finger, C2H2 type	718	740
Q86XN6	PF01352	KRAB box	8	48
Q86XN6	PF13465	Zinc-finger double domain	480	505
Q86XN6	PF13912	C2H2-type zinc finger	242	264
Q86XN6	PF13912	C2H2-type zinc finger	437	460
Q86XS5	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	161	380
Q86XU0	PF00096	Zinc finger, C2H2 type	263	285
Q86XU0	PF00096	Zinc finger, C2H2 type	291	313
Q86XU0	PF00096	Zinc finger, C2H2 type	319	341
