Pfam_code,alignment_type,score_original
PF19421,REC,2.78
PF19422,REC,1.65
PF19426,REC,3.58
PF19440,REC,2.37
PF19441,REC,3.03
PF19518,FULL,3.01
PF19520,REC,3.09
PF19525,REC,2.75
PF19532,REC,1.94
PF19548,REC,1.69
PF19627,REC,2.76
PF19699,REC,2.54
PF19722,REC,2.14
PF19743,FULL,3.91
PF20010,REC,1.61
PF20023,REC,0.23
PF20144,REC,3.45
PF20145,REC,3.62
PF20165,REC,4.42
PF20166,REC,1.0
PF20168,REC,3.53
PF20170,REC,2.5
PF20173,REC,2.52
PF20179,REC,0.75
PF20210,REC,3.32
PF20252,REC,2.6
PF20256,REC,3.34
PF20266,REC,1.17
PF20267,REC,4.14
PF20302,REC,2.19
PF20309,REC,2.88
PF20406,REC,3.49
PF20408,REC,0.72
PF20412,REC,1.71
PF20421,REC,1.39
PF20422,REC,1.76
PF20425,REC,1.43
PF20426,REC,1.93
PF20433,REC,1.8
PF20443,REC,0.08
PF20470,REC,0.55
PF20490,FULL,3.31
PF20492,REC,1.93
PF20519,REC,1.6
PF20520,REC,2.43
PF20624,REC,3.09
PF20626,REC,2.9
PF20627,REC,3.29
PF20651,REC,3.86
PF20688,REC,2.01
PF20691,SEED,3.88
PF20692,REC,2.3
PF20694,REC,3.78
PF20723,REC,4.5
PF20750,REC,4.3
PF20771,REC,1.76
PF20801,REC,1.83
PF20805,REC,1.0
PF20806,REC,0.84
PF20826,REC,2.84
PF20838,REC,5.0
PF20844,REC,2.66
PF20846,REC,2.71
PF20864,REC,4.25
PF20865,REC,1.47
PF20868,REC,1.85
PF20869,REC,3.83
PF20870,REC,1.8
PF20871,REC,4.49
PF20878,REC,3.17
PF20884,REC,3.13
PF20885,REC,5.3
PF20886,REC,2.65
PF20887,REC,2.71
PF20929,REC,2.08
PF20965,REC,2.66
PF20974,REC,0.79
PF20989,REC,2.95
PF21002,REC,2.28
PF21008,REC,2.94
PF21009,REC,1.78
PF21010,REC,1.44
PF21014,REC,1.82
PF21019,REC,2.58
PF21020,REC,1.83
PF21021,REC,2.04
PF21022,REC,2.51
PF21026,REC,2.68
PF21032,REC,2.1
PF21033,REC,1.91
PF21041,REC,0.51
PF21047,REC,0.65
PF21052,REC,4.25
PF21054,REC,0.82
PF21055,REC,2.64
PF21056,REC,1.77
PF21058,REC,5.09
PF21071,REC,4.76
PF21097,REC,2.06
PF21098,REC,2.51
PF21099,REC,1.35
PF21114,REC,2.65
PF21115,REC,4.09
PF21116,REC,1.1
PF21119,REC,2.97
PF21122,REC,4.27
PF21125,REC,1.79
PF21126,REC,2.91
PF21127,REC,3.17
PF21145,REC,5.1
PF21146,REC,2.97
PF21147,REC,4.0
PF21148,REC,2.18
PF21161,REC,3.18
PF21177,REC,1.33
PF21182,REC,1.54
PF21195,REC,2.95
PF21199,REC,1.63
PF21206,REC,4.97
PF21222,REC,3.52
PF21225,REC,3.46
PF21227,REC,2.52
PF21246,REC,2.37
PF21255,REC,3.67
PF21260,REC,0.81
PF21267,REC,2.77
PF21271,REC,2.07
PF21272,REC,2.29
PF21273,REC,2.24
PF21276,REC,2.67
PF21283,REC,2.51
PF21290,REC,2.72
PF21292,REC,2.11
PF21297,REC,2.31
PF21310,REC,3.49
PF21314,REC,1.58
PF21317,REC,1.7
PF21319,REC,3.33
PF21322,REC,4.31
PF21323,REC,3.87
PF21326,REC,3.94
PF21333,REC,2.15
PF21339,REC,1.5
PF21343,REC,1.31
PF21353,REC,2.24
PF21354,REC,2.24
PF21355,REC,2.71
PF21358,REC,5.7
PF21361,REC,4.77
PF21362,REC,3.91
PF21363,REC,3.48
PF21364,REC,4.89
PF21365,REC,2.34
PF21366,REC,2.89
PF21376,REC,2.46
PF21381,REC,2.62
PF21385,REC,3.9
PF21388,REC,1.41
PF21389,REC,3.24
PF21403,REC,1.43
PF21408,REC,0.48
PF21467,REC,3.05
PF21471,REC,1.34
PF21473,REC,4.62
PF21477,REC,1.65
PF21479,REC,2.93
PF21481,REC,4.74
PF21485,REC,5.18
PF21494,REC,2.93
PF21520,REC,2.9
PF21524,REC,2.3
PF21528,REC,1.81
PF21533,REC,3.94
PF21549,REC,1.29
PF21581,REC,4.45
PF21600,REC,0.55
PF21605,REC,0.89
PF21634,REC,1.26
PF21672,REC,0.35
PF21692,REC,3.48
PF21696,REC,2.26
PF21700,REC,4.32
PF21712,REC,1.29
PF21718,REC,0.64
PF21731,REC,3.54
PF21744,REC,3.67
PF21773,REC,1.27
PF21792,REC,4.32
PF21797,REC,2.25
PF21801,REC,3.77
PF21824,REC,4.77
PF21865,REC,1.15
PF21875,REC,1.68
PF21884,REC,1.45
PF21890,REC,4.48
PF21896,REC,0.79
PF21901,REC,0.38
PF21909,REC,1.83
PF21938,REC,3.67
PF21948,REC,0.35
PF21960,REC,1.22
PF21972,REC,1.12
PF21989,REC,0.93
PF21990,REC,1.55
PF21998,REC,2.47
PF21999,REC,1.42
PF22012,REC,1.73
PF22042,REC,0.12
PF22061,REC,3.72
PF22191,REC,2.51
PF22241,REC,0.38
PF22314,REC,1.95
PF22327,REC,3.3
PF22352,REC,1.54
PF22441,REC,3.65
PF22486,REC,1.13
PF22524,REC,2.37
PF22528,REC,1.05
PF22544,REC,0.61
PF22562,REC,1.85
PF22566,REC,1.15
PF22572,REC,3.55
PF22586,REC,2.0
PF22594,REC,2.52
PF22597,REC,1.54
PF22600,REC,1.1
PF22601,REC,5.65
PF22602,REC,3.74
PF22603,REC,4.2
PF22614,REC,1.03
PF22623,REC,3.76
PF22628,REC,3.83
PF22631,REC,2.26
PF22646,REC,1.46
PF22661,REC,5.03
PF22667,REC,1.34
PF22669,REC,1.73
PF22675,REC,2.45
PF22697,REC,0.97
PF22699,REC,1.04
PF22705,REC,1.64
PF22706,REC,0.43
PF22725,REC,1.72
PF22749,REC,2.28
PF22784,REC,1.38
PF22785,REC,2.06
PF22794,REC,1.72
PF22821,REC,0.74
PF22850,REC,1.46
PF22854,REC,1.4
PF22898,REC,5.47
PF22900,REC,2.64
PF22901,REC,1.73
PF22902,REC,5.08
PF22904,REC,2.82
PF22908,REC,4.03
PF22914,REC,1.28
PF22919,REC,1.16
PF22923,REC,2.47
PF22924,REC,1.55
PF22930,REC,5.08
PF22931,REC,3.05
PF22941,REC,1.87
PF22944,REC,1.49
PF22956,REC,1.36
PF22957,REC,1.29
PF22959,REC,2.6
PF22960,REC,1.84
PF22962,REC,2.6
PF22963,REC,2.5
PF22964,REC,2.09
PF22967,REC,2.68
PF22968,REC,4.25
PF22969,REC,3.06
PF22971,REC,2.03
PF22972,REC,3.92
PF22975,REC,2.29
PF22976,REC,2.13
PF22985,REC,0.63
PF22986,REC,2.01
PF22987,REC,1.57
PF22988,REC,1.86
PF22989,REC,1.97
PF23002,REC,3.52
PF23004,REC,3.58
PF23010,REC,3.07
PF23011,REC,3.11
PF23012,REC,2.1
PF23014,REC,2.66
PF23015,REC,3.97
PF23023,REC,1.16
PF23024,REC,4.58
PF23025,REC,0.64
PF23030,REC,3.72
PF23031,REC,3.13
PF23032,REC,2.92
PF23035,REC,4.82
PF23039,REC,1.55
PF23040,REC,3.27
PF23050,REC,1.96
PF23052,REC,1.84
PF23054,REC,1.98
PF23075,REC,2.24
PF23078,REC,3.25
PF23079,REC,4.56
PF23081,REC,2.23
PF23082,REC,1.66
PF23083,REC,2.73
PF23085,REC,1.42
PF23087,REC,2.8
PF23089,REC,3.22
PF23091,REC,4.08
PF23092,REC,2.19
PF23093,REC,3.26
PF23098,REC,0.49
PF23105,REC,2.67
PF23106,REC,3.21
PF23110,REC,4.15
PF23123,REC,1.76
PF23138,REC,0.9
PF23141,REC,5.32
PF23142,REC,0.78
PF23144,REC,2.42
PF23145,REC,1.75
PF23160,REC,2.71
PF23165,REC,4.83
PF23168,REC,3.29
PF23170,REC,2.27
PF23171,REC,3.29
PF23172,REC,3.47
PF23178,REC,5.18
PF23188,REC,4.02
PF23192,REC,5.27
PF23193,REC,5.3
PF23194,REC,5.01
PF23195,REC,3.46
PF23198,REC,3.24
PF23203,REC,3.04
PF23204,REC,3.23
PF23210,REC,1.19
PF23219,REC,1.13
PF23221,REC,1.05
PF23222,REC,1.57
PF23225,REC,1.8
PF23227,REC,0.79
PF23231,REC,0.98
PF23240,REC,0.61
PF23241,REC,1.68
PF23244,REC,3.23
PF23246,REC,0.66
PF23254,REC,0.91
PF23260,REC,3.3
PF23261,REC,4.76
PF23263,REC,0.88
PF23265,REC,0.57
PF23267,REC,2.91
PF23268,REC,1.82
PF23271,REC,1.68
PF23278,REC,1.96
PF23283,REC,2.79
PF23289,REC,1.53
PF23294,REC,1.21
PF23301,REC,3.13
PF23308,REC,2.98
PF23312,REC,2.96
PF23314,REC,2.26
PF23317,REC,1.42
PF23321,REC,1.54
PF23322,REC,2.73
PF23323,REC,3.61
PF23329,REC,2.04
PF23331,REC,3.71
PF23332,REC,1.02
PF23333,REC,4.28
PF23334,REC,2.27
PF23344,REC,0.76
PF23381,REC,0.96
PF23387,REC,1.01
PF23409,REC,2.03
PF23414,REC,2.09
PF23415,REC,2.39
PF23445,REC,1.81
PF23456,REC,0.66
PF23459,REC,0.38
PF23464,REC,2.99
PF23466,REC,2.13
PF23469,REC,1.18
PF23481,REC,2.44
PF23486,REC,2.94
PF23487,REC,2.19
PF23517,REC,3.94
PF23524,REC,1.69
PF23538,REC,3.38
PF23554,REC,2.47
PF23557,REC,1.9
PF23558,REC,2.51
PF23560,REC,1.6
PF23561,REC,3.37
PF23567,REC,1.56
PF23570,REC,5.05
PF23575,REC,1.66
PF23578,REC,3.43
PF23583,REC,2.61
PF23587,REC,2.67
PF23588,REC,4.02
PF23591,REC,2.8
PF23592,REC,2.75
PF23593,REC,0.71
PF23597,REC,1.41
PF23598,REC,1.26
PF23599,REC,3.64
PF23611,REC,2.35
PF23612,REC,1.0
PF23620,REC,2.56
PF23630,REC,1.67
PF23632,REC,2.67
PF23637,REC,3.41
PF23640,REC,1.94
PF23660,REC,5.36
PF23665,REC,0.18
PF23668,REC,0.72
PF23679,REC,2.72
PF23708,REC,2.54
PF23726,REC,0.61
PF23727,REC,1.14
PF23730,REC,3.45
PF23733,REC,3.34
PF23735,REC,1.16
PF23756,REC,1.11
PF23760,REC,4.05
PF23761,REC,4.06
PF23762,REC,1.39
PF23894,REC,3.02
PF23953,REC,0.93
PF24048,REC,3.63
PF24055,REC,0.85
PF24056,REC,3.6
PF24080,REC,2.12
PF24094,REC,2.02
PF24105,REC,1.74
PF24123,REC,2.24
PF24138,REC,0.85
PF24139,REC,0.69
PF24140,REC,0.96
PF24147,REC,2.21
PF24150,REC,2.2
PF24179,REC,4.05
PF24235,REC,1.57
PF24317,REC,3.26
PF24324,REC,4.49
PF24329,REC,3.83
PF24357,REC,1.58
PF24456,REC,1.21
PF24479,REC,3.45
PF24498,REC,1.4
PF24499,REC,1.47
PF24501,REC,3.05
PF24522,REC,2.11
PF24525,REC,0.76
PF24536,REC,2.29
PF24555,REC,1.57
PF24562,REC,1.16
PF24571,REC,3.24
PF24597,REC,1.74
PF24598,REC,2.51
PF24601,REC,1.95
PF24605,REC,2.37
PF24606,REC,1.62
PF24609,REC,2.75
PF24630,REC,1.94
PF24652,REC,1.55
PF24656,REC,1.54
PF24669,REC,3.89
PF24681,REC,0.85
PF24690,REC,0.8
PF24694,REC,4.09
PF24695,REC,3.65
PF24742,REC,2.78
PF24757,REC,1.07
PF24762,REC,0.51
PF24768,REC,0.68
PF24780,REC,3.67
PF24782,REC,3.51
PF24795,REC,1.33
PF24797,REC,1.48
PF24807,REC,2.52
PF24827,REC,2.4
PF24871,REC,1.95
PF24874,REC,4.58
PF24883,REC,0.46
PF24887,REC,3.16
PF24889,REC,3.15
PF24900,REC,3.92
PF24902,REC,2.28
PF24905,REC,1.23
PF24912,REC,3.59
PF24917,REC,2.26
PF24935,REC,1.79
PF24947,REC,2.95
PF24959,REC,3.52
PF24972,REC,4.0
PF24973,REC,2.82
PF24981,REC,0.87
PF24987,REC,1.34
PF24991,REC,2.81
PF25007,REC,1.4
PF25010,REC,1.95
PF25013,REC,1.1
PF25020,REC,3.59
PF25021,REC,4.06
PF25023,REC,3.65
PF25024,REC,2.87
PF25033,REC,0.43
PF25034,REC,0.96
PF25035,REC,2.13
PF25036,REC,0.77
PF25037,REC,1.3
PF25058,REC,2.79
PF25059,REC,3.44
PF25060,REC,2.33
PF25062,REC,2.87
PF25063,REC,3.29
PF25064,REC,3.43
PF25068,REC,2.63
PF25076,REC,3.32
PF25082,REC,3.46
PF25083,REC,3.99
PF25084,REC,1.21
PF25087,REC,2.01
PF25106,REC,2.44
PF25119,REC,3.71
PF25133,REC,0.03
PF25175,REC,4.91
PF25177,REC,4.14
PF25179,REC,2.28
PF25238,REC,1.12
PF25261,REC,2.18
PF25281,REC,3.46
PF25299,REC,1.67
PF25305,REC,1.42
PF25313,REC,4.26
PF25321,REC,3.59
PF25332,REC,3.99
PF25336,REC,2.39
PF25340,REC,2.04
PF25341,REC,4.2
PF25342,REC,3.38
PF25344,REC,0.73
PF25346,REC,2.4
PF25354,REC,2.25
PF25372,REC,1.11
PF25373,REC,1.96
PF25382,REC,0.49
PF25383,REC,1.3
PF25387,REC,1.62
PF25390,REC,1.32
PF25391,REC,4.02
PF25393,REC,2.31
PF25398,REC,3.8
PF25403,REC,3.8
PF25408,REC,2.95
PF25412,REC,3.94
PF25413,REC,3.44
PF25414,REC,2.91
PF25415,REC,4.38
PF25416,REC,2.11
PF25420,REC,2.23
PF25427,REC,4.92
PF25429,REC,4.06
PF25432,REC,3.97
PF25434,REC,3.16
PF25437,REC,3.44
PF25442,REC,2.33
PF25443,REC,1.97
PF25444,REC,1.65
PF25445,REC,3.85
PF25450,REC,2.37
PF25452,REC,0.8
PF25454,REC,5.24
PF25457,REC,3.07
PF25462,REC,4.96
PF25468,REC,2.39
PF25469,REC,1.68
PF25479,REC,1.17
PF25491,REC,3.68
PF25496,REC,1.42
PF25497,REC,1.14
PF25504,REC,3.63
PF25508,REC,1.7
PF25511,REC,0.99
PF25520,REC,1.96
PF25521,REC,2.46
PF25523,REC,3.35
PF25524,REC,3.55
PF25525,REC,3.62
PF25526,REC,3.74
PF25527,REC,5.01
PF25530,REC,4.11
PF25532,REC,2.84
PF25541,REC,1.6
PF25552,REC,1.54
PF25555,REC,3.39
PF25561,REC,2.55
PF25562,REC,2.92
PF25563,REC,0.75
PF25566,REC,3.76
PF25571,REC,2.21
PF25574,REC,0.93
PF25578,REC,3.08
PF25580,REC,2.67
PF25585,REC,1.48
PF25596,REC,2.25
PF25599,REC,2.9
PF25600,REC,0.38
PF25609,REC,3.81
PF25610,REC,2.36
PF25611,REC,1.45
PF25683,REC,1.25
PF25752,REC,1.48
PF25758,REC,0.79
PF25764,REC,1.54
PF25771,REC,2.0
PF25780,REC,1.02
PF25782,REC,2.89
PF25794,REC,1.5
PF25795,REC,3.43
PF25802,REC,2.76
PF25803,REC,1.32
PF25807,REC,1.47
PF25877,REC,2.13
PF25890,REC,1.27
PF25892,REC,2.02
PF25900,REC,2.41
PF25914,REC,3.43
PF25960,REC,1.82
PF25961,REC,2.77
PF25962,REC,2.72
PF25966,REC,2.54
PF25969,REC,1.75
PF25970,REC,2.32
PF25977,REC,1.38
PF25987,REC,1.01
PF26000,REC,1.31
PF26019,REC,1.61
PF26022,REC,3.67
PF26026,REC,1.48
PF26034,REC,1.72
PF26037,REC,1.69
PF26039,REC,0.6
PF26052,REC,3.72
PF26054,REC,2.52
PF26060,REC,0.62
PF26076,REC,4.04
PF26083,REC,2.72
PF26086,REC,1.25
PF26088,REC,3.58
PF26089,REC,1.53
PF26094,REC,4.68
PF26095,REC,1.17
PF26116,REC,3.63
PF26141,REC,1.81
PF26142,REC,2.78
PF26158,REC,0.56
PF26167,REC,3.33
PF26169,REC,0.6
PF26181,REC,2.71
PF26182,REC,2.56
PF26183,REC,2.25
PF26184,REC,2.29
PF26192,REC,3.18
PF26218,REC,1.52
PF26281,REC,2.91
PF26285,REC,1.24
PF26346,REC,1.08
PF26535,REC,1.74
PF26557,REC,1.46
PF26569,REC,4.96
PF26570,REC,2.55
PF26574,REC,0.91
PF26588,REC,3.13
PF26659,REC,2.39
PF26701,REC,3.28
PF26706,REC,2.2
PF26710,REC,1.17
PF26718,REC,3.51
PF26743,REC,1.9
PF26748,REC,4.28
PF26749,REC,1.71
PF26773,REC,1.4
PF26955,REC,2.13
PF26964,REC,3.17
PF27015,REC,1.27
PF27016,REC,3.02
PF27027,REC,3.04
PF27039,REC,1.22
PF27041,REC,0.65
PF27046,REC,1.87
PF27073,REC,1.3
PF27087,REC,2.65
PF27089,REC,2.66
PF27091,REC,3.54
PF27107,REC,2.39
PF27108,REC,4.75
PF27241,REC,1.14
PF27242,REC,1.96
PF27508,REC,2.1
PF27521,REC,2.98
PF27524,REC,1.6
PF27556,REC,4.35
PF27557,REC,2.37
PF27558,REC,2.52
PF27560,REC,4.04
PF27561,REC,1.52
PF27567,REC,3.38
PF27569,REC,3.48
PF27572,REC,2.95
PF27574,REC,2.24
PF27575,REC,2.67
PF27576,REC,3.78
PF27580,REC,3.92
PF27581,REC,2.17
PF27582,REC,3.47
PF27583,REC,2.19
PF27594,REC,3.51
PF27597,REC,3.54
PF27598,REC,2.18
PF27602,REC,3.57
PF27605,REC,1.16
PF27607,REC,2.7
PF27608,REC,5.2
PF27627,REC,4.93
PF27628,REC,2.42
PF27631,REC,1.37
PF27632,REC,0.53
PF27636,REC,0.97
PF27638,REC,2.88
PF27640,REC,1.97
PF27644,REC,2.62
PF27645,REC,2.01
PF27652,REC,2.5
PF27654,REC,2.11
PF27661,REC,0.02
PF27680,REC,2.07
PF27687,REC,4.12
PF27697,REC,1.65
PF27710,REC,1.17
PF27717,REC,2.09
PF27736,REC,3.06
PF27759,REC,4.6
PF27763,REC,2.84
PF27822,REC,2.2
PF27852,REC,1.9
PF27888,REC,2.54
PF27898,REC,2.79
PF27917,REC,1.82
PF27923,REC,5.42
PF27924,REC,1.38
PF27937,REC,-2.0
PF27974,REC,0.78
PF27976,REC,1.07
PF27987,REC,5.11
PF27989,REC,1.63
PF28159,REC,0.79
PF28208,REC,2.1
PF28217,REC,1.64
PF28219,REC,0.83
PF28229,REC,1.98
PF28276,REC,1.11
PF28321,REC,2.48
PF28324,REC,4.02
PF28341,REC,1.3
PF28354,REC,0.92
PF28375,REC,1.34
PF28388,REC,2.26
PF28399,REC,2.84
PF28407,REC,1.0
PF28441,REC,1.84
PF28447,REC,0.76
PF28540,REC,4.56
PF28552,REC,4.72
PF28565,REC,6.06
