fasta_file	n_sequences
PF10565.fasta	3
PF10568.fasta	3
PF10570.fasta	1
PF10571.fasta	1
PF10572.fasta	1
PF10573.fasta	1
PF10574.fasta	1
PF10577.fasta	3
PF10579.fasta	1
PF10580.fasta	1
PF10581.fasta	3
PF10583.fasta	1
PF10584.fasta	8
PF10585.fasta	3
PF10587.fasta	2
PF10588.fasta	1
PF10589.fasta	1
PF10590.fasta	1
PF10591.fasta	7
PF10595.fasta	2
PF10596.fasta	1
PF10597.fasta	1
PF10598.fasta	1
PF10599.fasta	1
PF10600.fasta	4
PF10601.fasta	3
PF10602.fasta	2
PF10606.fasta	2
PF10607.fasta	8
PF10608.fasta	3
PF10609.fasta	3
PF10613.fasta	18
PF10629.fasta	4
PF10630.fasta	5
PF10631.fasta	1
PF10637.fasta	1
PF10639.fasta	1
PF10642.fasta	1
PF10644.fasta	1
PF10650.fasta	1
PF10660.fasta	2
PF10683.fasta	1
PF10744.fasta	1
PF10780.fasta	1
PF10856.fasta	1
PF10873.fasta	1
PF10961.fasta	1
PF10996.fasta	4
PF11002.fasta	5
PF11027.fasta	1
PF11028.fasta	1
PF11029.fasta	1
PF11032.fasta	1
PF11035.fasta	1
PF11037.fasta	1
PF11057.fasta	5
PF11069.fasta	1
PF11092.fasta	1
PF11095.fasta	1
PF11107.fasta	1
PF11109.fasta	1
PF11111.fasta	1
PF11176.fasta	1
PF11221.fasta	1
PF11229.fasta	1
PF11232.fasta	3
PF11235.fasta	1
PF11261.fasta	3
PF11262.fasta	1
PF11265.fasta	1
PF11277.fasta	1
PF11315.fasta	1
PF11326.fasta	1
PF11357.fasta	29
PF11365.fasta	6
PF11380.fasta	1
PF11409.fasta	1
PF11411.fasta	1
PF11413.fasta	3
PF11414.fasta	4
PF11416.fasta	1
PF11461.fasta	3
PF11464.fasta	2
PF11465.fasta	1
PF11466.fasta	1
PF11467.fasta	2
PF11470.fasta	1
PF11502.fasta	2
PF11510.fasta	1
PF11515.fasta	3
PF11521.fasta	1
PF11526.fasta	1
PF11527.fasta	2
PF11531.fasta	1
PF11532.fasta	1
PF11538.fasta	1
PF11540.fasta	2
PF11543.fasta	1
PF11547.fasta	1
PF11548.fasta	2
PF11555.fasta	1
PF11559.fasta	1
PF11560.fasta	1
PF11566.fasta	2
PF11568.fasta	1
PF11569.fasta	3
PF11571.fasta	1
PF11573.fasta	1
PF11577.fasta	2
PF11587.fasta	1
PF11594.fasta	1
PF11597.fasta	1
PF11598.fasta	3
PF11600.fasta	1
PF11601.fasta	4
PF11605.fasta	1
PF11608.fasta	1
PF11616.fasta	2
PF11618.fasta	2
PF11620.fasta	1
PF11626.fasta	1
PF11627.fasta	4
PF11628.fasta	2
PF11629.fasta	2
PF11635.fasta	1
PF11636.fasta	1
PF11640.fasta	1
PF11648.fasta	3
PF11652.fasta	2
PF11669.fasta	3
PF11698.fasta	1
PF11699.fasta	1
PF11701.fasta	2
PF11704.fasta	2
PF11705.fasta	2
PF11707.fasta	1
PF11708.fasta	1
PF11712.fasta	1
PF11715.fasta	1
PF11717.fasta	5
PF11718.fasta	1
PF11719.fasta	1
PF11721.fasta	1
PF11722.fasta	1
PF11732.fasta	1
PF11759.fasta	13
PF11764.fasta	2
PF11768.fasta	1
PF11770.fasta	1
PF11771.fasta	1
PF11779.fasta	2
PF11781.fasta	1
PF11788.fasta	1
PF11789.fasta	1
PF11793.fasta	1
PF11798.fasta	1
PF11799.fasta	4
PF11802.fasta	1
PF11803.fasta	1
PF11816.fasta	1
PF11817.fasta	1
PF11819.fasta	4
PF11822.fasta	1
PF11825.fasta	2
PF11830.fasta	2
PF11831.fasta	1
PF11834.fasta	1
PF11835.fasta	5
PF11838.fasta	8
PF11841.fasta	3
PF11851.fasta	4
PF11857.fasta	4
PF11861.fasta	1
PF11864.fasta	1
PF11865.fasta	1
PF11875.fasta	1
PF11878.fasta	6
PF11879.fasta	3
PF11881.fasta	3
PF11882.fasta	3
PF11894.fasta	1
PF11904.fasta	4
PF11911.fasta	1
PF11914.fasta	1
PF11916.fasta	1
PF11918.fasta	4
PF11919.fasta	1
PF11923.fasta	1
PF11928.fasta	3
PF11931.fasta	1
PF11933.fasta	6
PF11934.fasta	3
PF11935.fasta	1
PF11938.fasta	7
PF11942.fasta	1
PF11945.fasta	5
PF11952.fasta	2
PF11956.fasta	2
PF11957.fasta	1
PF11968.fasta	1
PF11969.fasta	3
PF11971.fasta	6
PF11976.fasta	6
PF11977.fasta	7
PF11978.fasta	1
PF11979.fasta	2
PF11980.fasta	2
PF11987.fasta	2
PF12001.fasta	5
PF12002.fasta	1
PF12004.fasta	3
PF12009.fasta	1
PF12012.fasta	5
PF12014.fasta	1
PF12016.fasta	1
PF12017.fasta	1
PF12018.fasta	1
PF12020.fasta	5
PF12022.fasta	1
PF12024.fasta	2
PF12026.fasta	4
PF12030.fasta	3
PF12031.fasta	2
PF12036.fasta	3
PF12037.fasta	3
PF12038.fasta	1
PF12045.fasta	4
PF12047.fasta	1
PF12052.fasta	4
PF12053.fasta	2
PF12054.fasta	1
PF12057.fasta	1
PF12062.fasta	4
PF12063.fasta	2
PF12064.fasta	1
PF12066.fasta	1
PF12067.fasta	3
PF12068.fasta	4
PF12070.fasta	1
PF12075.fasta	4
PF12090.fasta	3
PF12104.fasta	1
PF12108.fasta	1
PF12109.fasta	1
PF12110.fasta	1
PF12114.fasta	3
PF12125.fasta	2
PF12126.fasta	2
PF12129.fasta	2
PF12130.fasta	8
PF12134.fasta	1
PF12140.fasta	5
PF12144.fasta	2
PF12145.fasta	2
PF12146.fasta	5
PF12148.fasta	2
PF12153.fasta	1
PF12157.fasta	2
PF12160.fasta	1
PF12162.fasta	1
PF12166.fasta	2
PF12171.fasta	8
PF12177.fasta	1
PF12178.fasta	1
PF12179.fasta	2
PF12180.fasta	2
PF12185.fasta	2
PF12188.fasta	1
PF12191.fasta	1
PF12196.fasta	1
PF12201.fasta	1
PF12202.fasta	6
PF12203.fasta	3
PF12205.fasta	2
PF12210.fasta	1
PF12213.fasta	1
PF12214.fasta	1
PF12215.fasta	1
PF12220.fasta	1
PF12230.fasta	1
PF12231.fasta	1
PF12232.fasta	2
PF12234.fasta	4
PF12235.fasta	3
PF12237.fasta	1
PF12240.fasta	3
PF12248.fasta	1
PF12251.fasta	1
PF12253.fasta	1
PF12254.fasta	1
PF12257.fasta	1
PF12258.fasta	1
PF12260.fasta	6
PF12265.fasta	3
PF12269.fasta	1
PF12280.fasta	2
PF12284.fasta	4
PF12287.fasta	2
PF12295.fasta	1
PF12297.fasta	1
PF12301.fasta	4
PF12304.fasta	2
PF12308.fasta	3
PF12309.fasta	1
PF12310.fasta	3
PF12316.fasta	4
PF12317.fasta	1
PF12325.fasta	1
PF12328.fasta	1
PF12329.fasta	1
PF12330.fasta	1
PF12333.fasta	1
PF12335.fasta	2
PF12336.fasta	5
PF12341.fasta	1
PF12346.fasta	1
PF12347.fasta	5
PF12348.fasta	4
PF12349.fasta	8
PF12352.fasta	4
PF12353.fasta	1
PF12356.fasta	1
PF12360.fasta	2
PF12366.fasta	1
PF12368.fasta	1
PF12369.fasta	1
PF12371.fasta	2
PF12372.fasta	1
PF12374.fasta	1
PF12394.fasta	2
PF12397.fasta	1
PF12400.fasta	1
PF12402.fasta	2
PF12403.fasta	3
PF12409.fasta	4
PF12413.fasta	3
PF12414.fasta	3
PF12416.fasta	1
PF12422.fasta	1
PF12423.fasta	5
PF12424.fasta	5
PF12430.fasta	2
PF12432.fasta	1
PF12436.fasta	1
PF12440.fasta	23
PF12443.fasta	2
PF12444.fasta	3
PF12448.fasta	2
PF12451.fasta	1
PF12453.fasta	1
PF12455.fasta	1
PF12456.fasta	3
PF12457.fasta	1
PF12460.fasta	1
PF12463.fasta	1
PF12465.fasta	2
PF12470.fasta	1
PF12473.fasta	7
PF12474.fasta	4
PF12478.fasta	2
PF12480.fasta	9
PF12483.fasta	1
PF12485.fasta	3
PF12489.fasta	2
PF12490.fasta	1
PF12491.fasta	1
PF12494.fasta	1
PF12496.fasta	4
PF12497.fasta	1
PF12509.fasta	3
PF12510.fasta	3
PF12513.fasta	1
PF12516.fasta	2
PF12529.fasta	2
PF12530.fasta	1
PF12533.fasta	4
PF12534.fasta	5
PF12537.fasta	2
PF12540.fasta	1
PF12542.fasta	1
PF12547.fasta	2
PF12548.fasta	3
PF12549.fasta	2
PF12554.fasta	1
PF12560.fasta	1
PF12567.fasta	1
PF12569.fasta	2
PF12572.fasta	1
PF12576.fasta	1
PF12577.fasta	1
PF12578.fasta	3
PF12580.fasta	1
PF12583.fasta	1
PF12584.fasta	1
PF12589.fasta	1
PF12595.fasta	2
PF12597.fasta	1
PF12598.fasta	2
PF12605.fasta	4
PF12606.fasta	3
PF12610.fasta	2
PF12612.fasta	1
PF12618.fasta	1
PF12619.fasta	1
PF12624.fasta	4
PF12627.fasta	1
PF12631.fasta	2
PF12632.fasta	1
PF12640.fasta	1
PF12643.fasta	1
PF12656.fasta	1
PF12657.fasta	1
PF12660.fasta	1
PF12661.fasta	79
PF12662.fasta	49
PF12678.fasta	2
PF12689.fasta	1
PF12697.fasta	3
PF12698.fasta	22
PF12701.fasta	3
PF12705.fasta	1
PF12706.fasta	1
PF12714.fasta	18
PF12717.fasta	2
PF12719.fasta	1
PF12721.fasta	3
PF12722.fasta	1
PF12733.fasta	1
PF12734.fasta	1
PF12736.fasta	6
PF12738.fasta	4
PF12739.fasta	1
PF12742.fasta	1
PF12743.fasta	1
PF12745.fasta	1
PF12752.fasta	3
PF12755.fasta	2
PF12756.fasta	4
PF12763.fasta	19
PF12765.fasta	1
PF12767.fasta	2
PF12769.fasta	1
PF12770.fasta	1
PF12772.fasta	1
PF12773.fasta	1
PF12774.fasta	17
PF12775.fasta	16
PF12777.fasta	15
PF12780.fasta	16
PF12781.fasta	15
PF12783.fasta	4
PF12796.fasta	449
PF12799.fasta	18
PF12807.fasta	1
PF12810.fasta	2
PF12816.fasta	1
PF12820.fasta	1
PF12826.fasta	1
PF12830.fasta	1
PF12832.fasta	2
PF12836.fasta	5
PF12838.fasta	1
PF12842.fasta	1
PF12845.fasta	3
PF12848.fasta	2
PF12850.fasta	1
PF12851.fasta	3
PF12859.fasta	2
PF12861.fasta	1
PF12862.fasta	2
PF12871.fasta	1
PF12872.fasta	10
PF12874.fasta	57
PF12877.fasta	2
PF12881.fasta	8
PF12884.fasta	3
PF12885.fasta	3
PF12886.fasta	3
PF12894.fasta	3
PF12895.fasta	4
PF12896.fasta	1
PF12901.fasta	3
PF12906.fasta	11
PF12922.fasta	1
PF12923.fasta	2
PF12924.fasta	3
PF12925.fasta	3
PF12926.fasta	2
PF12928.fasta	1
PF12931.fasta	3
PF12932.fasta	2
PF12933.fasta	1
PF12934.fasta	1
PF12936.fasta	1
PF12937.fasta	56
PF12938.fasta	1
PF12940.fasta	1
PF12947.fasta	34
PF12971.fasta	1
PF12972.fasta	1
PF12998.fasta	5
PF12999.fasta	1
PF13000.fasta	2
PF13001.fasta	1
PF13012.fasta	3
PF13015.fasta	1
PF13017.fasta	1
PF13023.fasta	1
PF13085.fasta	1
PF13086.fasta	17
PF13087.fasta	12
PF13088.fasta	4
PF13091.fasta	3
PF13092.fasta	1
PF13094.fasta	1
PF13096.fasta	1
PF13097.fasta	1
PF13167.fasta	1
PF13174.fasta	4
PF13176.fasta	8
PF13177.fasta	1
PF13180.fasta	2
PF13181.fasta	89
PF13191.fasta	3
PF13193.fasta	17
PF13202.fasta	27
PF13229.fasta	6
PF13233.fasta	3
PF13234.fasta	2
PF13236.fasta	1
PF13238.fasta	4
PF13240.fasta	1
PF13242.fasta	5
PF13243.fasta	1
PF13246.fasta	32
PF13249.fasta	1
PF13251.fasta	1
PF13270.fasta	2
PF13271.fasta	1
PF13279.fasta	1
PF13281.fasta	3
PF13287.fasta	1
PF13289.fasta	2
PF13293.fasta	3
PF13297.fasta	2
PF13299.fasta	1
PF13300.fasta	1
PF13302.fasta	1
PF13306.fasta	10
PF13307.fasta	6
PF13324.fasta	1
PF13325.fasta	1
PF13328.fasta	1
PF13329.fasta	5
PF13330.fasta	22
PF13339.fasta	1
PF13341.fasta	1
PF13344.fasta	5
PF13347.fasta	5
PF13349.fasta	1
PF13359.fasta	1
PF13361.fasta	1
PF13365.fasta	7
PF13369.fasta	1
PF13374.fasta	12
PF13378.fasta	1
PF13383.fasta	1
PF13385.fasta	8
PF13392.fasta	1
PF13393.fasta	3
PF13402.fasta	2
PF13405.fasta	6
PF13409.fasta	3
PF13410.fasta	6
PF13414.fasta	11
PF13415.fasta	1
PF13417.fasta	5
PF13419.fasta	1
PF13423.fasta	1
PF13424.fasta	42
PF13426.fasta	11
PF13431.fasta	2
PF13432.fasta	37
PF13439.fasta	1
PF13445.fasta	41
PF13450.fasta	7
PF13460.fasta	2
PF13465.fasta	89
PF13469.fasta	2
PF13472.fasta	2
PF13476.fasta	2
PF13481.fasta	1
PF13483.fasta	1
PF13489.fasta	4
PF13499.fasta	123
PF13506.fasta	1
PF13507.fasta	1
PF13510.fasta	1
PF13513.fasta	9
PF13516.fasta	142
PF13517.fasta	2
PF13519.fasta	6
PF13520.fasta	15
PF13522.fasta	3
PF13532.fasta	7
PF13534.fasta	1
PF13537.fasta	1
PF13540.fasta	1
PF13543.fasta	1
PF13553.fasta	2
PF13558.fasta	1
PF13561.fasta	11
PF13570.fasta	1
PF13574.fasta	2
PF13589.fasta	18
PF13593.fasta	1
PF13602.fasta	3
PF13603.fasta	1
PF13604.fasta	1
PF13606.fasta	4
PF13616.fasta	1
PF13620.fasta	14
PF13621.fasta	7
PF13622.fasta	1
PF13625.fasta	1
PF13637.fasta	38
PF13638.fasta	4
PF13639.fasta	51
PF13640.fasta	11
PF13641.fasta	2
PF13646.fasta	8
PF13649.fasta	7
PF13653.fasta	2
PF13656.fasta	4
PF13660.fasta	1
PF13661.fasta	1
PF13664.fasta	1
PF13669.fasta	1
PF13671.fasta	9
PF13676.fasta	4
PF13679.fasta	3
PF13691.fasta	1
PF13695.fasta	7
PF13696.fasta	2
PF13704.fasta	6
PF13705.fasta	2
PF13716.fasta	14
PF13718.fasta	1
PF13725.fasta	1
PF13733.fasta	7
PF13738.fasta	1
PF13757.fasta	2
PF13764.fasta	1
PF13765.fasta	44
PF13768.fasta	10
PF13771.fasta	11
PF13772.fasta	1
PF13774.fasta	5
PF13775.fasta	1
PF13778.fasta	5
PF13793.fasta	5
PF13802.fasta	7
PF13804.fasta	16
PF13812.fasta	4
PF13815.fasta	2
PF13820.fasta	1
PF13821.fasta	1
PF13831.fasta	13
PF13832.fasta	14
PF13833.fasta	22
PF13836.fasta	4
PF13837.fasta	12
PF13838.fasta	3
PF13840.fasta	5
PF13841.fasta	25
PF13842.fasta	1
PF13843.fasta	6
PF13844.fasta	1
PF13846.fasta	1
PF13847.fasta	4
PF13848.fasta	10
PF13850.fasta	3
PF13851.fasta	1
PF13853.fasta	430
PF13854.fasta	2
PF13855.fasta	370
PF13857.fasta	3
PF13862.fasta	1
PF13863.fasta	4
PF13864.fasta	2
PF13865.fasta	2
PF13866.fasta	2
PF13867.fasta	2
PF13868.fasta	5
PF13869.fasta	1
PF13870.fasta	2
PF13871.fasta	2
PF13872.fasta	2
PF13873.fasta	6
PF13874.fasta	1
PF13877.fasta	3
PF13878.fasta	2
PF13879.fasta	3
PF13880.fasta	2
PF13881.fasta	1
PF13882.fasta	4
PF13883.fasta	2
PF13884.fasta	2
PF13885.fasta	66
PF13886.fasta	2
PF13887.fasta	2
PF13888.fasta	2
PF13889.fasta	2
PF13890.fasta	1
PF13891.fasta	4
PF13892.fasta	1
PF13893.fasta	6
PF13894.fasta	30
PF13895.fasta	97
PF13896.fasta	4
PF13897.fasta	2
PF13898.fasta	3
PF13899.fasta	4
PF13901.fasta	5
PF13902.fasta	1
PF13903.fasta	10
PF13904.fasta	1
PF13905.fasta	5
PF13906.fasta	5
PF13907.fasta	3
PF13908.fasta	11
PF13909.fasta	5
PF13910.fasta	1
PF13911.fasta	3
PF13912.fasta	132
PF13913.fasta	11
PF13914.fasta	2
PF13915.fasta	2
PF13916.fasta	2
PF13917.fasta	2
PF13918.fasta	3
PF13919.fasta	3
PF13920.fasta	38
PF13921.fasta	6
PF13922.fasta	3
PF13923.fasta	29
PF13925.fasta	2
PF13926.fasta	3
PF13927.fasta	274
PF13931.fasta	1
PF13932.fasta	1
PF13934.fasta	1
PF13949.fasta	2
PF13959.fasta	4
PF13964.fasta	2
PF13965.fasta	2
PF13967.fasta	3
PF13971.fasta	1
PF13975.fasta	1
PF14008.fasta	1
PF14046.fasta	4
PF14047.fasta	2
PF14048.fasta	8
PF14049.fasta	3
PF14050.fasta	2
PF14051.fasta	3
PF14061.fasta	3
PF14073.fasta	2
PF14075.fasta	2
PF14077.fasta	1
PF14138.fasta	1
PF14160.fasta	4
PF14161.fasta	4
PF14186.fasta	1
PF14204.fasta	1
PF14222.fasta	2
PF14225.fasta	2
PF14228.fasta	7
PF14237.fasta	1
PF14252.fasta	1
PF14260.fasta	2
PF14291.fasta	2
PF14304.fasta	2
PF14306.fasta	2
PF14309.fasta	1
PF14324.fasta	4
PF14327.fasta	2
PF14336.fasta	1
PF14360.fasta	3
PF14369.fasta	1
PF14370.fasta	2
PF14374.fasta	1
PF14377.fasta	7
PF14381.fasta	1
PF14382.fasta	2
PF14396.fasta	1
PF14413.fasta	1
PF14429.fasta	11
PF14438.fasta	2
PF14443.fasta	2
PF14444.fasta	3
PF14447.fasta	1
PF14465.fasta	1
PF14469.fasta	1
PF14473.fasta	2
PF14478.fasta	1
PF14484.fasta	2
PF14492.fasta	5
PF14493.fasta	1
PF14497.fasta	5
PF14500.fasta	1
PF14513.fasta	4
PF14520.fasta	3
PF14523.fasta	3
PF14533.fasta	3
PF14538.fasta	1
PF14542.fasta	1
PF14545.fasta	2
PF14551.fasta	6
PF14554.fasta	1
PF14555.fasta	6
PF14559.fasta	8
PF14560.fasta	3
PF14565.fasta	1
PF14566.fasta	2
PF14570.fasta	1
PF14572.fasta	5
PF14575.fasta	14
PF14578.fasta	1
PF14580.fasta	23
PF14593.fasta	1
PF14596.fasta	1
PF14598.fasta	11
PF14599.fasta	1
PF14603.fasta	3
PF14604.fasta	70
PF14608.fasta	16
PF14617.fasta	1
PF14619.fasta	2
PF14621.fasta	1
PF14622.fasta	1
PF14629.fasta	1
PF14630.fasta	1
PF14631.fasta	1
PF14632.fasta	1
PF14633.fasta	1
PF14634.fasta	9
PF14635.fasta	1
PF14636.fasta	2
PF14637.fasta	2
PF14638.fasta	2
PF14639.fasta	1
PF14641.fasta	1
PF14642.fasta	16
PF14643.fasta	1
PF14644.fasta	1
PF14645.fasta	3
PF14646.fasta	1
PF14647.fasta	1
PF14648.fasta	3
PF14649.fasta	1
PF14650.fasta	15
PF14651.fasta	2
PF14652.fasta	2
PF14653.fasta	4
PF14654.fasta	2
PF14655.fasta	1
PF14656.fasta	1
PF14658.fasta	1
PF14661.fasta	1
PF14662.fasta	1
PF14663.fasta	1
PF14664.fasta	1
PF14665.fasta	1
PF14666.fasta	1
PF14668.fasta	1
PF14669.fasta	1
PF14670.fasta	69
PF14671.fasta	3
PF14672.fasta	21
PF14674.fasta	1
PF14675.fasta	1
PF14676.fasta	1
PF14677.fasta	1
PF14678.fasta	1
PF14679.fasta	1
PF14680.fasta	1
PF14681.fasta	2
PF14687.fasta	1
PF14688.fasta	1
PF14691.fasta	1
PF14694.fasta	1
PF14695.fasta	1
PF14697.fasta	1
PF14698.fasta	1
PF14699.fasta	1
PF14700.fasta	1
PF14701.fasta	1
PF14702.fasta	1
PF14703.fasta	3
PF14704.fasta	1
PF14705.fasta	2
PF14707.fasta	8
PF14709.fasta	4
PF14712.fasta	2
PF14713.fasta	1
PF14716.fasta	5
PF14719.fasta	3
PF14721.fasta	1
PF14722.fasta	3
PF14723.fasta	2
PF14724.fasta	1
PF14726.fasta	1
PF14727.fasta	1
PF14728.fasta	1
PF14732.fasta	1
PF14735.fasta	1
PF14736.fasta	1
PF14737.fasta	1
PF14738.fasta	1
PF14739.fasta	1
PF14740.fasta	1
PF14744.fasta	1
PF14745.fasta	1
PF14746.fasta	1
PF14748.fasta	3
PF14749.fasta	2
PF14750.fasta	1
PF14752.fasta	1
PF14753.fasta	2
PF14759.fasta	1
PF14761.fasta	1
PF14763.fasta	1
PF14764.fasta	1
PF14766.fasta	1
PF14767.fasta	1
PF14768.fasta	1
PF14769.fasta	3
PF14770.fasta	1
PF14771.fasta	1
PF14772.fasta	2
PF14773.fasta	1
PF14774.fasta	2
PF14775.fasta	1
PF14776.fasta	1
PF14777.fasta	1
PF14778.fasta	1
PF14779.fasta	1
PF14780.fasta	1
PF14781.fasta	1
PF14782.fasta	1
PF14783.fasta	1
PF14784.fasta	1
PF14787.fasta	11
PF14788.fasta	1
PF14791.fasta	4
PF14792.fasta	3
PF14796.fasta	2
PF14797.fasta	1
PF14798.fasta	6
PF14799.fasta	2
PF14800.fasta	1
PF14802.fasta	1
PF14806.fasta	1
PF14807.fasta	1
PF14808.fasta	1
PF14811.fasta	1
PF14813.fasta	1
PF14815.fasta	1
PF14816.fasta	2
PF14817.fasta	1
PF14818.fasta	3
PF14820.fasta	6
PF14821.fasta	2
PF14822.fasta	2
PF14825.fasta	1
PF14826.fasta	1
PF14828.fasta	1
PF14833.fasta	2
PF14835.fasta	1
PF14836.fasta	5
PF14837.fasta	1
PF14838.fasta	1
PF14839.fasta	1
PF14843.fasta	6
PF14844.fasta	6
PF14845.fasta	2
PF14846.fasta	1
PF14851.fasta	3
PF14852.fasta	1
PF14853.fasta	1
PF14854.fasta	3
PF14857.fasta	2
PF14858.fasta	1
PF14862.fasta	1
PF14868.fasta	1
PF14874.fasta	1
PF14875.fasta	3
PF14880.fasta	1
PF14881.fasta	1
PF14886.fasta	2
PF14887.fasta	1
PF14892.fasta	2
PF14893.fasta	10
PF14895.fasta	1
PF14901.fasta	1
PF14904.fasta	5
PF14906.fasta	1
PF14908.fasta	1
PF14909.fasta	2
PF14910.fasta	1
PF14911.fasta	1
PF14912.fasta	7
PF14913.fasta	1
PF14914.fasta	5
PF14915.fasta	31
PF14916.fasta	4
PF14917.fasta	2
PF14918.fasta	1
PF14919.fasta	1
PF14920.fasta	1
PF14921.fasta	4
PF14922.fasta	2
PF14923.fasta	1
PF14924.fasta	1
PF14925.fasta	1
PF14926.fasta	1
PF14927.fasta	4
PF14929.fasta	1
PF14931.fasta	1
PF14932.fasta	1
PF14933.fasta	1
PF14934.fasta	1
PF14935.fasta	1
PF14936.fasta	1
PF14937.fasta	1
PF14938.fasta	3
PF14939.fasta	1
PF14940.fasta	2
PF14941.fasta	1
PF14942.fasta	1
PF14943.fasta	1
PF14944.fasta	2
PF14945.fasta	2
PF14946.fasta	1
PF14948.fasta	3
PF14949.fasta	2
PF14950.fasta	1
PF14951.fasta	1
PF14952.fasta	1
PF14953.fasta	1
PF14954.fasta	2
PF14955.fasta	1
PF14956.fasta	1
PF14957.fasta	6
PF14958.fasta	1
PF14959.fasta	1
PF14960.fasta	1
PF14961.fasta	1
PF14962.fasta	1
PF14963.fasta	1
PF14964.fasta	1
PF14965.fasta	2
PF14966.fasta	1
PF14967.fasta	2
PF14968.fasta	1
PF14969.fasta	1
PF14970.fasta	2
PF14972.fasta	1
PF14973.fasta	1
PF14974.fasta	1
PF14975.fasta	1
PF14976.fasta	4
PF14977.fasta	3
PF14978.fasta	1
PF14979.fasta	2
PF14980.fasta	1
PF14981.fasta	1
PF14982.fasta	2
PF14983.fasta	1
PF14984.fasta	1
PF14985.fasta	1
PF14986.fasta	1
PF14987.fasta	1
PF14988.fasta	3
PF14989.fasta	1
PF14990.fasta	1
PF14991.fasta	1
PF14992.fasta	2
PF14993.fasta	1
PF14994.fasta	1
PF14995.fasta	1
PF14996.fasta	1
PF14997.fasta	2
PF14998.fasta	3
PF14999.fasta	1
PF15000.fasta	1
PF15001.fasta	1
PF15002.fasta	1
PF15003.fasta	1
PF15004.fasta	1
PF15005.fasta	4
PF15006.fasta	1
PF15007.fasta	1
PF15008.fasta	1
PF15009.fasta	1
PF15010.fasta	3
PF15011.fasta	1
PF15012.fasta	1
PF15013.fasta	1
PF15014.fasta	1
PF15015.fasta	1
PF15016.fasta	1
PF15017.fasta	4
PF15018.fasta	2
PF15019.fasta	1
PF15020.fasta	1
PF15021.fasta	1
PF15022.fasta	1
PF15024.fasta	2
PF15025.fasta	1
PF15027.fasta	2
PF15028.fasta	1
PF15029.fasta	1
PF15030.fasta	1
PF15031.fasta	1
PF15032.fasta	1
PF15033.fasta	1
PF15034.fasta	1
PF15035.fasta	3
PF15036.fasta	1
PF15037.fasta	3
PF15038.fasta	1
PF15039.fasta	1
PF15040.fasta	14
PF15041.fasta	1
PF15042.fasta	1
PF15043.fasta	1
PF15044.fasta	1
PF15045.fasta	2
PF15046.fasta	1
PF15047.fasta	2
PF15048.fasta	1
PF15049.fasta	2
PF15050.fasta	1
PF15051.fasta	2
PF15052.fasta	1
PF15053.fasta	1
PF15054.fasta	2
PF15055.fasta	1
PF15056.fasta	2
PF15057.fasta	2
PF15058.fasta	2
PF15059.fasta	2
PF15060.fasta	2
PF15061.fasta	1
PF15062.fasta	1
PF15063.fasta	2
PF15064.fasta	1
PF15065.fasta	1
PF15066.fasta	1
PF15067.fasta	2
PF15068.fasta	2
PF15069.fasta	2
PF15070.fasta	40
PF15071.fasta	1
PF15072.fasta	1
PF15073.fasta	1
PF15074.fasta	1
PF15075.fasta	1
PF15076.fasta	1
PF15077.fasta	2
PF15078.fasta	1
PF15079.fasta	1
PF15080.fasta	1
PF15081.fasta	1
PF15083.fasta	1
PF15084.fasta	1
PF15085.fasta	1
PF15086.fasta	1
PF15087.fasta	1
PF15088.fasta	1
PF15089.fasta	1
PF15090.fasta	1
PF15091.fasta	1
PF15092.fasta	1
PF15093.fasta	1
PF15094.fasta	1
PF15095.fasta	1
PF15096.fasta	1
PF15097.fasta	1
PF15098.fasta	1
PF15099.fasta	1
PF15100.fasta	1
PF15101.fasta	1
PF15102.fasta	1
PF15103.fasta	1
PF15104.fasta	1
PF15105.fasta	1
PF15106.fasta	1
PF15107.fasta	2
PF15108.fasta	1
PF15109.fasta	1
PF15110.fasta	1
PF15111.fasta	1
PF15112.fasta	1
PF15113.fasta	1
PF15114.fasta	1
PF15115.fasta	2
PF15116.fasta	1
PF15117.fasta	1
PF15118.fasta	5
PF15119.fasta	1
PF15120.fasta	1
PF15121.fasta	1
PF15122.fasta	1
PF15123.fasta	1
PF15124.fasta	1
PF15125.fasta	2
PF15127.fasta	1
PF15128.fasta	1
PF15129.fasta	2
PF15130.fasta	1
PF15132.fasta	1
PF15133.fasta	1
PF15134.fasta	1
PF15135.fasta	1
PF15136.fasta	1
PF15137.fasta	1
PF15138.fasta	1
PF15139.fasta	1
PF15141.fasta	1
PF15142.fasta	1
PF15143.fasta	2
PF15144.fasta	1
PF15145.fasta	1
PF15146.fasta	1
PF15147.fasta	1
PF15148.fasta	1
PF15149.fasta	1
PF15150.fasta	1
PF15151.fasta	1
PF15152.fasta	1
PF15153.fasta	1
PF15155.fasta	3
PF15156.fasta	1
PF15157.fasta	2
PF15158.fasta	1
PF15159.fasta	1
PF15160.fasta	1
PF15161.fasta	1
PF15162.fasta	1
PF15163.fasta	1
PF15164.fasta	1
PF15165.fasta	1
PF15167.fasta	1
PF15168.fasta	1
PF15169.fasta	1
PF15170.fasta	2
PF15171.fasta	1
PF15172.fasta	1
PF15173.fasta	2
PF15174.fasta	1
PF15175.fasta	1
PF15176.fasta	1
PF15177.fasta	4
PF15179.fasta	1
PF15180.fasta	2
PF15181.fasta	1
PF15182.fasta	1
PF15183.fasta	2
