Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF05729,1.17,1.14,0.03,2.63
PF05731,0.35,0.32,0.03,9.37
PF05735,4.12,4.12,0.00,0.00
PF05739,1.22,1.23,-0.01,-0.81
PF05741,3.76,3.77,-0.01,-0.27
PF05742,,,,
PF05743,3.16,3.14,0.02,0.64
PF05746,0.70,0.75,-0.05,-6.67
PF05753,,,,
PF05760,1.29,0.81,0.48,59.26
PF05761,1.76,1.73,0.03,1.73
PF05764,,,,
PF05769,2.86,2.50,0.36,14.40
PF05770,,,,
PF05773,0.60,0.60,0.00,0.00
PF05778,,,,
PF05781,1.05,1.04,0.01,0.96
PF05782,,,,
PF05783,2.75,2.66,0.09,3.38
PF05786,,,,
PF05790,0.25,0.24,0.01,4.17
PF05793,,,,
PF05794,2.72,2.59,0.13,5.02
PF05804,,,,
PF05805,1.72,1.71,0.01,0.58
PF05806,,,,
PF05808,,,,
PF05811,,,,
PF05817,,,,
PF05821,,,,
PF05822,3.32,3.32,0.00,0.00
PF05824,4.82,4.62,0.20,4.33
PF05825,1.62,1.55,0.07,4.52
PF05826,1.08,1.60,-0.52,-32.50
PF05827,1.54,1.38,0.16,11.59
PF05831,3.09,3.15,-0.06,-1.90
PF05832,4.25,4.25,0.00,0.00
PF05833,,,,
PF05835,2.18,2.12,0.06,2.83
PF05837,,,,
PF05839,,,,
PF05843,0.68,0.71,-0.03,-4.23
PF05856,,,,
PF05859,,,,
PF05871,,,,
PF05873,,,,
PF05875,1.21,1.17,0.04,3.42
PF05881,,,,
PF05889,,,,
PF05890,,,,
PF05891,2.86,2.84,0.02,0.70
PF05902,3.85,3.82,0.03,0.79
PF05903,1.45,1.45,0.00,0.00
PF05907,,,,
PF05914,1.62,1.61,0.01,0.62
PF05915,,,,
PF05916,-0.08,0.06,-0.14,-233.33
PF05918,,,,
PF05920,3.54,3.54,0.00,0.00
PF05922,,,,
PF05923,2.10,1.94,0.16,8.25
PF05924,2.16,2.02,0.14,6.93
PF05934,,,,
PF05937,,,,
PF05956,1.10,1.06,0.04,3.77
PF05958,,,,
PF05964,2.37,2.50,-0.13,-5.20
PF05965,1.54,1.54,0.00,0.00
PF05970,,,,
PF05971,,,,
PF05972,2.89,2.89,0.00,0.00
PF05978,0.82,0.82,0.00,0.00
PF05983,,,,
PF05986,1.33,1.31,0.02,1.53
PF05994,4.61,4.61,0.00,0.00
PF05995,,,,
PF05997,3.38,3.67,-0.29,-7.90
PF06001,5.47,5.47,0.00,0.00
PF06003,2.71,1.10,1.61,146.36
PF06008,0.51,0.51,0.00,0.00
PF06009,1.07,1.05,0.02,1.90
PF06012,,,,
PF06017,1.12,1.12,0.00,0.00
PF06021,2.43,2.42,0.01,0.41
PF06025,,,,
PF06026,,,,
PF06027,2.28,2.24,0.04,1.79
PF06031,1.64,1.64,0.00,0.00
PF06046,0.94,0.90,0.04,4.44
PF06047,4.89,4.83,0.06,1.24
PF06052,,,,
PF06058,3.91,3.84,0.07,1.82
PF06060,1.13,1.09,0.04,3.67
PF06068,2.44,2.43,0.01,0.41
PF06071,,,,
PF06079,,,,
PF06080,,,,
PF06083,2.01,1.80,0.21,11.67
PF06087,,,,
PF06090,,,,
PF06093,,,,
PF06094,,,,
PF06098,,,,
PF06102,,,,
PF06105,3.21,3.20,0.01,0.31
PF06110,,,,
PF06113,,,,
PF06119,1.55,1.56,-0.01,-0.64
PF06121,,,,
PF06140,3.02,2.96,0.06,2.03
PF06148,,,,
PF06155,1.53,1.38,0.15,10.87
PF06159,,,,
PF06179,,,,
PF06189,3.72,3.85,-0.13,-3.38
PF06201,1.14,1.26,-0.12,-9.52
PF06202,,,,
PF06209,,,,
PF06211,,,,
PF06212,,,,
PF06214,,,,
PF06218,1.00,-1.00,2.00,200.00
PF06220,1.94,1.86,0.08,4.30
PF06221,,,,
PF06229,,,,
PF06237,2.64,3.13,-0.49,-15.65
PF06239,,,,
PF06244,,,,
PF06246,,,,
PF06248,,,,
PF06268,0.69,0.65,0.04,6.15
PF06271,,,,
PF06278,,,,
PF06292,1.45,1.37,0.08,5.84
PF06293,,,,
PF06294,1.24,1.23,0.01,0.81
PF06297,2.53,2.69,-0.16,-5.95
PF06309,2.25,2.22,0.03,1.35
PF06311,4.01,3.94,0.07,1.78
PF06312,2.04,1.78,0.26,14.61
PF06320,,,,
PF06325,1.63,1.08,0.55,50.93
PF06327,1.17,1.16,0.01,0.86
PF06328,0.51,0.63,-0.12,-19.05
PF06331,,,,
PF06333,3.68,3.62,0.06,1.66
PF06337,1.85,1.69,0.16,9.47
PF06346,,,,
PF06350,,,,
PF06365,0.71,0.72,-0.01,-1.39
PF06367,1.41,1.42,-0.01,-0.70
PF06371,1.55,1.49,0.06,4.03
PF06372,,,,
PF06373,,,,
PF06374,5.35,5.35,0.00,0.00
PF06375,,,,
PF06384,1.92,1.84,0.08,4.35
PF06387,2.34,2.24,0.10,4.46
PF06388,1.77,2.60,-0.83,-31.92
PF06390,,,,
PF06391,,,,
PF06393,,,,
PF06396,,,,
PF06398,2.16,1.99,0.17,8.54
PF06399,,,,
PF06400,,,,
PF06401,,,,
PF06407,4.05,4.05,0.00,0.00
PF06409,4.41,4.61,-0.20,-4.34
PF06413,,,,
PF06417,,,,
PF06418,4.52,4.52,0.00,0.00
PF06419,,,,
PF06421,,,,
PF06423,,,,
PF06424,,,,
PF06427,3.71,3.69,0.02,0.54
PF06428,3.90,3.91,-0.01,-0.26
PF06432,,,,
PF06444,,,,
PF06446,,,,
PF06448,,,,
PF06455,,,,
PF06456,1.18,1.19,-0.01,-0.84
PF06459,1.75,1.79,-0.04,-2.23
PF06461,4.71,4.64,0.07,1.51
PF06462,1.99,2.07,-0.08,-3.86
PF06463,,,,
PF06464,1.45,1.38,0.07,5.07
PF06465,5.28,4.82,0.46,9.54
PF06466,3.88,3.86,0.02,0.52
PF06467,1.27,1.23,0.04,3.25
PF06468,2.09,2.05,0.04,1.95
PF06469,3.77,3.87,-0.10,-2.58
PF06470,0.95,0.86,0.09,10.47
PF06472,1.44,1.44,0.00,0.00
PF06473,0.90,0.91,-0.01,-1.10
PF06479,1.88,1.86,0.02,1.08
PF06480,1.29,1.26,0.03,2.38
PF06482,3.17,3.17,0.00,0.00
PF06484,2.77,2.76,0.01,0.36
PF06487,,,,
PF06512,1.68,1.68,0.00,0.00
PF06524,,,,
PF06529,,,,
PF06534,2.99,2.65,0.34,12.83
PF06535,3.07,3.02,0.05,1.66
PF06540,,,,
PF06541,,,,
PF06544,1.12,1.21,-0.09,-7.44
PF06546,0.78,0.80,-0.02,-2.50
PF06553,3.32,3.27,0.05,1.53
PF06554,,,,
PF06565,1.43,1.41,0.02,1.42
PF06566,,,,
PF06567,,,,
PF06573,,,,
PF06581,,,,
PF06583,2.09,2.08,0.01,0.48
PF06584,,,,
PF06588,,,,
PF06602,2.05,1.98,0.07,3.54
PF06607,3.25,3.25,0.00,0.00
PF06614,,,,
PF06617,1.43,1.21,0.22,18.18
PF06621,0.55,0.55,0.00,0.00
PF06623,3.62,3.62,0.00,0.00
PF06624,4.47,4.47,0.00,0.00
PF06625,2.90,3.31,-0.41,-12.39
PF06628,,,,
PF06632,,,,
PF06637,,,,
PF06638,3.92,3.90,0.02,0.51
PF06644,,,,
PF06645,,,,
PF06657,2.17,2.07,0.10,4.83
PF06658,,,,
PF06662,,,,
PF06663,3.12,3.08,0.04,1.30
PF06664,0.53,0.43,0.10,23.26
PF06668,1.31,1.29,0.02,1.55
PF06677,,,,
PF06679,1.37,1.18,0.19,16.10
PF06682,,,,
PF06699,,,,
PF06701,2.84,2.80,0.04,1.43
PF06702,2.69,2.67,0.02,0.75
PF06703,,,,
PF06726,,,,
PF06728,,,,
PF06729,,,,
PF06730,,,,
PF06732,,,,
PF06733,2.24,2.24,0.00,0.00
PF06736,1.09,1.09,0.00,0.00
PF06741,3.91,3.91,0.00,0.00
PF06743,0.90,0.86,0.04,4.65
PF06747,1.14,1.08,0.06,5.56
PF06752,1.66,1.85,-0.19,-10.27
PF06758,3.37,3.13,0.24,7.67
PF06762,2.02,1.96,0.06,3.06
PF06773,,,,
PF06775,,,,
PF06777,,,,
PF06783,,,,
PF06784,,,,
PF06789,1.69,1.69,0.00,0.00
PF06803,,,,
PF06807,,,,
PF06809,,,,
PF06814,1.64,1.49,0.15,10.07
PF06816,2.24,2.25,-0.01,-0.44
PF06817,5.02,5.00,0.02,0.40
PF06818,2.17,2.23,-0.06,-2.69
PF06821,,,,
PF06825,2.29,2.20,0.09,4.09
PF06827,,,,
PF06831,0.96,1.20,-0.24,-20.00
PF06839,2.39,2.25,0.14,6.22
PF06840,,,,
PF06842,1.97,2.03,-0.06,-2.96
PF06858,,,,
PF06859,1.42,1.40,0.02,1.43
PF06862,,,,
PF06870,,,,
PF06875,,,,
PF06881,3.27,3.27,0.00,0.00
PF06883,,,,
PF06886,0.71,0.74,-0.03,-4.05
PF06888,2.34,2.33,0.01,0.43
PF06905,,,,
PF06907,1.47,1.50,-0.03,-2.00
PF06910,,,,
PF06911,,,,
PF06916,1.38,1.36,0.02,1.47
PF06920,1.59,1.57,0.02,1.27
PF06936,,,,
PF06937,,,,
PF06941,3.17,3.23,-0.06,-1.86
PF06951,2.92,2.70,0.22,8.15
PF06954,3.07,3.01,0.06,1.99
PF06957,,,,
PF06959,,,,
PF06963,,,,
PF06969,,,,
PF06978,,-3.00,,
PF06979,-0.16,-0.20,0.04,20.00
PF06984,,,,
PF06989,,,,
PF06990,1.87,1.82,0.05,2.75
PF06991,,,,
PF07000,,,,
PF07001,3.01,3.06,-0.05,-1.63
PF07002,3.31,3.31,0.00,0.00
PF07004,1.53,1.32,0.21,15.91
PF07010,,,,
PF07019,0.27,0.26,0.01,3.85
PF07034,,,,
PF07035,,,,
PF07039,,,,
PF07047,,,,
PF07051,2.63,2.35,0.28,11.91
PF07052,,,,
PF07061,,,,
PF07064,,,,
PF07065,,,,
PF07074,,,,
PF07078,,,,
PF07084,1.80,2.01,-0.21,-10.45
PF07086,,,,
PF07092,1.77,2.02,-0.25,-12.38
PF07093,,,,
PF07096,,,,
PF07106,,,,
PF07111,,,,
PF07114,1.22,1.21,0.01,0.83
PF07139,1.98,1.98,0.00,0.00
PF07140,,,,
PF07142,3.59,3.99,-0.40,-10.03
PF07145,2.35,2.13,0.22,10.33
PF07147,1.18,0.81,0.37,45.68
PF07156,2.15,2.16,-0.01,-0.46
PF07159,2.07,2.07,0.00,0.00
PF07160,,,,
PF07162,1.22,1.21,0.01,0.83
PF07163,,,,
PF07175,,,,
PF07177,1.29,1.27,0.02,1.57
PF07189,,,,
PF07192,4.03,4.03,0.00,0.00
PF07200,1.51,1.49,0.02,1.34
PF07213,1.40,1.83,-0.43,-23.50
PF07221,,,,
PF07222,,,,
PF07225,,,,
PF07228,,,,
PF07258,0.89,0.89,0.00,0.00
PF07259,,,,
PF07260,,,,
PF07263,,,,
PF07264,,,,
PF07281,4.74,4.70,0.04,0.85
PF07286,,,,
PF07289,,,,
PF07292,1.32,1.32,0.00,0.00
PF07297,,,,
PF07303,1.87,1.88,-0.01,-0.53
PF07304,,,,
PF07324,4.86,4.81,0.05,1.04
PF07326,,,,
PF07334,0.76,0.76,0.00,0.00
PF07347,,,,
PF07353,,,,
PF07354,2.26,1.66,0.60,36.14
PF07359,,,,
PF07392,,,,
PF07393,,,,
PF07400,,,,
PF07412,2.45,2.21,0.24,10.86
PF07421,,,,
PF07426,,,,
PF07443,2.18,2.18,0.00,0.00
PF07448,,,,
PF07452,0.62,0.65,-0.03,-4.62
PF07458,2.68,2.68,0.00,0.00
PF07469,1.32,1.32,0.00,0.00
PF07474,1.36,1.33,0.03,2.26
PF07479,4.31,4.26,0.05,1.17
PF07491,,,,
PF07496,2.33,2.23,0.10,4.48
PF07500,1.66,1.62,0.04,2.47
PF07502,1.36,1.25,0.11,8.80
PF07521,1.61,1.47,0.14,9.52
PF07522,0.98,1.25,-0.27,-21.60
PF07524,1.22,1.18,0.04,3.39
PF07525,1.67,1.70,-0.03,-1.76
PF07527,1.77,1.70,0.07,4.12
PF07528,2.07,2.35,-0.28,-11.91
PF07529,1.75,1.69,0.06,3.55
PF07531,2.56,2.53,0.03,1.19
PF07533,2.10,2.05,0.05,2.44
PF07534,2.02,2.14,-0.12,-5.61
PF07535,3.05,2.88,0.17,5.90
PF07539,,,,
PF07540,,,,
PF07541,,,,
PF07542,,,,
PF07544,,,,
PF07545,4.54,4.40,0.14,3.18
PF07546,2.14,1.95,0.19,9.74
PF07555,,,,
PF07557,,,,
PF07558,,,,
PF07562,2.47,2.46,0.01,0.41
PF07565,2.51,2.20,0.31,14.09
PF07569,,,,
PF07571,1.12,1.12,0.00,0.00
PF07572,,,,
PF07574,,,,
PF07575,,,,
PF07576,,,,
PF07593,,,,
PF07645,2.53,2.35,0.18,7.66
PF07647,0.73,0.67,0.06,8.96
PF07648,1.83,1.77,0.06,3.39
PF07650,,,,
PF07651,1.22,1.23,-0.01,-0.81
PF07653,1.07,0.97,0.10,10.31
PF07654,1.26,1.18,0.08,6.78
PF07657,1.81,1.79,0.02,1.12
PF07662,3.10,3.10,0.00,0.00
PF07670,3.62,3.50,0.12,3.43
PF07677,1.60,1.56,0.04,2.56
PF07678,1.74,1.67,0.07,4.19
PF07679,0.95,0.90,0.05,5.56
PF07684,1.66,1.61,0.05,3.11
PF07686,0.75,0.70,0.05,7.14
PF07687,0.51,0.52,-0.01,-1.92
PF07690,0.10,0.06,0.04,66.67
PF07691,0.30,0.19,0.11,57.89
PF07693,0.35,0.42,-0.07,-16.67
PF07699,1.92,1.80,0.12,6.67
PF07700,1.72,1.66,0.06,3.61
PF07701,2.00,1.92,0.08,4.17
PF07703,1.18,1.17,0.01,0.85
PF07706,,,,
PF07707,1.08,1.05,0.03,2.86
PF07710,2.39,2.31,0.08,3.46
PF07711,,,,
PF07713,,,,
PF07714,1.53,1.51,0.02,1.32
PF07716,1.79,1.74,0.05,2.87
PF07717,1.11,1.06,0.05,4.72
PF07718,,,,
PF07719,0.06,-0.06,0.12,200.00
PF07722,,,,
PF07724,0.43,0.43,0.00,0.00
PF07728,1.03,0.90,0.13,14.44
PF07731,2.72,2.48,0.24,9.68
PF07732,2.33,2.25,0.08,3.56
PF07738,1.69,1.64,0.05,3.05
PF07741,,,,
PF07742,2.58,2.56,0.02,0.78
PF07743,,,,
PF07744,1.03,1.01,0.02,1.98
PF07748,0.80,0.86,-0.06,-6.98
PF07749,,,,
PF07757,,,,
PF07763,2.42,2.40,0.02,0.83
PF07766,1.60,1.63,-0.03,-1.84
PF07767,,,,
PF07773,0.59,1.07,-0.48,-44.86
PF07774,,,,
PF07776,,,,
PF07778,,,,
PF07779,,,,
PF07780,,,,
PF07782,0.65,0.63,0.02,3.17
PF07786,,,,
PF07787,,,,
PF07798,2.86,2.86,0.00,0.00
PF07803,2.24,2.16,0.08,3.70
PF07807,,,,
PF07808,,,,
PF07809,1.97,1.96,0.01,0.51
PF07810,2.10,2.10,0.00,0.00
PF07814,,,,
PF07815,3.35,3.12,0.23,7.37
PF07817,,,,
PF07818,,,,
PF07819,,,,
PF07830,2.83,2.84,-0.01,-0.35
PF07831,,,,
PF07834,,,,
PF07837,0.73,0.72,0.01,1.39
PF07842,1.08,1.09,-0.01,-0.92
PF07847,,,,
PF07850,,,,
PF07851,3.94,3.90,0.04,1.03
PF07855,,,,
PF07856,3.87,3.82,0.05,1.31
PF07857,,,,
PF07859,1.47,1.08,0.39,36.11
PF07884,2.96,2.92,0.04,1.37
PF07885,1.36,1.08,0.28,25.93
PF07888,1.47,1.49,-0.02,-1.34
PF07890,,,,
PF07894,1.80,1.77,0.03,1.69
PF07896,,,,
PF07904,,,,
PF07910,1.16,0.86,0.30,34.88
PF07912,,,,
PF07915,1.50,1.53,-0.03,-1.96
PF07923,3.31,3.43,-0.12,-3.50
PF07926,,,,
PF07928,,,,
PF07933,4.36,4.28,0.08,1.87
PF07934,,,,
PF07941,,,,
PF07942,,,,
PF07946,,,,
PF07947,1.48,1.52,-0.04,-2.63
PF07959,0.47,0.31,0.16,51.61
PF07962,,,,
PF07965,1.40,1.36,0.04,2.94
PF07966,2.66,2.63,0.03,1.14
PF07970,1.87,1.78,0.09,5.06
PF07973,1.74,1.75,-0.01,-0.57
PF07974,3.08,2.94,0.14,4.76
PF07975,6.22,6.20,0.02,0.32
PF07978,1.74,1.74,0.00,0.00
PF07984,3.49,3.48,0.01,0.29
PF07985,,,,
PF07986,1.34,1.32,0.02,1.52
PF07988,2.83,2.83,0.00,0.00
PF07989,3.09,3.01,0.08,2.66
PF07992,0.77,0.72,0.05,6.94
PF07993,3.41,3.41,0.00,0.00
PF07994,,,,
PF07995,2.75,2.76,-0.01,-0.36
PF07998,,,,
PF08005,1.98,1.99,-0.01,-0.50
PF08007,2.18,2.11,0.07,3.32
PF08016,1.06,1.02,0.04,3.92
PF08022,2.45,2.41,0.04,1.66
PF08030,2.21,2.22,-0.01,-0.45
PF08032,,,,
PF08033,1.73,1.75,-0.02,-1.14
PF08035,,,,
PF08038,,,,
PF08039,,,,
PF08040,,,,
PF08043,3.45,3.41,0.04,1.17
PF08059,2.23,2.21,0.02,0.90
PF08061,1.42,1.42,0.00,0.00
PF08062,1.47,1.47,0.00,0.00
PF08063,,,,
PF08064,,,,
PF08065,2.72,2.72,0.00,0.00
PF08066,,,,
PF08067,,,,
PF08068,,,,
PF08069,,,,
PF08070,1.30,1.30,0.00,0.00
PF08071,5.54,5.54,0.00,0.00
PF08072,,,,
PF08073,4.78,4.78,0.00,0.00
PF08074,4.67,4.64,0.03,0.65
PF08075,4.27,4.27,0.00,0.00
PF08079,0.97,0.97,0.00,0.00
PF08080,4.56,4.56,0.00,0.00
PF08081,3.66,3.66,0.00,0.00
PF08082,,,,
PF08083,,,,
PF08084,,,,
PF08122,,,,
PF08123,,,,
PF08127,,,,
PF08142,1.07,0.88,0.19,21.59
PF08143,1.39,1.50,-0.11,-7.33
PF08144,,,,
PF08145,,,,
PF08146,,,,
PF08147,,,,
PF08148,,,,
PF08149,,,,
PF08150,2.82,2.82,0.00,0.00
PF08151,2.63,2.53,0.10,3.95
PF08152,2.34,2.34,0.00,0.00
PF08153,,,,
PF08154,0.53,0.59,-0.06,-10.17
PF08155,,,,
PF08156,0.97,0.95,0.02,2.11
PF08158,,,,
PF08159,1.22,1.22,0.00,0.00
PF08161,,,,
PF08163,,,,
PF08164,,,,
PF08165,1.13,1.13,0.00,0.00
PF08166,1.33,1.29,0.04,3.10
PF08167,,,,
PF08168,,,,
PF08169,2.41,2.36,0.05,2.12
PF08170,,,,
PF08172,,,,
PF08174,1.46,1.46,0.00,0.00
PF08180,4.24,4.34,-0.10,-2.30
PF08190,0.86,0.83,0.03,3.61
PF08198,5.06,5.06,0.00,0.00
PF08202,,,,
PF08204,,,,
PF08205,0.64,0.57,0.07,12.28
PF08208,,,,
PF08209,,,,
PF08213,,,,
PF08214,4.85,4.84,0.01,0.21
PF08216,,,,
PF08221,,,,
PF08227,,,,
PF08231,,,,
PF08232,4.27,4.34,-0.07,-1.61
PF08234,,,,
PF08235,4.18,4.18,0.00,0.00
PF08236,,,,
PF08238,1.01,0.97,0.04,4.12
PF08240,1.85,1.88,-0.03,-1.60
PF08241,1.10,1.05,0.05,4.76
PF08242,0.32,0.32,0.00,0.00
PF08243,,,,
PF08246,1.90,1.91,-0.01,-0.52
PF08264,0.58,0.50,0.08,16.00
PF08265,1.00,1.00,0.00,0.00
PF08266,2.21,2.18,0.03,1.38
PF08271,1.24,1.11,0.13,11.71
PF08282,2.85,2.68,0.17,6.34
PF08285,,,,
PF08286,,,,
PF08288,,,,
PF08292,,,,
PF08293,,,,
PF08294,,,,
PF08295,4.27,3.25,1.02,31.38
PF08311,2.08,2.08,0.00,0.00
PF08312,2.42,2.37,0.05,2.11
PF08313,3.19,2.95,0.24,8.14
PF08314,,,,
PF08315,,,,
PF08318,,,,
PF08320,,,,
PF08321,1.69,1.54,0.15,9.74
PF08324,,,,
PF08326,3.80,3.79,0.01,0.26
PF08327,,,,
PF08332,4.78,4.78,0.00,0.00
PF08336,2.10,1.99,0.11,5.53
PF08337,2.92,2.42,0.50,20.66
PF08338,,,,
PF08344,3.26,3.26,0.00,0.00
PF08347,2.63,2.50,0.13,5.20
PF08351,,,,
PF08355,3.10,2.90,0.20,6.90
PF08356,3.86,3.78,0.08,2.12
PF08357,0.83,0.86,-0.03,-3.49
PF08365,,,,
PF08366,2.52,2.49,0.03,1.20
PF08367,,,,
PF08368,0.77,0.77,0.00,0.00
PF08372,3.51,2.48,1.03,41.53
PF08373,1.31,1.29,0.02,1.55
PF08374,2.34,2.28,0.06,2.63
PF08375,,,,
PF08377,,,,
PF08383,3.14,3.14,0.00,0.00
PF08384,,,,
PF08385,0.83,0.81,0.02,2.47
PF08389,0.59,0.59,0.00,0.00
PF08391,,,,
PF08393,1.39,1.38,0.01,0.72
PF08397,1.42,1.42,0.00,0.00
PF08399,2.22,2.25,-0.03,-1.33
PF08403,2.57,2.52,0.05,1.98
PF08409,2.37,2.28,0.09,3.95
PF08412,4.64,4.54,0.10,2.20
PF08416,1.18,1.18,0.00,0.00
PF08418,,,,
PF08423,1.25,1.03,0.22,21.36
PF08424,,,,
PF08427,,,,
PF08429,2.48,2.47,0.01,0.40
PF08430,1.31,1.32,-0.01,-0.76
PF08433,0.79,0.77,0.02,2.60
PF08434,3.08,3.08,0.00,0.00
PF08441,0.85,0.79,0.06,7.59
PF08442,2.49,2.46,0.03,1.22
PF08443,4.64,4.64,0.00,0.00
PF08444,1.86,1.85,0.01,0.54
PF08447,1.54,1.47,0.07,4.76
PF08449,0.81,0.79,0.02,2.53
PF08450,,,,
PF08451,,,,
PF08454,2.90,2.87,0.03,1.05
PF08466,4.13,4.08,0.05,1.23
PF08473,1.51,1.50,0.01,0.67
PF08474,2.19,2.17,0.02,0.92
PF08477,0.88,0.87,0.01,1.15
PF08487,1.50,1.50,0.00,0.00
PF08490,,,,
PF08491,,,,
PF08492,,,,
PF08499,3.97,3.97,0.00,0.00
PF08504,3.71,3.68,0.03,0.82
PF08506,1.52,1.42,0.10,7.04
PF08510,,,,
PF08511,,,,
PF08512,0.68,0.75,-0.07,-9.33
PF08513,2.03,1.96,0.07,3.57
PF08514,3.97,3.97,0.00,0.00
PF08515,3.52,3.52,0.00,0.00
PF08516,1.78,1.70,0.08,4.71
PF08517,2.02,1.97,0.05,2.54
PF08518,2.40,2.40,0.00,0.00
PF08519,,,,
PF08523,,,,
PF08524,,,,
PF08526,1.44,1.44,0.00,0.00
PF08527,1.98,1.98,0.00,0.00
PF08534,,,,
PF08539,2.80,2.71,0.09,3.32
PF08540,3.40,3.38,0.02,0.59
PF08542,0.51,0.41,0.10,24.39
PF08543,,,,
PF08544,1.24,0.90,0.34,37.78
PF08547,,,,
PF08551,,,,
PF08555,,,,
PF08557,4.51,4.51,0.00,0.00
PF08558,1.19,1.15,0.04,3.48
PF08561,,,,
PF08562,2.95,2.95,0.00,0.00
PF08563,,,,
PF08564,,,,
PF08565,3.54,3.55,-0.01,-0.28
PF08567,,,,
PF08568,,,,
PF08569,4.20,4.16,0.04,0.96
PF08571,,,,
PF08572,,,,
PF08573,,,,
PF08574,,,,
PF08577,,,,
PF08583,0.28,0.28,0.00,0.00
PF08584,,,,
PF08585,1.90,1.90,0.00,0.00
PF08590,,,,
PF08596,3.79,3.23,0.56,17.34
PF08597,,,,
PF08598,1.90,1.03,0.87,84.47
PF08599,,,,
PF08603,4.04,3.99,0.05,1.25
PF08604,,,,
PF08606,,,,
PF08608,5.22,5.20,0.02,0.38
PF08609,,,,
PF08610,,,,
PF08612,,,,
PF08613,0.76,0.65,0.11,16.92
PF08614,1.13,1.13,0.00,0.00
PF08615,,,,
PF08616,5.17,5.18,-0.01,-0.19
PF08617,,,,
PF08620,,,,
PF08621,,,,
PF08623,4.31,4.28,0.03,0.70
PF08625,,,,
PF08626,,-0.62,,
PF08628,1.09,1.06,0.03,2.83
PF08629,,,,
PF08631,,,,
PF08638,,,,
PF08640,,,,
PF08641,,,,
PF08644,,,,
PF08645,,,,
PF08646,1.05,0.92,0.13,14.13
PF08648,,,,
PF08652,,,,
PF08659,,,,
PF08660,,,,
PF08661,,,,
PF08662,0.78,0.78,0.00,0.00
PF08669,1.25,1.12,0.13,11.61
PF08672,,,,
PF08674,4.06,4.06,0.00,0.00
PF08675,,,,
PF08676,0.61,0.54,0.07,12.96
PF08683,3.85,3.85,0.00,0.00
PF08685,3.40,3.40,0.00,0.00
PF08686,2.47,2.50,-0.03,-1.20
PF08687,1.96,1.91,0.05,2.62
PF08688,1.25,1.13,0.12,10.62
PF08694,,,,
PF08695,,,,
PF08696,,,,
PF08698,,,,
PF08699,2.81,2.78,0.03,1.08
PF08700,0.35,0.26,0.09,34.62
PF08701,,,,
PF08702,0.56,0.55,0.01,1.82
PF08703,1.35,1.45,-0.10,-6.90
PF08704,0.65,0.67,-0.02,-2.99
PF08709,2.22,2.20,0.02,0.91
PF08711,1.71,1.71,0.00,0.00
PF08712,,,,
PF08718,1.64,1.58,0.06,3.80
PF08725,2.78,2.78,0.00,0.00
PF08726,2.74,2.74,0.00,0.00
PF08729,4.82,4.73,0.09,1.90
PF08736,1.79,1.68,0.11,6.55
PF08737,,-1.38,,
PF08740,,,,
PF08742,1.94,1.92,0.02,1.04
PF08743,3.38,3.38,0.00,0.00
PF08746,,,,
PF08752,4.19,4.24,-0.05,-1.18
PF08755,0.84,0.67,0.17,25.37
PF08758,1.37,1.29,0.08,6.20
PF08763,2.97,2.95,0.02,0.68
PF08766,1.94,1.91,0.03,1.57
PF08767,,,,
PF08768,,,,
PF08771,,,,
PF08772,,,,
PF08773,,,,
PF08774,,,,
PF08776,3.19,3.05,0.14,4.59
PF08777,0.81,0.81,0.00,0.00
PF08778,3.33,3.33,0.00,0.00
PF08781,3.88,3.87,0.01,0.26
PF08782,2.66,2.66,0.00,0.00
PF08783,,,,
PF08784,2.39,2.31,0.08,3.46
PF08785,,,,
PF08788,4.52,4.50,0.02,0.44
PF08790,,,,
PF08797,,,,
PF08799,1.93,2.00,-0.07,-3.50
PF08801,,,,
PF08806,,,,
PF08815,2.78,2.69,0.09,3.35
PF08824,1.53,1.52,0.01,0.66
PF08825,,,,
PF08826,2.00,2.03,-0.03,-1.48
PF08831,,,,
PF08832,2.05,2.02,0.03,1.49
PF08833,3.69,3.38,0.31,9.17
PF08839,,,,
PF08840,2.94,2.90,0.04,1.38
PF08880,4.09,4.09,0.00,0.00
PF08910,,,,
PF08911,,,,
PF08912,2.66,2.66,0.00,0.00
PF08913,3.40,3.40,0.00,0.00
PF08914,,,,
PF08916,2.23,2.23,0.00,0.00
PF08917,,,,
PF08919,2.11,2.05,0.06,2.93
PF08920,,,,
PF08923,,,,
PF08926,4.09,4.09,0.00,0.00
PF08934,1.84,1.80,0.04,2.22
PF08938,,,,
PF08939,,,,
PF08941,,,,
PF08944,5.03,5.03,0.00,0.00
PF08945,,,,
PF08947,3.53,3.47,0.06,1.73
PF08952,1.80,1.78,0.02,1.12
PF08953,2.45,2.41,0.04,1.66
PF08954,,,,
PF08961,,,,
PF08969,1.74,1.67,0.07,4.19
PF08976,1.98,1.77,0.21,11.86
PF08983,,,,
PF08991,,,,
PF08996,,,,
PF08997,,,,
PF08999,,,,
PF09004,,,,
PF09005,3.95,3.06,0.89,29.08
PF09006,,,,
PF09007,1.99,1.84,0.15,8.15
PF09011,2.20,2.08,0.12,5.77
PF09014,,,,
PF09026,,,,
PF09027,1.21,1.07,0.14,13.08
PF09029,1.43,1.76,-0.33,-18.75
