Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF05741,0.77,0.78,-0.01,-1.28
PF05742,,,,
PF05743,0.78,0.77,0.01,1.30
PF05746,0.49,0.49,0.00,0.00
PF05753,,,,
PF05760,0.31,0.31,0.00,0.00
PF05761,0.48,0.47,0.01,2.13
PF05764,,,,
PF05769,0.50,0.49,0.01,2.04
PF05770,,,,
PF05773,0.25,0.25,0.00,0.00
PF05778,,,,
PF05781,0.61,0.60,0.01,1.67
PF05782,,,,
PF05783,0.58,0.56,0.02,3.57
PF05786,,,,
PF05790,0.40,0.40,0.00,0.00
PF05793,,,,
PF05794,0.70,0.58,0.12,20.69
PF05804,,,,
PF05805,0.47,0.47,0.00,0.00
PF05806,,,,
PF05808,,,,
PF05811,,,,
PF05817,,,,
PF05821,,,,
PF05822,0.80,0.80,0.00,0.00
PF05824,0.91,0.92,-0.01,-1.09
PF05825,0.58,0.57,0.01,1.75
PF05826,0.47,0.62,-0.15,-24.19
PF05827,0.62,0.61,0.01,1.64
PF05831,0.73,0.70,0.03,4.29
PF05832,0.83,0.79,0.04,5.06
PF05833,,,,
PF05835,0.57,0.59,-0.02,-3.39
PF05837,,,,
PF05839,,,,
PF05843,0.54,0.56,-0.02,-3.57
PF05856,,,,
PF05859,,,,
PF05871,,,,
PF05873,,,,
PF05875,0.52,0.53,-0.01,-1.89
PF05881,,,,
PF05889,,,,
PF05890,,,,
PF05891,0.75,0.74,0.01,1.35
PF05902,0.80,0.73,0.07,9.59
PF05903,0.64,0.64,0.00,0.00
PF05907,,,,
PF05914,0.68,0.68,0.00,0.00
PF05915,,,,
PF05916,0.40,0.40,0.00,0.00
PF05918,,,,
PF05920,0.72,0.72,0.00,0.00
PF05922,,,,
PF05923,0.52,0.51,0.01,1.96
PF05924,0.57,0.56,0.01,1.79
PF05934,,,,
PF05937,,,,
PF05956,0.63,0.62,0.01,1.61
PF05958,,,,
PF05964,0.54,0.60,-0.06,-10.00
PF05965,0.50,0.50,0.00,0.00
PF05970,,,,
PF05971,,,,
PF05972,0.68,0.68,0.00,0.00
PF05978,0.59,0.59,0.00,0.00
PF05983,,,,
PF05986,0.35,0.36,-0.01,-2.78
PF05994,0.62,0.62,0.00,0.00
PF05995,,,,
PF05997,0.71,0.83,-0.12,-14.46
PF06001,0.98,0.98,0.00,0.00
PF06003,0.72,0.55,0.17,30.91
PF06008,0.43,0.43,0.00,0.00
PF06009,0.47,0.47,0.00,0.00
PF06012,,,,
PF06017,0.36,0.37,-0.01,-2.70
PF06021,0.65,0.65,0.00,0.00
PF06025,,,,
PF06026,,,,
PF06027,0.59,0.57,0.02,3.51
PF06031,0.61,0.59,0.02,3.39
PF06046,0.46,0.44,0.02,4.55
PF06047,0.98,0.97,0.01,1.03
PF06052,,,,
PF06058,0.84,0.85,-0.01,-1.18
PF06060,0.61,0.61,0.00,0.00
PF06068,0.73,0.73,0.00,0.00
PF06071,,,,
PF06079,,,,
PF06080,,,,
PF06083,0.52,0.54,-0.02,-3.70
PF06087,,,,
PF06090,,,,
PF06093,,,,
PF06094,,,,
PF06098,,,,
PF06102,,,,
PF06105,0.80,0.79,0.01,1.27
PF06110,,,,
PF06113,,,,
PF06119,0.50,0.50,0.00,0.00
PF06121,,,,
PF06140,0.71,0.73,-0.02,-2.74
PF06148,,,,
PF06155,0.63,0.61,0.02,3.28
PF06159,,,,
PF06179,,,,
PF06189,0.84,0.84,0.00,0.00
PF06201,0.62,0.63,-0.01,-1.59
PF06202,,,,
PF06209,,,,
PF06211,,,,
PF06212,,,,
PF06214,,,,
PF06218,0.50,0.50,0.00,0.00
PF06220,0.59,0.58,0.01,1.72
PF06221,,,,
PF06229,,,,
PF06237,0.73,0.81,-0.08,-9.88
PF06239,,,,
PF06244,,,,
PF06246,,,,
PF06248,,,,
PF06268,0.35,0.36,-0.01,-2.78
PF06271,,,,
PF06278,,,,
PF06292,0.29,0.38,-0.09,-23.68
PF06293,,,,
PF06294,0.55,0.55,0.00,0.00
PF06297,0.59,0.57,0.02,3.51
PF06309,0.58,0.56,0.02,3.57
PF06311,0.84,0.84,0.00,0.00
PF06312,0.36,0.34,0.02,5.88
PF06320,,,,
PF06325,0.43,0.40,0.03,7.50
PF06327,0.44,0.43,0.01,2.33
PF06328,0.42,0.43,-0.01,-2.33
PF06331,,,,
PF06333,0.81,0.83,-0.02,-2.41
PF06337,0.27,0.24,0.03,12.50
PF06346,,,,
PF06350,,,,
PF06365,0.51,0.50,0.01,2.00
PF06367,0.46,0.44,0.02,4.55
PF06371,0.32,0.30,0.02,6.67
PF06372,,,,
PF06373,,,,
PF06374,0.93,0.92,0.01,1.09
PF06375,,,,
PF06384,0.68,0.68,0.00,0.00
PF06387,0.61,0.63,-0.02,-3.17
PF06388,0.68,0.64,0.04,6.25
PF06390,,,,
PF06391,,,,
PF06393,,,,
PF06396,,,,
PF06398,0.68,0.67,0.01,1.49
PF06399,,,,
PF06400,,,,
PF06401,,,,
PF06407,0.72,0.71,0.01,1.41
PF06409,0.71,0.36,0.35,97.22
PF06413,,,,
PF06417,,,,
PF06418,0.92,0.92,0.00,0.00
PF06419,,,,
PF06421,,,,
PF06423,,,,
PF06424,,,,
PF06427,0.83,0.83,0.00,0.00
PF06428,0.78,0.84,-0.06,-7.14
PF06432,,,,
PF06444,,,,
PF06446,,,,
PF06448,,,,
PF06455,,,,
PF06456,0.48,0.47,0.01,2.13
PF06459,0.58,0.58,0.00,0.00
PF06461,0.92,0.91,0.01,1.10
PF06462,0.49,0.51,-0.02,-3.92
PF06463,,,,
PF06464,0.53,0.53,0.00,0.00
PF06465,0.93,0.90,0.03,3.33
PF06466,0.86,0.86,0.00,0.00
PF06467,0.30,0.33,-0.03,-9.09
PF06468,0.68,0.68,0.00,0.00
PF06469,0.82,0.83,-0.01,-1.20
PF06470,0.41,0.40,0.01,2.50
PF06472,0.57,0.57,0.00,0.00
PF06473,0.47,0.46,0.01,2.17
PF06479,0.62,0.62,0.00,0.00
PF06480,0.61,0.65,-0.04,-6.15
PF06482,0.79,0.79,0.00,0.00
PF06484,0.39,0.33,0.06,18.18
PF06487,,,,
PF06512,0.40,0.40,0.00,0.00
PF06524,,,,
PF06529,,,,
PF06534,0.72,0.68,0.04,5.88
PF06535,0.68,0.68,0.00,0.00
PF06540,,,,
PF06541,,,,
PF06544,0.47,0.45,0.02,4.44
PF06546,0.61,0.61,0.00,0.00
PF06553,0.77,0.77,0.00,0.00
PF06554,,,,
PF06565,0.39,0.38,0.01,2.63
PF06566,,,,
PF06567,,,,
PF06573,,,,
PF06581,,,,
PF06583,0.69,0.69,0.00,0.00
PF06584,,,,
PF06588,,,,
PF06602,0.36,0.34,0.02,5.88
PF06607,0.70,0.70,0.00,0.00
PF06614,,,,
PF06617,0.45,0.45,0.00,0.00
PF06621,0.60,0.60,0.00,0.00
PF06623,0.80,0.76,0.04,5.26
PF06624,0.94,0.94,0.00,0.00
PF06625,0.77,0.79,-0.02,-2.53
PF06628,,,,
PF06632,,,,
PF06637,,,,
PF06638,0.86,0.86,0.00,0.00
PF06644,,,,
PF06645,,,,
PF06657,0.71,0.71,0.00,0.00
PF06658,,,,
PF06662,,,,
PF06663,0.63,0.60,0.03,5.00
PF06664,0.59,0.58,0.01,1.72
PF06668,0.46,0.46,0.00,0.00
PF06677,,,,
PF06679,0.45,0.45,0.00,0.00
PF06682,,,,
PF06699,,,,
PF06701,0.61,0.61,0.00,0.00
PF06702,0.69,0.68,0.01,1.47
PF06703,,,,
PF06726,,,,
PF06728,,,,
PF06729,,,,
PF06730,,,,
PF06732,,,,
PF06733,0.60,0.60,0.00,0.00
PF06736,0.63,0.63,0.00,0.00
PF06741,0.88,0.88,0.00,0.00
PF06743,0.42,0.42,0.00,0.00
PF06747,0.38,0.39,-0.01,-2.56
PF06752,0.67,0.67,0.00,0.00
PF06758,0.61,0.61,0.00,0.00
PF06762,0.67,0.40,0.27,67.50
PF06773,,,,
PF06775,,,,
PF06777,,,,
PF06783,,,,
PF06784,,,,
PF06789,0.62,0.63,-0.01,-1.59
PF06803,,,,
PF06807,,,,
PF06809,,,,
PF06814,0.42,0.41,0.01,2.44
PF06816,0.63,0.62,0.01,1.61
PF06817,0.98,0.95,0.03,3.16
PF06818,0.45,0.42,0.03,7.14
PF06821,,,,
PF06825,0.69,0.69,0.00,0.00
PF06827,,,,
PF06831,0.63,0.63,0.00,0.00
PF06839,0.46,0.45,0.01,2.22
PF06840,,,,
PF06842,0.66,0.67,-0.01,-1.49
PF06858,,,,
PF06859,0.62,0.62,0.00,0.00
PF06862,,,,
PF06870,,,,
PF06875,,,,
PF06881,0.78,0.80,-0.02,-2.50
PF06883,,,,
PF06886,0.54,0.55,-0.01,-1.82
PF06888,0.70,0.70,0.00,0.00
PF06905,,,,
PF06907,0.64,0.64,0.00,0.00
PF06910,,,,
PF06911,,,,
PF06916,0.65,0.65,0.00,0.00
PF06920,0.35,0.37,-0.02,-5.41
PF06936,,,,
PF06937,,,,
PF06941,0.77,0.77,0.00,0.00
PF06951,0.72,0.71,0.01,1.41
PF06954,0.75,0.75,0.00,0.00
PF06957,,,,
PF06959,,,,
PF06963,,,,
PF06969,,,,
PF06978,,0.50,,
PF06979,0.40,0.39,0.01,2.56
PF06984,,,,
PF06989,,,,
PF06990,0.44,0.44,0.00,0.00
PF06991,,,,
PF07000,,,,
PF07001,0.72,0.73,-0.01,-1.37
PF07002,0.71,0.71,0.00,0.00
PF07004,0.28,0.26,0.02,7.69
PF07010,,,,
PF07019,0.57,0.57,0.00,0.00
PF07034,,,,
PF07035,,,,
PF07039,,,,
PF07047,,,,
PF07051,0.68,0.70,-0.02,-2.86
PF07052,,,,
PF07061,,,,
PF07064,,,,
PF07065,,,,
PF07074,,,,
PF07078,,,,
PF07084,0.65,0.64,0.01,1.56
PF07086,,,,
PF07092,0.61,0.64,-0.03,-4.69
PF07093,,,,
PF07096,,,,
PF07106,,,,
PF07111,,,,
PF07114,0.64,0.64,0.00,0.00
PF07139,0.71,0.71,0.00,0.00
PF07140,,,,
PF07142,0.71,0.72,-0.01,-1.39
PF07145,0.55,0.53,0.02,3.77
PF07147,0.53,0.53,0.00,0.00
PF07156,0.70,0.70,0.00,0.00
PF07159,0.54,0.54,0.00,0.00
PF07160,,,,
PF07162,0.54,0.53,0.01,1.89
PF07163,,,,
PF07175,,,,
PF07177,0.34,0.33,0.01,3.03
PF07189,,,,
PF07192,0.89,0.89,0.00,0.00
PF07200,0.58,0.58,0.00,0.00
PF07213,0.51,0.52,-0.01,-1.92
PF07221,,,,
PF07222,,,,
PF07225,,,,
PF07228,,,,
PF07258,0.34,0.33,0.01,3.03
PF07259,,,,
PF07260,,,,
PF07263,,,,
PF07264,,,,
PF07281,0.93,0.92,0.01,1.09
PF07286,,,,
PF07289,,,,
PF07292,0.55,0.55,0.00,0.00
PF07297,,,,
PF07303,0.55,0.54,0.01,1.85
PF07304,,,,
PF07324,0.98,0.98,0.00,0.00
PF07326,,,,
PF07334,0.59,0.59,0.00,0.00
PF07347,,,,
PF07353,,,,
PF07354,0.69,0.67,0.02,2.99
PF07359,,,,
PF07392,,,,
PF07393,,,,
PF07400,,,,
PF07412,0.58,0.58,0.00,0.00
PF07421,,,,
PF07426,,,,
PF07443,0.70,0.70,0.00,0.00
PF07448,,,,
PF07452,0.48,0.46,0.02,4.35
PF07458,0.59,0.58,0.01,1.72
PF07469,0.56,0.56,0.00,0.00
PF07474,0.52,0.52,0.00,0.00
PF07479,0.89,0.89,0.00,0.00
PF07491,,,,
PF07496,0.49,0.49,0.00,0.00
PF07500,0.51,0.52,-0.01,-1.92
PF07502,0.47,0.45,0.02,4.44
PF07521,0.54,0.52,0.02,3.85
PF07522,0.49,0.44,0.05,11.36
PF07524,0.54,0.54,0.00,0.00
PF07525,0.44,0.43,0.01,2.33
PF07527,0.44,0.38,0.06,15.79
PF07528,0.50,0.64,-0.14,-21.88
PF07529,0.57,0.57,0.00,0.00
PF07531,0.69,0.69,0.00,0.00
PF07533,0.56,0.54,0.02,3.70
PF07534,0.46,0.43,0.03,6.98
PF07535,0.62,0.60,0.02,3.33
PF07539,,,,
PF07540,,,,
PF07541,,,,
PF07542,,,,
PF07544,,,,
PF07545,0.90,0.92,-0.02,-2.17
PF07546,0.51,0.49,0.02,4.08
PF07555,,,,
PF07557,,,,
PF07558,,,,
PF07562,0.51,0.50,0.01,2.00
PF07565,0.42,0.34,0.08,23.53
PF07569,,,,
PF07571,0.63,0.60,0.03,5.00
PF07572,,,,
PF07574,,,,
PF07575,,,,
PF07576,,,,
PF07593,,,,
PF07645,0.25,0.22,0.03,13.64
PF07647,0.22,0.26,-0.04,-15.38
PF07648,0.33,0.27,0.06,22.22
PF07650,,,,
PF07651,0.54,0.54,0.00,0.00
PF07653,0.17,0.17,0.00,0.00
PF07654,0.27,0.25,0.02,8.00
PF07657,0.52,0.51,0.01,1.96
PF07662,0.75,0.76,-0.01,-1.32
PF07670,0.80,0.72,0.08,11.11
PF07677,0.46,0.46,0.00,0.00
PF07678,0.42,0.38,0.04,10.53
PF07679,0.15,0.14,0.01,7.14
PF07684,0.56,0.56,0.00,0.00
PF07686,0.17,0.16,0.01,6.25
PF07687,0.39,0.39,0.00,0.00
PF07690,0.13,0.10,0.03,30.00
PF07691,0.56,0.54,0.02,3.70
PF07693,0.57,0.57,0.00,0.00
PF07699,0.37,0.34,0.03,8.82
PF07700,0.49,0.47,0.02,4.26
PF07701,0.44,0.43,0.01,2.33
PF07703,0.36,0.35,0.01,2.86
PF07706,,,,
PF07707,0.26,0.21,0.05,23.81
PF07710,0.66,0.66,0.00,0.00
PF07711,,,,
PF07713,,,,
PF07714,0.20,0.20,0.00,0.00
PF07716,0.49,0.49,0.00,0.00
PF07717,0.25,0.25,0.00,0.00
PF07718,,,,
PF07719,0.56,0.56,0.00,0.00
PF07722,,,,
PF07724,0.57,0.57,0.00,0.00
PF07728,0.29,0.27,0.02,7.41
PF07731,0.50,0.48,0.02,4.17
PF07732,0.34,0.34,0.00,0.00
PF07738,0.48,0.49,-0.01,-2.04
PF07741,,,,
PF07742,0.61,0.60,0.01,1.67
PF07743,,,,
PF07744,0.38,0.40,-0.02,-5.00
PF07748,0.44,0.45,-0.01,-2.22
PF07749,,,,
PF07757,,,,
PF07763,0.71,0.71,0.00,0.00
PF07766,0.63,0.63,0.00,0.00
PF07767,,,,
PF07773,0.32,0.49,-0.17,-34.69
PF07774,,,,
PF07776,,,,
PF07778,,,,
PF07779,,,,
PF07780,,,,
PF07782,0.47,0.47,0.00,0.00
PF07786,,,,
PF07787,,,,
PF07798,0.77,0.77,0.00,0.00
PF07803,0.55,0.55,0.00,0.00
PF07807,,,,
PF07808,,,,
PF07809,0.68,0.68,0.00,0.00
PF07810,0.56,0.56,0.00,0.00
PF07814,,,,
PF07815,0.71,0.73,-0.02,-2.74
PF07817,,,,
PF07818,,,,
PF07819,,,,
PF07830,0.74,0.74,0.00,0.00
PF07831,,,,
PF07834,,,,
PF07837,0.53,0.53,0.00,0.00
PF07842,0.50,0.50,0.00,0.00
PF07847,,,,
PF07850,,,,
PF07851,0.86,0.86,0.00,0.00
PF07855,,,,
PF07856,0.78,0.78,0.00,0.00
PF07857,,,,
PF07859,0.26,0.24,0.02,8.33
PF07884,0.74,0.74,0.00,0.00
PF07885,0.26,0.25,0.01,4.00
PF07888,0.59,0.59,0.00,0.00
PF07890,,,,
PF07894,0.49,0.49,0.00,0.00
PF07896,,,,
PF07904,,,,
PF07910,0.51,0.45,0.06,13.33
PF07912,,,,
PF07915,0.52,0.52,0.00,0.00
PF07923,0.78,0.81,-0.03,-3.70
PF07926,,,,
PF07928,,,,
PF07933,0.89,0.90,-0.01,-1.11
PF07934,,,,
PF07941,,,,
PF07942,,,,
PF07946,,,,
PF07947,0.67,0.67,0.00,0.00
PF07959,0.57,0.57,0.00,0.00
PF07962,,,,
PF07965,0.43,0.43,0.00,0.00
PF07966,0.65,0.64,0.01,1.56
PF07970,0.53,0.52,0.01,1.92
PF07973,0.44,0.42,0.02,4.76
PF07974,0.49,0.42,0.07,16.67
PF07975,1.00,1.00,0.00,0.00
PF07978,0.54,0.54,0.00,0.00
PF07984,0.80,0.80,0.00,0.00
PF07985,,,,
PF07986,0.55,0.55,0.00,0.00
PF07988,0.77,0.76,0.01,1.32
PF07989,0.79,0.79,0.00,0.00
PF07992,0.30,0.30,0.00,0.00
PF07993,0.81,0.81,0.00,0.00
PF07994,0.50,,,
PF07995,0.60,0.60,0.00,0.00
PF07998,,,,
PF08005,0.54,0.54,0.00,0.00
PF08007,0.69,0.69,0.00,0.00
PF08016,0.34,0.33,0.01,3.03
PF08022,0.49,0.49,0.00,0.00
PF08030,0.51,0.52,-0.01,-1.92
PF08032,,,,
PF08033,0.49,0.50,-0.01,-2.00
PF08035,,,,
PF08038,,,,
PF08039,,,,
PF08040,,,,
PF08043,0.72,0.64,0.08,12.50
PF08059,0.63,0.63,0.00,0.00
PF08061,0.64,0.64,0.00,0.00
PF08062,0.61,0.61,0.00,0.00
PF08063,,,,
PF08064,,,,
PF08065,0.69,0.66,0.03,4.55
PF08066,,,,
PF08067,,,,
PF08068,,,,
PF08069,,,,
PF08070,0.63,0.62,0.01,1.61
PF08071,1.00,1.00,0.00,0.00
PF08072,,,,
PF08073,0.92,0.88,0.04,4.55
PF08074,0.93,0.93,0.00,0.00
PF08075,0.87,0.87,0.00,0.00
PF08079,0.62,0.62,0.00,0.00
PF08080,0.90,0.90,0.00,0.00
PF08081,0.80,0.80,0.00,0.00
PF08082,,,,
PF08083,,,,
PF08084,,,,
PF08122,,,,
PF08123,,,,
PF08127,,,,
PF08142,0.62,0.61,0.01,1.64
PF08143,0.63,0.65,-0.02,-3.08
PF08144,,,,
PF08145,,,,
PF08146,,,,
PF08147,,,,
PF08148,,,,
PF08149,,,,
PF08150,0.64,0.64,0.00,0.00
PF08151,0.65,0.64,0.01,1.56
PF08152,0.73,0.73,0.00,0.00
PF08153,,,,
PF08154,0.58,0.59,-0.01,-1.69
PF08155,,,,
PF08156,0.64,0.64,0.00,0.00
PF08158,,,,
PF08159,0.62,0.62,0.00,0.00
PF08161,,,,
PF08163,,,,
PF08164,,,,
PF08165,0.54,0.49,0.05,10.20
PF08166,0.59,0.58,0.01,1.72
PF08167,,,,
PF08168,,,,
PF08169,0.72,0.72,0.00,0.00
PF08170,,,,
PF08172,,,,
PF08174,0.54,0.54,0.00,0.00
PF08180,0.91,0.98,-0.07,-7.14
PF08190,0.46,0.47,-0.01,-2.13
PF08198,1.00,1.00,0.00,0.00
PF08202,,,,
PF08204,,,,
PF08205,0.23,0.19,0.04,21.05
PF08208,,,,
PF08209,,,,
PF08213,,,,
PF08214,0.93,0.92,0.01,1.09
PF08216,,,,
PF08221,,,,
PF08227,,,,
PF08231,,,,
PF08232,0.81,0.80,0.01,1.25
PF08234,,,,
PF08235,0.86,0.86,0.00,0.00
PF08236,,,,
PF08238,0.25,0.23,0.02,8.70
PF08240,0.35,0.36,-0.01,-2.78
PF08241,0.42,0.38,0.04,10.53
PF08242,0.58,0.58,0.00,0.00
PF08243,,,,
PF08246,0.54,0.54,0.00,0.00
PF08264,0.34,0.34,0.00,0.00
PF08265,0.64,0.64,0.00,0.00
PF08266,0.35,0.35,0.00,0.00
PF08271,0.45,0.43,0.02,4.65
PF08282,0.57,0.48,0.09,18.75
PF08285,,,,
PF08286,,,,
PF08288,,,,
PF08292,,,,
PF08293,,,,
PF08294,,,,
PF08295,0.59,0.59,0.00,0.00
PF08311,0.67,0.67,0.00,0.00
PF08312,0.63,0.64,-0.01,-1.56
PF08313,0.63,0.61,0.02,3.28
PF08314,,,,
PF08315,,,,
PF08318,,,,
PF08320,,,,
PF08321,0.50,0.51,-0.01,-1.96
PF08324,,,,
PF08326,0.85,0.86,-0.01,-1.16
PF08327,,,,
PF08332,0.91,0.91,0.00,0.00
PF08336,0.64,0.63,0.01,1.59
PF08337,0.31,0.59,-0.28,-47.46
PF08338,,,,
PF08344,0.74,0.74,0.00,0.00
PF08347,0.57,0.56,0.01,1.79
PF08351,,,,
PF08355,0.77,0.75,0.02,2.67
PF08356,0.84,0.83,0.01,1.20
PF08357,0.39,0.33,0.06,18.18
PF08365,,,,
PF08366,0.63,0.64,-0.01,-1.56
PF08367,,,,
PF08368,0.41,0.36,0.05,13.89
PF08372,0.66,0.72,-0.06,-8.33
PF08373,0.46,0.44,0.02,4.55
PF08374,0.58,0.58,0.00,0.00
PF08375,,,,
PF08377,,,,
PF08383,0.76,0.76,0.00,0.00
PF08384,,,,
PF08385,0.28,0.27,0.01,3.70
PF08389,0.33,0.33,0.00,0.00
PF08391,,,,
PF08393,0.39,0.38,0.01,2.63
PF08397,0.51,0.51,0.00,0.00
PF08399,0.60,0.60,0.00,0.00
PF08403,0.61,0.57,0.04,7.02
PF08409,0.60,0.56,0.04,7.14
PF08412,0.89,0.90,-0.01,-1.11
PF08416,0.44,0.43,0.01,2.33
PF08418,,,,
PF08423,0.37,0.34,0.03,8.82
PF08424,,,,
PF08427,,,,
PF08429,0.68,0.67,0.01,1.49
PF08430,0.52,0.51,0.01,1.96
PF08433,0.54,0.54,0.00,0.00
PF08434,0.73,0.73,0.00,0.00
PF08441,0.32,0.28,0.04,14.29
PF08442,0.75,0.75,0.00,0.00
PF08443,0.90,0.91,-0.01,-1.10
PF08444,0.60,0.60,0.00,0.00
PF08447,0.41,0.42,-0.01,-2.38
PF08449,0.47,0.46,0.01,2.17
PF08450,,,,
PF08451,,,,
PF08454,0.64,0.63,0.01,1.59
PF08466,0.84,0.85,-0.01,-1.18
PF08473,0.50,0.50,0.00,0.00
PF08474,0.45,0.45,0.00,0.00
PF08477,0.44,0.43,0.01,2.33
PF08487,0.53,0.53,0.00,0.00
PF08490,,,,
PF08491,,,,
PF08492,,,,
PF08499,0.87,0.87,0.00,0.00
PF08504,0.77,0.77,0.00,0.00
PF08506,0.49,0.48,0.01,2.08
PF08510,,,,
PF08511,,,,
PF08512,0.59,0.59,0.00,0.00
PF08513,0.55,0.55,0.00,0.00
PF08514,0.81,0.84,-0.03,-3.57
PF08515,0.80,0.78,0.02,2.56
PF08516,0.39,0.37,0.02,5.41
PF08517,0.61,0.61,0.00,0.00
PF08518,0.63,0.63,0.00,0.00
PF08519,,,,
PF08523,,,,
PF08524,,,,
PF08526,0.54,0.54,0.00,0.00
PF08527,0.60,0.60,0.00,0.00
PF08534,,,,
PF08539,0.75,0.73,0.02,2.74
PF08540,0.81,0.81,0.00,0.00
PF08542,0.47,0.46,0.01,2.17
PF08543,,,,
PF08544,0.46,0.44,0.02,4.55
PF08547,,,,
PF08551,,,,
PF08555,,,,
PF08557,0.89,0.89,0.00,0.00
PF08558,0.62,0.62,0.00,0.00
PF08561,,,,
PF08562,0.71,0.71,0.00,0.00
PF08563,,,,
PF08564,,,,
PF08565,0.80,0.78,0.02,2.56
PF08567,,,,
PF08568,,,,
PF08569,0.90,0.90,0.00,0.00
PF08571,,,,
PF08572,,,,
PF08573,,,,
PF08574,,,,
PF08577,,,,
PF08583,0.57,0.57,0.00,0.00
PF08584,,,,
PF08585,0.60,0.57,0.03,5.26
PF08590,,,,
PF08596,0.68,0.65,0.03,4.62
PF08597,,,,
PF08598,0.61,0.49,0.12,24.49
PF08599,,,,
PF08603,0.85,0.86,-0.01,-1.16
PF08604,,,,
PF08606,,,,
PF08608,0.98,0.98,0.00,0.00
PF08609,,,,
PF08610,,,,
PF08612,,,,
PF08613,0.55,0.54,0.01,1.85
PF08614,0.64,0.64,0.00,0.00
PF08615,,,,
PF08616,1.00,1.00,0.00,0.00
PF08617,,,,
PF08620,,,,
PF08621,,,,
PF08623,0.90,0.90,0.00,0.00
PF08625,,,,
PF08626,,0.50,,
PF08628,0.50,0.50,0.00,0.00
PF08629,,,,
PF08631,,,,
PF08638,,,,
PF08640,,,,
PF08641,,,,
PF08644,,,,
PF08645,,,,
PF08646,0.57,0.56,0.01,1.79
PF08648,,,,
PF08652,,,,
PF08659,,,,
PF08660,,,,
PF08661,,,,
PF08662,0.59,0.59,0.00,0.00
PF08669,0.47,0.46,0.01,2.17
PF08672,,,,
PF08674,0.80,0.80,0.00,0.00
PF08675,,,,
PF08676,0.57,0.56,0.01,1.79
PF08683,0.84,0.84,0.00,0.00
PF08685,0.79,0.79,0.00,0.00
PF08686,0.50,0.44,0.06,13.64
PF08687,0.59,0.55,0.04,7.27
PF08688,0.50,0.48,0.02,4.17
PF08694,,,,
PF08695,,,,
PF08696,,,,
PF08698,,,,
PF08699,0.69,0.68,0.01,1.47
PF08700,0.56,0.56,0.00,0.00
PF08701,,,,
PF08702,0.47,0.47,0.00,0.00
PF08703,0.57,0.60,-0.03,-5.00
PF08704,0.58,0.58,0.00,0.00
PF08709,0.56,0.57,-0.01,-1.75
PF08711,0.48,0.47,0.01,2.13
PF08712,,,,
PF08718,0.55,0.54,0.01,1.85
PF08725,0.64,0.63,0.01,1.59
PF08726,0.66,0.65,0.01,1.54
PF08729,0.93,0.93,0.00,0.00
PF08736,0.50,0.51,-0.01,-1.96
PF08737,0.50,0.50,0.00,0.00
PF08740,,,,
PF08742,0.37,0.33,0.04,12.12
PF08743,0.79,0.79,0.00,0.00
PF08746,,,,
PF08752,0.88,0.87,0.01,1.15
PF08755,0.57,0.57,0.00,0.00
PF08758,0.44,0.43,0.01,2.33
PF08763,0.69,0.68,0.01,1.47
PF08766,0.60,0.59,0.01,1.69
PF08767,,,,
PF08768,,,,
PF08771,,,,
PF08772,,,,
PF08773,,,,
PF08774,,,,
PF08776,0.77,0.75,0.02,2.67
PF08777,0.60,0.60,0.00,0.00
PF08778,0.82,0.82,0.00,0.00
PF08781,0.86,0.86,0.00,0.00
PF08782,0.64,0.64,0.00,0.00
PF08783,,,,
PF08784,0.62,0.60,0.02,3.33
PF08785,,,,
PF08788,0.87,0.88,-0.01,-1.14
PF08790,,,,
PF08797,,,,
PF08799,0.75,0.76,-0.01,-1.32
PF08801,,,,
PF08806,0.62,0.62,0.00,0.00
PF08815,0.73,0.73,0.00,0.00
PF08824,0.59,0.59,0.00,0.00
PF08825,,,,
PF08826,0.61,0.62,-0.01,-1.61
PF08831,,,,
PF08832,0.59,0.59,0.00,0.00
PF08833,0.78,0.76,0.02,2.63
PF08839,,,,
PF08840,0.72,0.71,0.01,1.41
PF08880,0.90,0.90,0.00,0.00
PF08910,,,,
PF08911,,,,
PF08912,0.78,0.78,0.00,0.00
PF08913,0.84,0.84,0.00,0.00
PF08914,,,,
PF08916,0.68,0.67,0.01,1.49
PF08917,,,,
PF08919,0.70,0.70,0.00,0.00
PF08920,,,,
PF08923,,,,
PF08926,0.86,0.85,0.01,1.18
PF08934,0.60,0.59,0.01,1.69
PF08938,,,,
PF08939,,,,
PF08941,,,,
PF08944,1.00,1.00,0.00,0.00
PF08945,,,,
PF08947,0.82,0.78,0.04,5.13
PF08952,0.66,0.66,0.00,0.00
PF08953,0.62,0.61,0.01,1.64
PF08954,,,,
PF08961,,,,
PF08969,0.62,0.60,0.02,3.33
PF08976,0.47,0.47,0.00,0.00
PF08983,,,,
PF08991,,,,
PF08996,,,,
PF08997,,,,
PF08999,,,,
PF09004,,,,
PF09005,0.65,0.62,0.03,4.84
PF09006,,,,
PF09007,0.67,0.43,0.24,55.81
PF09011,0.54,0.49,0.05,10.20
PF09014,,,,
PF09026,,,,
PF09027,0.61,0.60,0.01,1.67
PF09029,0.59,0.54,0.05,9.26
PF09030,0.71,0.72,-0.01,-1.39
PF09032,,,,
PF09033,,,,
PF09034,,,,
PF09036,,,,
PF09038,,,,
PF09040,,,,
PF09041,,,,
