Pfam_code,HMMER_conservation,FULL_conservation,HMMER_vs_FULL_conservation_diff,HMMER_vs_FULL_conservation_%_improvement
PF15029,1.00,1.00,0.00,0.00
PF15030,1.00,1.00,0.00,0.00
PF15031,1.00,1.00,0.00,0.00
PF15032,1.00,1.00,0.00,0.00
PF15033,1.00,1.00,0.00,0.00
PF15034,1.00,1.00,0.00,0.00
PF15035,0.59,0.59,0.00,0.00
PF15036,1.00,1.00,0.00,0.00
PF15037,0.47,0.47,0.00,0.00
PF15038,1.00,1.00,0.00,0.00
PF15039,1.00,1.00,0.00,0.00
PF15040,0.83,0.83,0.00,0.00
PF15042,1.00,1.00,0.00,0.00
PF15043,1.00,1.00,0.00,0.00
PF15044,1.00,1.00,0.00,0.00
PF15045,0.59,0.59,0.00,0.00
PF15046,1.00,1.00,0.00,0.00
PF15047,0.55,0.56,-0.01,-1.79
PF15048,1.00,1.00,0.00,0.00
PF15049,1.00,1.00,0.00,0.00
PF15050,1.00,1.00,0.00,0.00
PF15051,0.70,0.70,0.00,0.00
PF15052,1.00,1.00,0.00,0.00
PF15053,1.00,1.00,0.00,0.00
PF15054,0.63,0.63,0.00,0.00
PF15055,1.00,1.00,0.00,0.00
PF15056,0.67,0.67,0.00,0.00
PF15057,0.62,0.62,0.00,0.00
PF15058,0.59,0.30,0.29,96.67
PF15059,0.76,0.76,0.00,0.00
PF15060,0.61,0.61,0.00,0.00
PF15061,1.00,1.00,0.00,0.00
PF15062,1.00,1.00,0.00,0.00
PF15063,0.65,0.65,0.00,0.00
PF15064,1.00,1.00,0.00,0.00
PF15065,1.00,1.00,0.00,0.00
PF15066,1.00,0.50,0.50,100.00
PF15067,0.71,0.71,0.00,0.00
PF15068,0.70,0.70,0.00,0.00
PF15069,0.70,0.70,0.00,0.00
PF15070,0.21,0.20,0.01,5.00
PF15071,1.00,1.00,0.00,0.00
PF15072,1.00,1.00,0.00,0.00
PF15076,1.00,1.00,0.00,0.00
PF15077,0.50,0.50,0.00,0.00
PF15078,1.00,0.50,0.50,100.00
PF15079,1.00,1.00,0.00,0.00
PF15080,1.00,1.00,0.00,0.00
PF15081,1.00,1.00,0.00,0.00
PF15083,1.00,0.64,0.36,56.25
PF15084,1.00,1.00,0.00,0.00
PF15085,1.00,1.00,0.00,0.00
PF15086,1.00,1.00,0.00,0.00
PF15087,1.00,1.00,0.00,0.00
PF15088,1.00,1.00,0.00,0.00
PF15090,1.00,1.00,0.00,0.00
PF15091,1.00,1.00,0.00,0.00
PF15092,1.00,1.00,0.00,0.00
PF15095,1.00,1.00,0.00,0.00
PF15096,1.00,1.00,0.00,0.00
PF15097,1.00,1.00,0.00,0.00
PF15098,1.00,1.00,0.00,0.00
PF15099,1.00,1.00,0.00,0.00
PF15100,1.00,1.00,0.00,0.00
PF15101,1.00,1.00,0.00,0.00
PF15102,1.00,1.00,0.00,0.00
PF15103,1.00,1.00,0.00,0.00
PF15105,1.00,1.00,0.00,0.00
PF15106,1.00,1.00,0.00,0.00
PF15107,0.64,0.64,0.00,0.00
PF15108,1.00,1.00,0.00,0.00
PF15109,1.00,1.00,0.00,0.00
PF15110,1.00,1.00,0.00,0.00
PF15111,1.00,1.00,0.00,0.00
PF15112,1.00,1.00,0.00,0.00
PF15113,1.00,1.00,0.00,0.00
PF15115,1.00,1.00,0.00,0.00
PF15116,1.00,1.00,0.00,0.00
PF15117,1.00,1.00,0.00,0.00
PF15118,0.89,0.89,0.00,0.00
PF15119,1.00,1.00,0.00,0.00
PF15120,1.00,1.00,0.00,0.00
PF15121,1.00,1.00,0.00,0.00
PF15122,1.00,1.00,0.00,0.00
PF15124,1.00,1.00,0.00,0.00
PF15125,0.75,0.75,0.00,0.00
PF15127,1.00,1.00,0.00,0.00
PF15128,1.00,1.00,0.00,0.00
PF15129,0.71,0.71,0.00,0.00
PF15130,1.00,1.00,0.00,0.00
PF15132,1.00,1.00,0.00,0.00
PF15133,1.00,1.00,0.00,0.00
PF15135,1.00,1.00,0.00,0.00
PF15136,1.00,1.00,0.00,0.00
PF15138,1.00,1.00,0.00,0.00
PF15141,1.00,1.00,0.00,0.00
PF15142,1.00,1.00,0.00,0.00
PF15143,0.59,0.59,0.00,0.00
PF15144,1.00,1.00,0.00,0.00
PF15145,1.00,1.00,0.00,0.00
PF15146,1.00,1.00,0.00,0.00
PF15147,1.00,1.00,0.00,0.00
PF15148,1.00,1.00,0.00,0.00
PF15149,1.00,1.00,0.00,0.00
PF15150,1.00,1.00,0.00,0.00
PF15151,1.00,1.00,0.00,0.00
PF15152,1.00,1.00,0.00,0.00
PF15153,1.00,1.00,0.00,0.00
PF15155,0.94,0.94,0.00,0.00
PF15156,1.00,1.00,0.00,0.00
PF15157,1.00,0.81,0.19,23.46
PF15159,1.00,1.00,0.00,0.00
PF15160,1.00,1.00,0.00,0.00
PF15162,1.00,1.00,0.00,0.00
PF15163,1.00,1.00,0.00,0.00
PF15164,1.00,1.00,0.00,0.00
PF15165,1.00,1.00,0.00,0.00
PF15167,1.00,1.00,0.00,0.00
PF15168,1.00,1.00,0.00,0.00
PF15169,1.00,1.00,0.00,0.00
PF15170,0.82,0.82,0.00,0.00
PF15171,1.00,1.00,0.00,0.00
PF15172,1.00,1.00,0.00,0.00
PF15173,0.64,0.64,0.00,0.00
PF15174,1.00,1.00,0.00,0.00
PF15175,1.00,1.00,0.00,0.00
PF15176,1.00,1.00,0.00,0.00
PF15177,0.76,0.76,0.00,0.00
PF15179,1.00,1.00,0.00,0.00
PF15180,0.66,0.66,0.00,0.00
PF15182,1.00,1.00,0.00,0.00
PF15183,0.67,0.67,0.00,0.00
PF15184,1.00,1.00,0.00,0.00
PF15185,1.00,1.00,0.00,0.00
PF15186,0.68,0.68,0.00,0.00
PF15187,1.00,1.00,0.00,0.00
PF15188,1.00,1.00,0.00,0.00
PF15189,1.00,1.00,0.00,0.00
PF15191,1.00,1.00,0.00,0.00
PF15192,1.00,1.00,0.00,0.00
PF15193,0.87,0.89,-0.02,-2.25
PF15194,0.93,1.00,-0.07,-7.00
PF15195,1.00,1.00,0.00,0.00
PF15196,1.00,1.00,0.00,0.00
PF15198,1.00,1.00,0.00,0.00
PF15199,1.00,1.00,0.00,0.00
PF15200,1.00,1.00,0.00,0.00
PF15201,1.00,1.00,0.00,0.00
PF15202,1.00,1.00,0.00,0.00
PF15203,1.00,1.00,0.00,0.00
PF15204,1.00,1.00,0.00,0.00
PF15205,1.00,1.00,0.00,0.00
PF15206,0.93,0.93,0.00,0.00
PF15207,1.00,1.00,0.00,0.00
PF15208,1.00,1.00,0.00,0.00
PF15209,1.00,1.00,0.00,0.00
PF15210,1.00,1.00,0.00,0.00
PF15211,1.00,1.00,0.00,0.00
PF15212,1.00,0.52,0.48,92.31
PF15213,1.00,1.00,0.00,0.00
PF15214,1.00,1.00,0.00,0.00
PF15215,1.00,1.00,0.00,0.00
PF15216,1.00,1.00,0.00,0.00
PF15218,1.00,1.00,0.00,0.00
PF15219,1.00,1.00,0.00,0.00
PF15220,1.00,1.00,0.00,0.00
PF15221,1.00,1.00,0.00,0.00
PF15223,0.54,0.54,0.00,0.00
PF15224,1.00,1.00,0.00,0.00
PF15225,1.00,1.00,0.00,0.00
PF15226,1.00,1.00,0.00,0.00
PF15227,0.54,0.54,0.00,0.00
PF15228,0.67,0.67,0.00,0.00
PF15229,0.43,0.43,0.00,0.00
PF15230,0.72,0.72,0.00,0.00
PF15231,0.97,0.63,0.34,53.97
PF15232,0.60,0.61,-0.01,-1.64
PF15233,0.67,0.52,0.15,28.85
PF15234,1.00,1.00,0.00,0.00
PF15235,0.59,0.61,-0.02,-3.28
PF15236,1.00,1.00,0.00,0.00
PF15237,0.57,0.57,0.00,0.00
PF15238,0.81,0.56,0.25,44.64
PF15240,0.51,0.51,0.00,0.00
PF15241,0.69,0.70,-0.01,-1.43
PF15242,0.57,0.57,0.00,0.00
PF15243,1.00,1.00,0.00,0.00
PF15244,1.00,1.00,0.00,0.00
PF15245,1.00,1.00,0.00,0.00
PF15246,0.65,0.65,0.00,0.00
PF15247,1.00,1.00,0.00,0.00
PF15248,0.66,0.67,-0.01,-1.49
PF15249,0.81,0.81,0.00,0.00
PF15250,0.65,0.65,0.00,0.00
PF15252,0.62,0.63,-0.01,-1.59
PF15253,1.00,1.00,0.00,0.00
PF15254,1.00,1.00,0.00,0.00
PF15255,0.76,0.72,0.04,5.56
PF15256,0.61,0.61,0.00,0.00
PF15257,1.00,1.00,0.00,0.00
PF15258,0.39,0.57,-0.18,-31.58
PF15259,0.58,0.58,0.00,0.00
PF15260,0.78,0.78,0.00,0.00
PF15261,1.00,1.00,0.00,0.00
PF15262,0.50,0.49,0.01,2.04
PF15264,1.00,1.00,0.00,0.00
PF15265,0.61,0.61,0.00,0.00
PF15266,0.60,0.60,0.00,0.00
PF15268,0.34,0.34,0.00,0.00
PF15269,0.89,0.87,0.02,2.30
PF15273,0.28,0.36,-0.08,-22.22
PF15274,1.00,1.00,0.00,0.00
PF15275,0.53,0.51,0.02,3.92
PF15276,0.68,0.68,0.00,0.00
PF15277,0.60,0.59,0.01,1.69
PF15279,0.59,0.58,0.01,1.72
PF15280,1.00,1.00,0.00,0.00
PF15281,1.00,1.00,0.00,0.00
PF15282,0.70,0.70,0.00,0.00
PF15285,1.00,1.00,0.00,0.00
PF15288,0.90,0.90,0.00,0.00
PF15289,1.00,1.00,0.00,0.00
PF15290,0.74,0.74,0.00,0.00
PF15291,1.00,1.00,0.00,0.00
PF15292,1.00,1.00,0.00,0.00
PF15293,1.00,1.00,0.00,0.00
PF15294,1.00,1.00,0.00,0.00
PF15295,1.00,1.00,0.00,0.00
PF15296,1.00,1.00,0.00,0.00
PF15297,0.42,0.42,0.00,0.00
PF15298,0.56,0.56,0.00,0.00
PF15299,1.00,1.00,0.00,0.00
PF15300,0.82,0.83,-0.01,-1.20
PF15301,0.66,0.46,0.20,43.48
PF15302,1.00,1.00,0.00,0.00
PF15303,1.00,1.00,0.00,0.00
PF15304,0.38,0.38,0.00,0.00
PF15305,1.00,1.00,0.00,0.00
PF15306,1.00,1.00,0.00,0.00
PF15307,1.00,1.00,0.00,0.00
PF15308,0.54,0.54,0.00,0.00
PF15309,0.56,0.56,0.00,0.00
PF15310,1.00,1.00,0.00,0.00
PF15311,1.00,1.00,0.00,0.00
PF15312,1.00,1.00,0.00,0.00
PF15313,0.77,0.77,0.00,0.00
PF15314,1.00,1.00,0.00,0.00
PF15315,0.97,0.97,0.00,0.00
PF15316,0.59,0.58,0.01,1.72
PF15317,0.48,0.48,0.00,0.00
PF15318,1.00,1.00,0.00,0.00
PF15319,1.00,1.00,0.00,0.00
PF15320,1.00,1.00,0.00,0.00
PF15321,0.67,0.65,0.02,3.08
PF15322,1.00,1.00,0.00,0.00
PF15323,1.00,1.00,0.00,0.00
PF15324,1.00,1.00,0.00,0.00
PF15325,1.00,1.00,0.00,0.00
PF15326,0.58,0.59,-0.01,-1.69
PF15327,0.66,0.66,0.00,0.00
PF15328,1.00,1.00,0.00,0.00
PF15330,0.52,0.52,0.00,0.00
PF15331,1.00,1.00,0.00,0.00
PF15332,1.00,1.00,0.00,0.00
PF15333,1.00,1.00,0.00,0.00
PF15334,1.00,1.00,0.00,0.00
PF15335,1.00,1.00,0.00,0.00
PF15336,0.64,0.65,-0.01,-1.54
PF15337,0.81,0.81,0.00,0.00
PF15338,1.00,1.00,0.00,0.00
PF15339,1.00,1.00,0.00,0.00
PF15340,1.00,1.00,0.00,0.00
PF15342,0.73,0.75,-0.02,-2.67
PF15343,1.00,1.00,0.00,0.00
PF15344,0.61,0.61,0.00,0.00
PF15345,1.00,1.00,0.00,0.00
PF15346,1.00,1.00,0.00,0.00
PF15347,1.00,1.00,0.00,0.00
PF15348,1.00,1.00,0.00,0.00
PF15349,1.00,1.00,0.00,0.00
PF15350,1.00,0.52,0.48,92.31
PF15351,1.00,1.00,0.00,0.00
PF15352,1.00,1.00,0.00,0.00
PF15353,1.00,1.00,0.00,0.00
PF15354,1.00,1.00,0.00,0.00
PF15355,1.00,1.00,0.00,0.00
PF15356,1.00,1.00,0.00,0.00
PF15357,1.00,1.00,0.00,0.00
PF15358,1.00,1.00,0.00,0.00
PF15359,1.00,1.00,0.00,0.00
PF15360,1.00,1.00,0.00,0.00
PF15361,1.00,1.00,0.00,0.00
PF15362,1.00,1.00,0.00,0.00
PF15363,1.00,1.00,0.00,0.00
PF15364,1.00,1.00,0.00,0.00
PF15365,0.97,0.97,0.00,0.00
PF15366,1.00,1.00,0.00,0.00
PF15367,1.00,1.00,0.00,0.00
PF15368,1.00,1.00,0.00,0.00
PF15369,1.00,1.00,0.00,0.00
PF15370,1.00,1.00,0.00,0.00
PF15371,0.73,0.75,-0.02,-2.67
PF15372,1.00,1.00,0.00,0.00
PF15374,0.56,0.38,0.18,47.37
PF15376,1.00,1.00,0.00,0.00
PF15377,1.00,1.00,0.00,0.00
PF15378,0.69,0.69,0.00,0.00
PF15379,1.00,1.00,0.00,0.00
PF15380,1.00,1.00,0.00,0.00
PF15382,1.00,1.00,0.00,0.00
PF15383,1.00,1.00,0.00,0.00
PF15384,1.00,1.00,0.00,0.00
PF15385,0.52,0.52,0.00,0.00
PF15386,0.89,0.89,0.00,0.00
PF15387,1.00,1.00,0.00,0.00
PF15388,0.70,0.70,0.00,0.00
PF15389,1.00,1.00,0.00,0.00
PF15390,1.00,1.00,0.00,0.00
PF15391,1.00,1.00,0.00,0.00
PF15392,1.00,1.00,0.00,0.00
PF15393,1.00,1.00,0.00,0.00
PF15394,1.00,1.00,0.00,0.00
PF15395,1.00,1.00,0.00,0.00
PF15396,1.00,1.00,0.00,0.00
PF15397,1.00,1.00,0.00,0.00
PF15399,1.00,1.00,0.00,0.00
PF15409,0.68,0.68,0.00,0.00
PF15410,0.56,0.55,0.01,1.82
PF15412,0.76,0.73,0.03,4.11
PF15419,1.00,1.00,0.00,0.00
PF15423,0.82,0.82,0.00,0.00
PF15424,1.00,1.00,0.00,0.00
PF15427,1.00,1.00,0.00,0.00
PF15429,1.00,1.00,0.00,0.00
PF15431,1.00,1.00,0.00,0.00
PF15433,1.00,1.00,0.00,0.00
PF15435,1.00,1.00,0.00,0.00
PF15439,0.60,0.60,0.00,0.00
PF15440,0.53,0.52,0.01,1.92
PF15441,0.99,0.99,0.00,0.00
PF15442,1.00,1.00,0.00,0.00
PF15443,1.00,1.00,0.00,0.00
PF15444,1.00,0.53,0.47,88.68
PF15449,1.00,1.00,0.00,0.00
PF15450,1.00,1.00,0.00,0.00
PF15451,1.00,1.00,0.00,0.00
PF15452,0.59,0.59,0.00,0.00
PF15453,0.50,0.50,0.00,0.00
PF15454,1.00,1.00,0.00,0.00
PF15455,1.00,1.00,0.00,0.00
PF15462,1.00,1.00,0.00,0.00
PF15464,1.00,1.00,0.00,0.00
PF15465,1.00,1.00,0.00,0.00
PF15466,1.00,1.00,0.00,0.00
PF15467,1.00,1.00,0.00,0.00
PF15468,1.00,1.00,0.00,0.00
PF15469,1.00,1.00,0.00,0.00
PF15470,1.00,1.00,0.00,0.00
PF15471,1.00,1.00,0.00,0.00
PF15472,1.00,1.00,0.00,0.00
PF15473,1.00,1.00,0.00,0.00
PF15475,1.00,1.00,0.00,0.00
PF15476,1.00,1.00,0.00,0.00
PF15477,0.54,0.54,0.00,0.00
PF15478,1.00,1.00,0.00,0.00
PF15479,1.00,1.00,0.00,0.00
PF15480,1.00,0.50,0.50,100.00
PF15482,1.00,1.00,0.00,0.00
PF15483,1.00,1.00,0.00,0.00
PF15484,1.00,1.00,0.00,0.00
PF15485,1.00,1.00,0.00,0.00
PF15486,1.00,1.00,0.00,0.00
PF15487,0.94,0.93,0.01,1.08
PF15488,1.00,1.00,0.00,0.00
PF15489,1.00,1.00,0.00,0.00
PF15490,1.00,1.00,0.00,0.00
PF15492,1.00,1.00,0.00,0.00
PF15494,0.41,0.42,-0.01,-2.38
PF15497,1.00,1.00,0.00,0.00
PF15498,1.00,1.00,0.00,0.00
PF15499,1.00,1.00,0.00,0.00
PF15501,1.00,1.00,0.00,0.00
PF15502,1.00,1.00,0.00,0.00
PF15503,1.00,1.00,0.00,0.00
PF15504,1.00,1.00,0.00,0.00
PF15505,1.00,1.00,0.00,0.00
PF15506,1.00,1.00,0.00,0.00
PF15508,0.59,0.60,-0.01,-1.67
PF15509,1.00,1.00,0.00,0.00
PF15510,1.00,1.00,0.00,0.00
PF15511,0.56,0.57,-0.01,-1.75
PF15512,1.00,1.00,0.00,0.00
PF15519,0.69,0.68,0.01,1.47
PF15539,1.00,1.00,0.00,0.00
PF15546,1.00,1.00,0.00,0.00
PF15547,1.00,1.00,0.00,0.00
PF15549,0.62,0.62,0.00,0.00
PF15550,1.00,1.00,0.00,0.00
PF15551,1.00,1.00,0.00,0.00
PF15552,1.00,1.00,0.00,0.00
PF15553,1.00,1.00,0.00,0.00
PF15554,1.00,1.00,0.00,0.00
PF15555,1.00,1.00,0.00,0.00
PF15556,1.00,1.00,0.00,0.00
PF15557,1.00,1.00,0.00,0.00
PF15558,0.62,0.62,0.00,0.00
PF15559,1.00,1.00,0.00,0.00
PF15576,1.00,1.00,0.00,0.00
PF15578,1.00,1.00,0.00,0.00
PF15612,0.45,0.46,-0.01,-2.17
PF15613,0.50,0.39,0.11,28.21
PF15619,0.72,0.72,0.00,0.00
PF15620,1.00,1.00,0.00,0.00
PF15621,0.71,0.72,-0.01,-1.39
PF15622,1.00,1.00,0.00,0.00
PF15623,0.94,0.93,0.01,1.08
PF15625,0.71,0.71,0.00,0.00
PF15627,1.00,1.00,0.00,0.00
PF15630,1.00,1.00,0.00,0.00
PF15632,1.00,1.00,0.00,0.00
PF15636,0.85,0.84,0.01,1.19
PF15661,1.00,1.00,0.00,0.00
PF15662,1.00,1.00,0.00,0.00
PF15663,0.54,0.53,0.01,1.89
PF15664,1.00,1.00,0.00,0.00
PF15665,0.63,0.64,-0.01,-1.56
PF15666,0.69,0.69,0.00,0.00
PF15668,1.00,1.00,0.00,0.00
PF15669,1.00,1.00,0.00,0.00
PF15670,0.56,0.56,0.00,0.00
PF15671,1.00,1.00,0.00,0.00
PF15672,1.00,1.00,0.00,0.00
PF15673,1.00,1.00,0.00,0.00
PF15674,1.00,1.00,0.00,0.00
PF15675,1.00,1.00,0.00,0.00
PF15676,1.00,1.00,0.00,0.00
PF15677,1.00,1.00,0.00,0.00
PF15678,1.00,1.00,0.00,0.00
PF15679,1.00,1.00,0.00,0.00
PF15680,1.00,1.00,0.00,0.00
PF15681,1.00,1.00,0.00,0.00
PF15682,1.00,1.00,0.00,0.00
PF15683,1.00,1.00,0.00,0.00
PF15684,1.00,1.00,0.00,0.00
PF15685,1.00,1.00,0.00,0.00
PF15686,1.00,1.00,0.00,0.00
PF15687,1.00,1.00,0.00,0.00
PF15688,1.00,1.00,0.00,0.00
PF15689,1.00,1.00,0.00,0.00
PF15690,1.00,1.00,0.00,0.00
PF15692,0.59,0.62,-0.03,-4.84
PF15693,1.00,1.00,0.00,0.00
PF15694,1.00,1.00,0.00,0.00
PF15695,0.90,0.90,0.00,0.00
PF15696,0.71,0.71,0.00,0.00
PF15702,1.00,1.00,0.00,0.00
PF15703,0.50,0.50,0.00,0.00
PF15705,0.66,0.65,0.01,1.54
PF15706,0.66,0.66,0.00,0.00
PF15707,1.00,1.00,0.00,0.00
PF15708,0.91,0.92,-0.01,-1.09
PF15709,1.00,1.00,0.00,0.00
PF15710,1.00,1.00,0.00,0.00
PF15711,0.49,0.49,0.00,0.00
PF15712,1.00,1.00,0.00,0.00
PF15713,1.00,1.00,0.00,0.00
PF15715,1.00,1.00,0.00,0.00
PF15717,1.00,1.00,0.00,0.00
PF15718,1.00,1.00,0.00,0.00
PF15721,1.00,1.00,0.00,0.00
PF15722,0.41,0.41,0.00,0.00
PF15724,1.00,1.00,0.00,0.00
PF15725,1.00,1.00,0.00,0.00
PF15726,1.00,1.00,0.00,0.00
PF15727,1.00,1.00,0.00,0.00
PF15728,1.00,1.00,0.00,0.00
PF15730,1.00,1.00,0.00,0.00
PF15732,1.00,1.00,0.00,0.00
PF15733,0.59,0.58,0.01,1.72
PF15734,1.00,1.00,0.00,0.00
PF15735,0.43,0.44,-0.01,-2.27
PF15736,1.00,1.00,0.00,0.00
PF15737,0.61,0.60,0.01,1.67
PF15739,0.51,0.51,0.00,0.00
PF15740,1.00,1.00,0.00,0.00
PF15741,1.00,1.00,0.00,0.00
PF15742,1.00,1.00,0.00,0.00
PF15743,1.00,1.00,0.00,0.00
PF15744,1.00,1.00,0.00,0.00
PF15745,1.00,1.00,0.00,0.00
PF15746,1.00,1.00,0.00,0.00
PF15747,1.00,1.00,0.00,0.00
PF15748,1.00,1.00,0.00,0.00
PF15749,1.00,1.00,0.00,0.00
PF15750,1.00,1.00,0.00,0.00
PF15751,1.00,1.00,0.00,0.00
PF15752,1.00,1.00,0.00,0.00
PF15753,1.00,1.00,0.00,0.00
PF15754,1.00,1.00,0.00,0.00
PF15755,1.00,1.00,0.00,0.00
PF15756,1.00,1.00,0.00,0.00
PF15757,1.00,1.00,0.00,0.00
PF15758,1.00,1.00,0.00,0.00
PF15759,1.00,1.00,0.00,0.00
PF15760,1.00,1.00,0.00,0.00
PF15761,1.00,1.00,0.00,0.00
PF15762,1.00,1.00,0.00,0.00
PF15763,1.00,1.00,0.00,0.00
PF15764,1.00,1.00,0.00,0.00
PF15765,1.00,1.00,0.00,0.00
PF15766,1.00,1.00,0.00,0.00
PF15767,1.00,1.00,0.00,0.00
PF15768,1.00,1.00,0.00,0.00
PF15769,1.00,1.00,0.00,0.00
PF15771,1.00,1.00,0.00,0.00
PF15772,1.00,1.00,0.00,0.00
PF15773,1.00,1.00,0.00,0.00
PF15774,1.00,1.00,0.00,0.00
PF15776,1.00,1.00,0.00,0.00
PF15778,1.00,1.00,0.00,0.00
PF15779,0.49,0.48,0.01,2.08
PF15780,1.00,1.00,0.00,0.00
PF15782,0.87,0.74,0.13,17.57
PF15783,0.35,0.31,0.04,12.90
PF15784,0.76,0.76,0.00,0.00
PF15785,1.00,1.00,0.00,0.00
PF15786,1.00,1.00,0.00,0.00
PF15787,0.44,0.44,0.00,0.00
PF15788,0.48,0.47,0.01,2.13
PF15789,1.00,1.00,0.00,0.00
PF15790,0.91,0.91,0.00,0.00
PF15791,0.80,0.80,0.00,0.00
PF15792,1.00,1.00,0.00,0.00
PF15793,1.00,1.00,0.00,0.00
PF15794,1.00,1.00,0.00,0.00
PF15795,1.00,1.00,0.00,0.00
PF15796,0.75,0.75,0.00,0.00
PF15797,1.00,1.00,0.00,0.00
PF15798,1.00,1.00,0.00,0.00
PF15799,1.00,1.00,0.00,0.00
PF15800,1.00,1.00,0.00,0.00
PF15801,1.00,1.00,0.00,0.00
PF15802,1.00,1.00,0.00,0.00
PF15803,1.00,1.00,0.00,0.00
PF15805,1.00,1.00,0.00,0.00
PF15806,1.00,1.00,0.00,0.00
PF15807,0.62,0.62,0.00,0.00
PF15808,0.70,0.70,0.00,0.00
PF15809,1.00,1.00,0.00,0.00
PF15810,1.00,1.00,0.00,0.00
PF15811,1.00,1.00,0.00,0.00
PF15812,1.00,1.00,0.00,0.00
PF15813,1.00,1.00,0.00,0.00
PF15814,1.00,1.00,0.00,0.00
PF15815,0.55,0.54,0.01,1.85
PF15816,1.00,1.00,0.00,0.00
PF15817,1.00,1.00,0.00,0.00
PF15818,1.00,1.00,0.00,0.00
PF15819,1.00,1.00,0.00,0.00
PF15820,1.00,1.00,0.00,0.00
PF15821,1.00,1.00,0.00,0.00
PF15822,1.00,1.00,0.00,0.00
PF15823,1.00,1.00,0.00,0.00
PF15824,1.00,1.00,0.00,0.00
PF15825,1.00,1.00,0.00,0.00
PF15826,1.00,1.00,0.00,0.00
PF15829,1.00,1.00,0.00,0.00
PF15830,1.00,1.00,0.00,0.00
PF15831,0.57,0.57,0.00,0.00
PF15832,0.89,0.88,0.01,1.14
PF15833,1.00,1.00,0.00,0.00
PF15834,1.00,1.00,0.00,0.00
PF15835,1.00,1.00,0.00,0.00
PF15836,1.00,1.00,0.00,0.00
PF15838,1.00,1.00,0.00,0.00
PF15839,1.00,1.00,0.00,0.00
PF15841,1.00,1.00,0.00,0.00
PF15842,1.00,1.00,0.00,0.00
PF15843,1.00,1.00,0.00,0.00
PF15844,1.00,1.00,0.00,0.00
PF15845,1.00,1.00,0.00,0.00
PF15846,1.00,1.00,0.00,0.00
PF15847,1.00,1.00,0.00,0.00
PF15848,1.00,1.00,0.00,0.00
PF15849,1.00,1.00,0.00,0.00
PF15851,1.00,0.62,0.38,61.29
PF15852,1.00,1.00,0.00,0.00
PF15854,1.00,1.00,0.00,0.00
PF15855,1.00,1.00,0.00,0.00
PF15858,1.00,1.00,0.00,0.00
PF15859,1.00,1.00,0.00,0.00
PF15862,1.00,1.00,0.00,0.00
PF15865,1.00,1.00,0.00,0.00
PF15870,0.52,0.52,0.00,0.00
PF15871,0.62,0.58,0.04,6.90
PF15872,0.65,0.66,-0.01,-1.52
PF15873,1.00,1.00,0.00,0.00
PF15874,0.64,0.64,0.00,0.00
PF15875,1.00,1.00,0.00,0.00
PF15876,1.00,1.00,0.00,0.00
PF15877,1.00,1.00,0.00,0.00
PF15879,1.00,1.00,0.00,0.00
PF15880,1.00,1.00,0.00,0.00
PF15882,1.00,1.00,0.00,0.00
PF15884,1.00,1.00,0.00,0.00
PF15895,1.00,1.00,0.00,0.00
PF15897,1.00,1.00,0.00,0.00
PF15898,0.79,0.79,0.00,0.00
PF15901,0.55,0.55,0.00,0.00
PF15902,0.57,0.57,0.00,0.00
PF15903,0.72,0.72,0.00,0.00
PF15904,1.00,1.00,0.00,0.00
PF15905,1.00,1.00,0.00,0.00
PF15906,1.00,1.00,0.00,0.00
PF15907,1.00,1.00,0.00,0.00
PF15908,0.59,0.60,-0.01,-1.67
PF15909,1.00,1.00,0.00,0.00
PF15910,0.62,0.62,0.00,0.00
PF15911,1.00,1.00,0.00,0.00
PF15912,1.00,1.00,0.00,0.00
PF15913,0.70,0.70,0.00,0.00
PF15914,0.86,0.86,0.00,0.00
PF15917,0.76,0.74,0.02,2.70
PF15920,0.46,0.78,-0.32,-41.03
PF15921,1.00,1.00,0.00,0.00
PF15923,1.00,1.00,0.00,0.00
PF15924,1.00,1.00,0.00,0.00
PF15925,1.00,1.00,0.00,0.00
PF15926,1.00,0.50,0.50,100.00
PF15927,1.00,1.00,0.00,0.00
PF15936,0.45,0.45,0.00,0.00
PF15938,1.00,1.00,0.00,0.00
PF15949,0.50,0.50,0.00,0.00
PF15951,0.70,0.70,0.00,0.00
PF15961,1.00,1.00,0.00,0.00
PF15963,1.00,1.00,0.00,0.00
PF15964,1.00,1.00,0.00,0.00
PF15965,0.81,0.81,0.00,0.00
PF15966,1.00,1.00,0.00,0.00
PF15967,1.00,1.00,0.00,0.00
PF15974,0.68,0.68,0.00,0.00
PF15982,1.00,1.00,0.00,0.00
PF15985,0.60,0.59,0.01,1.69
PF15990,1.00,1.00,0.00,0.00
PF15991,1.00,1.00,0.00,0.00
PF15996,1.00,1.00,0.00,0.00
PF15997,1.00,1.00,0.00,0.00
PF16000,0.52,0.52,0.00,0.00
PF16002,1.00,1.00,0.00,0.00
PF16004,1.00,1.00,0.00,0.00
PF16005,0.53,0.53,0.00,0.00
PF16006,1.00,1.00,0.00,0.00
PF16014,1.00,1.00,0.00,0.00
PF16015,1.00,1.00,0.00,0.00
PF16016,0.70,0.70,0.00,0.00
PF16017,0.88,0.88,0.00,0.00
PF16018,0.56,0.56,0.00,0.00
PF16019,0.79,0.79,0.00,0.00
PF16021,1.00,1.00,0.00,0.00
PF16025,1.00,1.00,0.00,0.00
PF16026,1.00,1.00,0.00,0.00
