Pfam_code,REC_gaps,FULL_gaps,REC_vs_FULL_gaps_diff,REC_vs_FULL_gaps_%_improvement
PF04678,0.01,0.00,-0.01,
PF04679,0.01,0.02,0.01,50.00
PF04680,0.00,0.01,0.01,100.00
PF04683,0.00,0.00,0.00,
PF04685,0.00,0.00,0.00,
PF04691,0.00,0.00,0.00,
PF04692,0.05,0.05,0.00,0.00
PF04695,0.00,0.00,0.00,
PF04696,0.00,0.00,0.00,
PF04697,0.00,0.00,0.00,
PF04698,0.46,0.46,0.00,0.00
PF04699,0.01,0.01,0.00,0.00
PF04704,0.29,0.29,0.00,0.00
PF04706,0.00,0.00,0.00,
PF04707,0.03,0.02,-0.01,-50.00
PF04710,0.02,0.01,-0.01,-100.00
PF04711,0.00,0.00,0.00,
PF04712,0.02,0.01,-0.01,-100.00
PF04714,0.00,0.00,0.00,
PF04716,0.00,0.00,0.00,
PF04718,0.01,0.01,0.00,0.00
PF04719,0.00,0.00,0.00,
PF04721,0.00,0.00,0.00,
PF04722,0.00,0.00,0.00,
PF04724,0.00,0.00,0.00,
PF04727,0.08,0.05,-0.03,-60.00
PF04729,0.00,0.00,0.00,
PF04731,0.05,0.05,0.00,0.00
PF04732,0.09,0.08,-0.01,-12.50
PF04733,0.00,0.00,0.00,
PF04734,0.00,0.00,0.00,
PF04739,0.01,0.00,-0.01,
PF04749,0.04,0.08,0.04,50.00
PF04750,0.02,0.02,0.00,0.00
PF04752,0.01,0.01,0.00,0.00
PF04756,0.20,0.19,-0.01,-5.26
PF04757,0.08,0.08,0.00,0.00
PF04758,0.00,0.00,0.00,
PF04762,0.00,0.00,0.00,
PF04768,0.00,0.00,0.00,
PF04774,0.00,0.00,0.00,
PF04775,0.01,0.01,0.00,0.00
PF04777,0.00,0.05,0.05,100.00
PF04790,0.05,0.06,0.01,16.67
PF04791,0.52,0.51,-0.01,-1.96
PF04794,0.00,0.00,0.00,
PF04795,0.00,0.00,0.00,
PF04799,0.00,0.00,0.00,
PF04800,0.00,0.00,0.00,
PF04801,0.00,0.00,0.00,
PF04802,0.00,0.00,0.00,
PF04803,0.17,0.16,-0.01,-6.25
PF04810,0.02,0.02,0.00,0.00
PF04811,0.02,0.03,0.01,33.33
PF04812,0.05,0.05,0.00,0.00
PF04813,0.00,0.00,0.00,
PF04814,0.08,0.11,0.03,27.27
PF04815,0.03,0.02,-0.01,-50.00
PF04818,0.05,0.06,0.01,16.67
PF04819,0.01,0.01,0.00,0.00
PF04821,0.00,0.00,0.00,
PF04822,0.00,0.00,0.00,
PF04824,0.02,0.01,-0.01,-100.00
PF04825,0.03,0.03,0.00,0.00
PF04826,0.04,0.03,-0.01,-33.33
PF04828,0.00,0.01,0.01,100.00
PF04831,0.01,0.01,0.00,0.00
PF04832,0.04,0.01,-0.03,-300.00
PF04836,0.00,0.00,0.00,
PF04840,0.35,0.34,-0.01,-2.94
PF04841,0.00,0.00,0.00,
PF04845,0.01,0.00,-0.01,
PF04847,0.03,0.02,-0.01,-50.00
PF04849,0.01,0.02,0.01,50.00
PF04851,0.05,0.05,0.00,0.00
PF04855,0.00,0.00,0.00,
PF04856,0.00,0.00,0.00,
PF04857,0.57,0.52,-0.05,-9.62
PF04858,0.00,0.00,0.00,
PF04868,0.06,0.04,-0.02,-50.00
PF04869,0.00,0.00,0.00,
PF04871,0.00,0.00,0.00,
PF04874,0.00,0.00,0.00,
PF04880,0.06,0.04,-0.02,-50.00
PF04882,0.00,0.67,0.67,100.00
PF04884,0.00,0.00,0.00,
PF04889,0.00,0.00,0.00,
PF04893,0.15,0.12,-0.03,-25.00
PF04900,0.02,0.02,0.00,0.00
PF04901,0.01,0.01,0.00,0.00
PF04902,0.00,0.00,0.00,
PF04904,0.01,0.01,0.00,0.00
PF04905,0.01,0.00,-0.01,
PF04906,0.01,0.01,0.00,0.00
PF04908,0.02,0.02,0.00,0.00
PF04909,0.00,0.00,0.00,
PF04910,0.00,0.00,0.00,
PF04912,0.00,0.00,0.00,
PF04916,0.00,0.00,0.00,
PF04921,0.00,0.08,0.08,100.00
PF04922,0.00,0.00,0.00,
PF04923,0.00,0.01,0.01,100.00
PF04925,0.00,0.00,0.00,
PF04926,0.02,0.52,0.50,96.15
PF04928,0.00,0.00,0.00,
PF04930,0.00,0.00,0.00,
PF04931,0.00,0.00,0.00,
PF04934,0.00,0.00,0.00,
PF04935,0.00,0.00,0.00,
PF04938,0.00,0.00,0.00,
PF04939,0.00,0.00,0.00,
PF04949,0.00,0.00,0.00,
PF04950,0.02,0.01,-0.01,-100.00
PF04952,0.02,0.00,-0.02,
PF04959,0.00,0.00,0.00,
PF04960,0.00,0.00,0.00,
PF04961,0.00,0.00,0.00,
PF04968,0.02,0.01,-0.01,-100.00
PF04969,0.06,0.04,-0.02,-50.00
PF04970,0.08,0.20,0.12,60.00
PF04979,0.03,0.03,0.00,0.00
PF04981,0.00,0.00,0.00,
PF04983,0.01,0.02,0.01,50.00
PF04987,0.00,0.00,0.00,
PF04988,0.01,0.01,0.00,0.00
PF04990,0.00,0.00,0.00,
PF04991,0.03,0.03,0.00,0.00
PF04992,0.00,0.00,0.00,
PF04997,0.07,0.06,-0.01,-16.67
PF04998,0.41,0.01,-0.40,-4000.00
PF05000,0.02,0.02,0.00,0.00
PF05001,0.02,0.02,0.00,0.00
PF05002,0.20,0.20,0.00,0.00
PF05004,0.01,0.01,0.00,0.00
PF05005,0.00,0.00,0.00,
PF05007,0.00,0.00,0.00,
PF05008,0.01,0.01,0.00,0.00
PF05010,0.01,0.01,0.00,0.00
PF05011,0.00,0.00,0.00,
PF05014,0.00,0.00,0.00,
PF05018,0.29,0.28,-0.01,-3.57
PF05019,0.00,0.00,0.00,
PF05020,0.00,0.00,0.00,
PF05021,0.00,0.00,0.00,
PF05022,0.00,0.00,0.00,
PF05024,0.00,0.00,0.00,
PF05025,0.00,0.00,0.00,
PF05026,0.00,0.00,0.00,
PF05028,0.00,0.00,0.00,
PF05029,0.00,0.00,0.00,
PF05030,0.02,0.02,0.00,0.00
PF05033,0.10,0.11,0.01,9.09
PF05038,0.00,0.00,0.00,
PF05039,0.05,0.02,-0.03,-150.00
PF05041,0.10,0.08,-0.02,-25.00
PF05044,0.01,0.00,-0.01,
PF05046,0.00,0.00,0.00,
PF05047,0.01,0.02,0.01,50.00
PF05048,0.00,0.00,0.00,
PF05049,0.22,0.23,0.01,4.35
PF05051,0.00,0.00,0.00,
PF05053,0.50,0.50,0.00,0.00
PF05057,0.01,0.01,0.00,0.00
PF05060,0.00,0.00,0.00,
PF05063,0.03,0.03,0.00,0.00
PF05064,0.01,0.02,0.01,50.00
PF05066,0.00,0.00,0.00,
PF05071,0.16,0.10,-0.06,-60.00
PF05076,0.00,0.00,0.00,
PF05083,0.00,0.00,0.00,
PF05089,0.00,0.00,0.00,
PF05090,0.00,0.00,0.00,
PF05091,0.00,0.00,0.00,
PF05093,0.50,0.50,0.00,0.00
PF05104,0.09,0.06,-0.03,-50.00
PF05110,0.26,0.26,0.00,0.00
PF05111,0.48,0.48,0.00,0.00
PF05118,0.09,0.08,-0.01,-12.50
PF05127,0.00,0.00,0.00,
PF05129,0.00,0.00,0.00,
PF05131,0.00,0.00,0.00,
PF05132,0.00,0.00,0.00,
PF05147,0.03,0.03,0.00,0.00
PF05148,0.00,0.00,0.00,
PF05153,0.00,0.00,0.00,
PF05154,0.02,0.02,0.00,0.00
PF05158,0.00,0.00,0.00,
PF05160,0.00,0.00,0.00,
PF05161,0.00,0.00,0.00,
PF05168,0.00,0.00,0.00,
PF05172,0.00,0.00,0.00,
PF05175,0.11,0.16,0.05,31.25
PF05177,0.00,0.00,0.00,
PF05178,0.00,0.00,0.00,
PF05179,0.00,0.00,0.00,
PF05180,0.00,0.00,0.00,
PF05181,0.00,0.00,0.00,
PF05182,0.00,0.00,0.00,
PF05184,0.02,0.01,-0.01,-100.00
PF05185,0.00,0.00,0.00,
PF05186,0.04,0.02,-0.02,-100.00
PF05187,0.00,0.00,0.00,
PF05188,0.05,0.04,-0.01,-25.00
PF05189,0.00,0.00,0.00,
PF05190,0.04,0.02,-0.02,-100.00
PF05191,0.00,0.00,0.00,
PF05192,0.51,0.02,-0.49,-2450.00
PF05193,0.04,0.06,0.02,33.33
PF05195,0.03,0.05,0.02,40.00
PF05196,0.00,0.00,0.00,
PF05197,0.01,0.00,-0.01,
PF05198,0.00,0.00,0.00,
PF05199,0.00,0.00,0.00,
PF05205,0.00,0.00,0.00,
PF05206,0.00,0.00,0.00,
PF05207,0.04,0.02,-0.02,-100.00
PF05208,0.00,0.00,0.00,
PF05210,0.07,0.07,0.00,0.00
PF05216,0.00,0.00,0.00,
PF05219,0.00,0.00,0.00,
PF05221,0.01,0.50,0.49,98.00
PF05222,0.04,0.04,0.00,0.00
PF05224,0.03,0.02,-0.01,-50.00
PF05225,0.13,0.11,-0.02,-18.18
PF05236,0.02,0.02,0.00,0.00
PF05238,0.00,0.00,0.00,
PF05241,0.08,0.08,0.00,0.00
PF05250,0.00,0.00,0.00,
PF05251,0.00,0.00,0.00,
PF05253,0.05,0.03,-0.02,-66.67
PF05254,0.00,0.00,0.00,
PF05255,0.02,0.02,0.00,0.00
PF05270,0.09,0.06,-0.03,-50.00
PF05276,0.01,0.01,0.00,0.00
PF05277,0.00,0.00,0.00,
PF05279,0.30,0.25,-0.05,-20.00
PF05281,0.00,0.00,0.00,
PF05282,0.00,0.00,0.00,
PF05283,0.21,0.20,-0.01,-5.00
PF05285,0.00,0.50,0.50,100.00
PF05287,0.25,0.31,0.06,19.35
PF05291,0.00,0.00,0.00,
PF05292,0.00,0.00,0.00,
PF05296,0.03,0.02,-0.01,-50.00
PF05300,0.09,0.10,0.01,10.00
PF05301,0.00,0.00,0.00,
PF05303,0.00,0.00,0.00,
PF05308,0.05,0.06,0.01,16.67
PF05324,0.00,0.00,0.00,
PF05326,0.00,0.00,0.00,
PF05327,0.67,0.67,0.00,0.00
PF05328,0.00,0.00,0.00,
PF05334,0.05,0.04,-0.01,-25.00
PF05337,0.00,0.00,0.00,
PF05345,0.00,0.00,0.00,
PF05346,0.00,0.00,0.00,
PF05347,0.08,0.06,-0.02,-33.33
PF05348,0.00,0.00,0.00,
PF05349,0.06,0.05,-0.01,-20.00
PF05350,0.21,0.37,0.16,43.24
PF05351,0.03,0.03,0.00,0.00
PF05355,0.00,0.00,0.00,
PF05361,0.16,0.13,-0.03,-23.08
PF05362,0.00,0.00,0.00,
PF05365,0.00,0.00,0.00,
PF05366,0.00,0.00,0.00,
PF05368,0.00,0.00,0.00,
PF05378,0.00,0.00,0.00,
PF05383,0.03,0.04,0.01,25.00
PF05386,0.00,0.00,0.00,
PF05391,0.00,0.00,0.00,
PF05392,0.00,0.00,0.00,
PF05395,0.22,0.18,-0.04,-22.22
PF05399,0.00,0.00,0.00,
PF05404,0.00,0.00,0.00,
PF05405,0.00,0.00,0.00,
PF05406,0.02,0.02,0.00,0.00
PF05422,0.00,0.00,0.00,
PF05427,0.00,0.00,0.00,
PF05428,0.00,0.00,0.00,
PF05432,0.00,0.00,0.00,
PF05434,0.00,0.00,0.00,
PF05438,0.00,0.00,0.00,
PF05439,0.00,0.00,0.00,
PF05450,0.00,0.00,0.00,
PF05454,0.00,0.00,0.00,
PF05456,0.09,0.08,-0.01,-12.50
PF05458,0.00,0.00,0.00,
PF05460,0.00,0.00,0.00,
PF05461,0.14,0.13,-0.01,-7.69
PF05463,0.04,0.01,-0.03,-300.00
PF05466,0.00,0.00,0.00,
PF05470,0.00,0.00,0.00,
PF05474,0.21,0.37,0.16,43.24
PF05477,0.00,0.00,0.00,
PF05478,0.01,0.01,0.00,0.00
PF05483,0.00,0.00,0.00,
PF05485,0.09,0.10,0.01,10.00
PF05486,0.00,0.00,0.00,
PF05493,0.02,0.01,-0.01,-100.00
PF05495,0.00,0.00,0.00,
PF05499,0.00,0.00,0.00,
PF05502,0.50,0.50,0.00,0.00
PF05507,0.06,0.05,-0.01,-20.00
PF05510,0.05,0.42,0.37,88.10
PF05511,0.00,0.00,0.00,
PF05517,0.00,0.00,0.00,
PF05527,0.00,0.00,0.00,
PF05529,0.03,0.02,-0.01,-50.00
PF05536,0.00,0.00,0.00,
PF05544,0.00,0.00,0.00,
PF05556,0.16,0.15,-0.01,-6.67
PF05557,0.00,0.00,0.00,
PF05571,0.00,0.00,0.00,
PF05572,0.19,0.06,-0.13,-216.67
PF05577,0.03,0.03,0.00,0.00
PF05586,0.05,0.04,-0.01,-25.00
PF05587,0.01,0.01,0.00,0.00
PF05600,0.00,0.00,0.00,
PF05602,0.04,0.03,-0.01,-33.33
PF05603,0.00,0.00,0.00,
PF05604,0.00,0.00,0.00,
PF05605,0.06,0.04,-0.02,-50.00
PF05608,0.00,0.50,0.50,100.00
PF05609,0.02,0.01,-0.01,-100.00
PF05612,0.00,0.00,0.00,
PF05615,0.00,0.00,0.00,
PF05620,0.00,0.00,0.00,
PF05622,0.01,0.01,0.00,0.00
PF05624,0.00,0.00,0.00,
PF05625,0.00,0.00,0.00,
PF05631,0.00,0.00,0.00,
PF05640,0.04,0.04,0.00,0.00
PF05641,0.02,0.03,0.01,33.33
PF05644,0.39,0.36,-0.03,-8.33
PF05645,0.00,0.00,0.00,
PF05647,0.11,0.09,-0.02,-22.22
PF05648,0.03,0.03,0.00,0.00
PF05649,0.02,0.02,0.00,0.00
PF05652,0.00,0.00,0.00,
PF05653,0.02,0.02,0.00,0.00
PF05667,0.00,0.00,0.00,
PF05669,0.00,0.00,0.00,
PF05670,0.04,0.03,-0.01,-33.33
PF05672,0.06,0.07,0.01,14.29
PF05676,0.00,0.00,0.00,
PF05679,0.18,0.18,0.00,0.00
PF05680,0.00,0.00,0.00,
PF05686,0.03,0.03,0.00,0.00
PF05693,0.00,0.00,0.00,
PF05694,0.00,0.00,0.00,
PF05699,0.15,0.07,-0.08,-114.29
PF05700,0.00,0.00,0.00,
PF05705,0.00,0.00,0.00,
PF05706,0.00,0.00,0.00,
PF05712,0.08,0.07,-0.01,-14.29
PF05715,0.00,0.01,0.01,100.00
PF05716,0.62,0.61,-0.01,-1.64
PF05719,0.00,0.00,0.00,
PF05721,0.02,0.02,0.00,0.00
PF05724,0.00,0.00,0.00,
PF05726,0.00,0.00,0.00,
PF05729,0.06,0.05,-0.01,-20.00
PF05731,0.19,0.18,-0.01,-5.56
PF05735,0.00,0.00,0.00,
PF05739,0.02,0.02,0.00,0.00
PF05741,0.00,0.00,0.00,
PF05742,0.00,0.00,0.00,
PF05743,0.00,0.00,0.00,
PF05746,0.01,0.01,0.00,0.00
PF05753,0.00,0.00,0.00,
PF05760,0.49,0.44,-0.05,-11.36
PF05761,0.13,0.13,0.00,0.00
PF05764,0.00,0.00,0.00,
PF05769,0.34,0.32,-0.02,-6.25
PF05770,0.00,0.00,0.00,
PF05773,0.14,0.11,-0.03,-27.27
PF05778,0.00,0.00,0.00,
PF05781,0.05,0.05,0.00,0.00
PF05782,0.00,0.00,0.00,
PF05783,0.26,0.25,-0.01,-4.00
PF05786,0.00,0.00,0.00,
PF05790,0.05,0.05,0.00,0.00
PF05793,0.00,0.00,0.00,
PF05794,0.02,0.13,0.11,84.62
PF05804,0.00,0.00,0.00,
PF05805,0.02,0.03,0.01,33.33
PF05806,0.00,0.00,0.00,
PF05808,0.00,0.00,0.00,
PF05811,0.00,0.00,0.00,
PF05817,0.00,0.00,0.00,
PF05821,0.00,0.00,0.00,
PF05822,0.00,0.00,0.00,
PF05824,0.03,0.00,-0.03,
PF05825,0.16,0.14,-0.02,-14.29
PF05826,0.19,0.09,-0.10,-111.11
PF05827,0.16,0.15,-0.01,-6.67
PF05831,0.02,0.04,0.02,50.00
PF05832,0.05,0.05,0.00,0.00
PF05833,0.00,0.00,0.00,
PF05835,0.09,0.07,-0.02,-28.57
PF05837,0.00,0.00,0.00,
PF05839,0.00,0.00,0.00,
PF05843,0.30,0.24,-0.06,-25.00
PF05856,0.00,0.00,0.00,
PF05859,0.00,0.00,0.00,
PF05871,0.00,0.00,0.00,
PF05873,0.00,0.00,0.00,
PF05875,0.08,0.06,-0.02,-33.33
PF05881,0.00,0.00,0.00,
PF05889,0.00,0.00,0.00,
PF05890,0.00,0.00,0.00,
PF05891,0.01,0.01,0.00,0.00
PF05902,0.07,0.07,0.00,0.00
PF05903,0.08,0.07,-0.01,-14.29
PF05907,0.00,0.00,0.00,
PF05914,0.00,0.00,0.00,
PF05915,0.00,0.00,0.00,
PF05916,0.15,0.15,0.00,0.00
PF05918,0.00,0.00,0.00,
PF05920,0.00,0.00,0.00,
PF05922,0.00,0.00,0.00,
PF05923,0.08,0.06,-0.02,-33.33
PF05924,0.05,0.03,-0.02,-66.67
PF05934,0.00,0.00,0.00,
PF05937,0.00,0.00,0.00,
PF05956,0.06,0.05,-0.01,-20.00
PF05958,0.00,0.00,0.00,
PF05964,0.06,0.02,-0.04,-200.00
PF05965,0.04,0.03,-0.01,-33.33
PF05970,0.00,0.00,0.00,
PF05971,0.00,0.00,0.00,
PF05972,0.00,0.00,0.00,
PF05978,0.05,0.05,0.00,0.00
PF05983,0.00,0.00,0.00,
PF05986,0.06,0.05,-0.01,-20.00
PF05994,0.33,0.33,0.00,0.00
PF05995,0.00,0.00,0.00,
PF05997,0.05,0.00,-0.05,
PF06001,0.00,0.00,0.00,
PF06003,0.05,0.31,0.26,83.87
PF06008,0.01,0.01,0.00,0.00
PF06009,0.06,0.06,0.00,0.00
PF06012,0.00,0.00,0.00,
PF06017,0.14,0.10,-0.04,-40.00
PF06021,0.01,0.03,0.02,66.67
PF06025,0.00,0.00,0.00,
PF06026,0.00,0.00,0.00,
PF06027,0.20,0.19,-0.01,-5.26
PF06031,0.02,0.02,0.00,0.00
PF06046,0.07,0.11,0.04,36.36
PF06047,0.01,0.01,0.00,0.00
PF06052,0.00,0.00,0.00,
PF06058,0.01,0.00,-0.01,
PF06060,0.09,0.08,-0.01,-12.50
PF06068,0.01,0.01,0.00,0.00
PF06071,0.00,0.00,0.00,
PF06079,0.00,0.00,0.00,
PF06080,0.00,0.00,0.00,
PF06083,0.03,0.01,-0.02,-200.00
PF06087,0.00,0.00,0.00,
PF06090,0.00,0.00,0.00,
PF06093,0.00,0.00,0.00,
PF06094,0.00,0.00,0.00,
PF06098,0.00,0.00,0.00,
PF06102,0.00,0.00,0.00,
PF06105,0.00,0.01,0.01,100.00
PF06110,0.00,0.00,0.00,
PF06113,0.00,0.00,0.00,
PF06119,0.03,0.04,0.01,25.00
PF06121,0.00,0.00,0.00,
PF06140,0.07,0.03,-0.04,-133.33
PF06148,0.00,0.00,0.00,
PF06155,0.03,0.03,0.00,0.00
PF06159,0.00,0.00,0.00,
PF06179,0.00,0.00,0.00,
PF06189,0.02,0.02,0.00,0.00
PF06201,0.04,0.05,0.01,20.00
PF06202,0.00,0.00,0.00,
PF06209,0.00,0.00,0.00,
PF06211,0.00,0.00,0.00,
PF06212,0.00,0.00,0.00,
PF06214,0.00,0.00,0.00,
PF06218,0.50,0.50,0.00,0.00
PF06220,0.04,0.04,0.00,0.00
PF06221,0.00,0.00,0.00,
PF06229,0.00,0.00,0.00,
PF06237,0.01,0.00,-0.01,
PF06239,0.00,0.00,0.00,
PF06244,0.00,0.00,0.00,
PF06246,0.00,0.00,0.00,
PF06248,0.00,0.00,0.00,
PF06268,0.05,0.04,-0.01,-25.00
PF06271,0.00,0.00,0.00,
PF06278,0.00,0.00,0.00,
PF06292,0.39,0.15,-0.24,-160.00
PF06293,0.00,0.00,0.00,
PF06294,0.01,0.01,0.00,0.00
PF06297,0.11,0.09,-0.02,-22.22
PF06309,0.04,0.03,-0.01,-33.33
PF06311,0.04,0.02,-0.02,-100.00
PF06312,0.30,0.27,-0.03,-11.11
PF06320,0.00,0.00,0.00,
PF06325,0.10,0.10,0.00,0.00
PF06327,0.04,0.04,0.00,0.00
PF06328,0.04,0.04,0.00,0.00
PF06331,0.00,0.00,0.00,
PF06333,0.01,0.00,-0.01,
PF06337,0.07,0.16,0.09,56.25
PF06346,0.00,0.00,0.00,
PF06350,0.00,0.00,0.00,
PF06365,0.03,0.04,0.01,25.00
PF06367,0.06,0.05,-0.01,-20.00
PF06371,0.33,0.32,-0.01,-3.13
PF06372,0.00,0.00,0.00,
PF06373,0.00,0.00,0.00,
PF06374,0.07,0.07,0.00,0.00
PF06375,0.00,0.00,0.00,
PF06384,0.02,0.00,-0.02,
PF06387,0.09,0.04,-0.05,-125.00
PF06388,0.02,0.14,0.12,85.71
PF06390,0.00,0.00,0.00,
PF06391,0.00,0.00,0.00,
PF06393,0.00,0.00,0.00,
PF06396,0.00,0.00,0.00,
PF06398,0.07,0.08,0.01,12.50
PF06399,0.00,0.00,0.00,
PF06400,0.00,0.00,0.00,
PF06401,0.00,0.00,0.00,
PF06407,0.22,0.22,0.00,0.00
PF06409,0.09,0.56,0.47,83.93
PF06413,0.00,0.00,0.00,
PF06417,0.00,0.00,0.00,
PF06418,0.00,0.00,0.00,
PF06419,0.00,0.00,0.00,
PF06421,0.00,0.00,0.00,
PF06423,0.00,0.00,0.00,
PF06424,0.00,0.00,0.00,
PF06427,0.00,0.00,0.00,
PF06428,0.12,0.09,-0.03,-33.33
PF06432,0.00,0.00,0.00,
PF06444,0.00,0.00,0.00,
PF06446,0.00,0.00,0.00,
PF06448,0.00,0.00,0.00,
PF06455,0.00,0.00,0.00,
PF06456,0.03,0.02,-0.01,-50.00
PF06459,0.04,0.05,0.01,20.00
PF06461,0.01,0.01,0.00,0.00
PF06462,0.04,0.07,0.03,42.86
PF06463,0.00,0.00,0.00,
PF06464,0.07,0.06,-0.01,-16.67
PF06465,0.03,0.01,-0.02,-200.00
PF06466,0.00,0.00,0.00,
PF06467,0.08,0.09,0.01,11.11
PF06468,0.02,0.02,0.00,0.00
PF06469,0.01,0.01,0.00,0.00
PF06470,0.03,0.03,0.00,0.00
PF06472,0.00,0.00,0.00,
PF06473,0.08,0.08,0.00,0.00
PF06479,0.03,0.02,-0.01,-50.00
PF06480,0.10,0.07,-0.03,-42.86
PF06482,0.01,0.01,0.00,0.00
PF06484,0.47,0.51,0.04,7.84
PF06487,0.00,0.00,0.00,
PF06512,0.05,0.05,0.00,0.00
PF06524,0.00,0.00,0.00,
PF06529,0.00,0.00,0.00,
PF06534,0.02,0.03,0.01,33.33
PF06535,0.00,0.01,0.01,100.00
PF06540,0.00,0.00,0.00,
PF06541,0.00,0.00,0.00,
PF06544,0.21,0.24,0.03,12.50
PF06546,0.04,0.03,-0.01,-33.33
PF06553,0.06,0.06,0.00,0.00
PF06554,0.00,0.00,0.00,
PF06565,0.13,0.12,-0.01,-8.33
PF06566,0.00,0.00,0.00,
PF06567,0.00,0.00,0.00,
PF06573,0.00,0.00,0.00,
PF06581,0.00,0.00,0.00,
PF06583,0.02,0.02,0.00,0.00
PF06584,0.00,0.00,0.00,
PF06588,0.00,0.00,0.00,
PF06602,0.23,0.23,0.00,0.00
PF06607,0.00,0.00,0.00,
PF06614,0.00,0.00,0.00,
PF06617,0.34,0.31,-0.03,-9.68
PF06621,0.05,0.04,-0.01,-25.00
PF06623,0.09,0.09,0.00,0.00
PF06624,0.00,0.00,0.00,
PF06625,0.01,0.02,0.01,50.00
PF06628,0.00,0.00,0.00,
PF06632,0.00,0.00,0.00,
PF06637,0.00,0.00,0.00,
PF06638,0.01,0.00,-0.01,
PF06644,0.00,0.00,0.00,
PF06645,0.00,0.00,0.00,
PF06657,0.01,0.00,-0.01,
PF06658,0.00,0.00,0.00,
PF06662,0.00,0.00,0.00,
PF06663,0.24,0.23,-0.01,-4.35
PF06664,0.02,0.03,0.01,33.33
PF06668,0.05,0.05,0.00,0.00
PF06677,0.00,0.00,0.00,
PF06679,0.27,0.27,0.00,0.00
PF06682,0.00,0.00,0.00,
PF06699,0.00,0.00,0.00,
PF06701,0.08,0.07,-0.01,-14.29
PF06702,0.02,0.02,0.00,0.00
PF06703,0.00,0.00,0.00,
PF06726,0.00,0.00,0.00,
PF06728,0.00,0.00,0.00,
PF06729,0.00,0.00,0.00,
PF06730,0.00,0.00,0.00,
PF06732,0.00,0.00,0.00,
PF06733,0.03,0.04,0.01,25.00
PF06736,0.00,0.00,0.00,
PF06741,0.01,0.01,0.00,0.00
PF06743,0.04,0.03,-0.01,-33.33
PF06747,0.04,0.03,-0.01,-33.33
PF06752,0.04,0.05,0.01,20.00
PF06758,0.04,0.03,-0.01,-33.33
PF06762,0.01,0.43,0.42,97.67
PF06773,0.00,0.00,0.00,
PF06775,0.00,0.00,0.00,
PF06777,0.00,0.00,0.00,
PF06783,0.00,0.00,0.00,
PF06784,0.00,0.00,0.00,
PF06789,0.09,0.08,-0.01,-12.50
PF06803,0.00,0.00,0.00,
PF06807,0.00,0.00,0.00,
PF06809,0.00,0.00,0.00,
PF06814,0.23,0.23,0.00,0.00
PF06816,0.04,0.04,0.00,0.00
PF06817,0.01,0.01,0.00,0.00
PF06818,0.28,0.28,0.00,0.00
PF06821,0.00,0.00,0.00,
PF06825,0.02,0.01,-0.01,-100.00
PF06827,0.00,0.00,0.00,
PF06831,0.01,0.03,0.02,66.67
PF06839,0.08,0.06,-0.02,-33.33
PF06840,0.00,0.00,0.00,
PF06842,0.03,0.01,-0.02,-200.00
PF06858,0.00,0.00,0.00,
PF06859,0.05,0.04,-0.01,-25.00
PF06862,0.00,0.00,0.00,
PF06870,0.00,0.00,0.00,
PF06875,0.00,0.00,0.00,
PF06881,0.05,0.02,-0.03,-150.00
PF06883,0.00,0.00,0.00,
PF06886,0.23,0.22,-0.01,-4.55
PF06888,0.01,0.00,-0.01,
PF06905,0.00,0.00,0.00,
PF06907,0.01,0.01,0.00,0.00
PF06910,0.00,0.00,0.00,
PF06911,0.00,0.00,0.00,
PF06916,0.01,0.01,0.00,0.00
PF06920,0.18,0.12,-0.06,-50.00
PF06936,0.00,0.00,0.00,
PF06937,0.00,0.00,0.00,
PF06941,0.02,0.01,-0.01,-100.00
PF06951,0.02,0.02,0.00,0.00
PF06954,0.02,0.01,-0.01,-100.00
PF06957,0.00,0.00,0.00,
PF06959,0.00,0.00,0.00,
PF06963,0.00,0.00,0.00,
PF06969,0.00,0.00,0.00,
PF06978,0.00,0.50,0.50,100.00
PF06979,0.17,0.15,-0.02,-13.33
PF06984,0.00,0.00,0.00,
PF06989,0.00,0.00,0.00,
PF06990,0.24,0.23,-0.01,-4.35
PF06991,0.00,0.00,0.00,
PF07000,0.00,0.00,0.00,
PF07001,0.06,0.06,0.00,0.00
PF07002,0.02,0.02,0.00,0.00
PF07004,0.34,0.33,-0.01,-3.03
PF07010,0.00,0.00,0.00,
PF07019,0.04,0.06,0.02,33.33
PF07034,0.00,0.00,0.00,
PF07035,0.00,0.00,0.00,
PF07039,0.00,0.00,0.00,
PF07047,0.00,0.00,0.00,
PF07051,0.06,0.01,-0.05,-500.00
PF07052,0.00,0.00,0.00,
PF07061,0.00,0.00,0.00,
PF07064,0.00,0.00,0.00,
PF07065,0.00,0.00,0.00,
PF07074,0.00,0.00,0.00,
PF07078,0.00,0.00,0.00,
PF07084,0.03,0.06,0.03,50.00
PF07086,0.00,0.00,0.00,
PF07092,0.01,0.01,0.00,0.00
PF07093,0.00,0.00,0.00,
PF07096,0.00,0.00,0.00,
PF07106,0.00,0.00,0.00,
PF07111,0.00,0.00,0.00,
PF07114,0.02,0.01,-0.01,-100.00
PF07139,0.01,0.01,0.00,0.00
PF07140,0.00,0.00,0.00,
PF07142,0.19,0.09,-0.10,-111.11
PF07145,0.12,0.07,-0.05,-71.43
PF07147,0.40,0.40,0.00,0.00
PF07156,0.00,0.00,0.00,
PF07159,0.17,0.15,-0.02,-13.33
PF07160,0.00,0.00,0.00,
