Pfam_code,REC_blosum,FULL_blosum,REC_vs_FULL_blosum_diff,REC_vs_FULL_blosum_%_improvement
PF05735,4.12,4.12,0.00,0.00
PF05739,1.22,1.23,-0.01,-0.81
PF05741,3.76,3.76,0.00,0.00
PF05742,,,,
PF05743,3.16,3.14,0.02,0.64
PF05746,0.74,0.78,-0.04,-5.13
PF05753,,,,
PF05760,1.34,0.90,0.44,48.89
PF05761,1.77,1.75,0.02,1.14
PF05764,,,,
PF05769,2.86,2.54,0.32,12.60
PF05770,,,,
PF05773,0.61,0.65,-0.04,-6.15
PF05778,,,,
PF05781,1.05,1.05,0.00,0.00
PF05782,,,,
PF05783,2.77,2.72,0.05,1.84
PF05786,,,,
PF05790,0.20,0.19,0.01,5.26
PF05793,,,,
PF05794,2.72,2.62,0.10,3.82
PF05804,,,,
PF05805,1.72,1.72,0.00,0.00
PF05806,,,,
PF05808,,,,
PF05811,,,,
PF05817,,,,
PF05821,,,,
PF05822,3.32,3.32,0.00,0.00
PF05824,4.82,4.66,0.16,3.43
PF05825,1.62,1.55,0.07,4.52
PF05826,1.08,1.59,-0.51,-32.08
PF05827,1.70,1.59,0.11,6.92
PF05831,3.05,3.12,-0.07,-2.24
PF05832,4.28,4.28,0.00,0.00
PF05833,,,,
PF05835,2.19,2.09,0.10,4.78
PF05837,,,,
PF05839,,,,
PF05843,0.69,0.68,0.01,1.47
PF05856,,,,
PF05859,,,,
PF05871,,,,
PF05873,,,,
PF05875,1.22,1.18,0.04,3.39
PF05881,,,,
PF05889,,,,
PF05890,,,,
PF05891,2.86,2.84,0.02,0.70
PF05902,3.85,3.82,0.03,0.79
PF05903,1.45,1.49,-0.04,-2.68
PF05907,,,,
PF05914,1.62,1.62,0.00,0.00
PF05915,,,,
PF05916,-0.08,0.05,-0.13,-260.00
PF05918,,,,
PF05920,3.54,3.54,0.00,0.00
PF05922,,,,
PF05923,2.10,1.98,0.12,6.06
PF05924,2.16,2.04,0.12,5.88
PF05934,,,,
PF05937,,,,
PF05956,1.10,1.06,0.04,3.77
PF05958,,,,
PF05964,2.39,2.49,-0.10,-4.02
PF05965,1.54,1.54,0.00,0.00
PF05970,,,,
PF05971,,,,
PF05972,2.89,2.89,0.00,0.00
PF05978,0.82,0.84,-0.02,-2.38
PF05983,,,,
PF05986,1.34,1.33,0.01,0.75
PF05994,4.62,4.62,0.00,0.00
PF05995,,,,
PF05997,3.38,3.70,-0.32,-8.65
PF06001,5.47,5.47,0.00,0.00
PF06003,2.91,1.20,1.71,142.50
PF06008,0.51,0.51,0.00,0.00
PF06009,1.07,1.04,0.03,2.88
PF06012,,,,
PF06017,1.13,1.19,-0.06,-5.04
PF06021,2.42,2.42,0.00,0.00
PF06025,,,,
PF06026,,,,
PF06027,2.28,2.25,0.03,1.33
PF06031,1.64,1.64,0.00,0.00
PF06046,0.95,0.91,0.04,4.40
PF06047,4.89,4.89,0.00,0.00
PF06052,,,,
PF06058,3.91,3.84,0.07,1.82
PF06060,1.13,1.09,0.04,3.67
PF06068,2.45,2.44,0.01,0.41
PF06071,,,,
PF06079,,,,
PF06080,,,,
PF06083,2.04,1.83,0.21,11.48
PF06087,,,,
PF06090,,,,
PF06093,,,,
PF06094,,,,
PF06098,,,,
PF06102,,,,
PF06105,3.28,3.30,-0.02,-0.61
PF06110,,,,
PF06113,,,,
PF06119,1.59,1.62,-0.03,-1.85
PF06121,,,,
PF06140,3.06,3.02,0.04,1.32
PF06148,,,,
PF06155,1.63,1.66,-0.03,-1.81
PF06159,,,,
PF06179,,,,
PF06189,3.74,3.87,-0.13,-3.36
PF06201,1.14,1.28,-0.14,-10.94
PF06202,,,,
PF06209,,,,
PF06211,,,,
PF06212,,,,
PF06214,,,,
PF06218,,,,
PF06220,1.94,1.86,0.08,4.30
PF06221,,,,
PF06229,,,,
PF06237,2.65,3.15,-0.50,-15.87
PF06239,,,,
PF06244,,,,
PF06246,,,,
PF06248,,,,
PF06268,0.70,0.65,0.05,7.69
PF06271,,,,
PF06278,,,,
PF06292,1.44,1.36,0.08,5.88
PF06293,,,,
PF06294,1.24,1.24,0.00,0.00
PF06297,2.54,2.70,-0.16,-5.93
PF06309,2.25,2.22,0.03,1.35
PF06311,4.05,3.94,0.11,2.79
PF06312,2.10,1.96,0.14,7.14
PF06320,,,,
PF06325,1.74,1.61,0.13,8.07
PF06327,1.19,1.18,0.01,0.85
PF06328,0.51,0.64,-0.13,-20.31
PF06331,,,,
PF06333,3.88,3.83,0.05,1.31
PF06337,1.93,1.78,0.15,8.43
PF06346,,,,
PF06350,,,,
PF06365,0.73,0.72,0.01,1.39
PF06367,1.41,1.42,-0.01,-0.70
PF06371,1.60,1.57,0.03,1.91
PF06372,,,,
PF06373,,,,
PF06374,5.36,5.36,0.00,0.00
PF06375,,,,
PF06384,1.92,1.88,0.04,2.13
PF06387,2.38,2.25,0.13,5.78
PF06388,1.80,2.60,-0.80,-30.77
PF06390,,,,
PF06391,,,,
PF06393,,,,
PF06396,,,,
PF06398,2.25,2.44,-0.19,-7.79
PF06399,,,,
PF06400,,,,
PF06401,,,,
PF06407,4.05,4.05,0.00,0.00
PF06409,4.44,4.62,-0.18,-3.90
PF06413,,,,
PF06417,,,,
PF06418,4.59,4.60,-0.01,-0.22
PF06419,,,,
PF06421,,,,
PF06423,,,,
PF06424,,,,
PF06427,3.71,3.71,0.00,0.00
PF06428,4.04,4.41,-0.37,-8.39
PF06432,,,,
PF06444,,,,
PF06446,,,,
PF06448,,,,
PF06455,,,,
PF06456,1.18,1.19,-0.01,-0.84
PF06459,1.77,1.81,-0.04,-2.21
PF06461,4.71,4.64,0.07,1.51
PF06462,1.99,2.17,-0.18,-8.29
PF06463,,,,
PF06464,1.51,1.46,0.05,3.42
PF06465,5.25,5.08,0.17,3.35
PF06466,3.89,3.87,0.02,0.52
PF06467,1.29,1.28,0.01,0.78
PF06468,2.09,2.05,0.04,1.95
PF06469,3.77,3.87,-0.10,-2.58
PF06470,0.97,0.91,0.06,6.59
PF06472,1.44,1.44,0.00,0.00
PF06473,0.92,0.93,-0.01,-1.08
PF06479,1.88,1.86,0.02,1.08
PF06480,1.33,1.36,-0.03,-2.21
PF06482,3.17,3.17,0.00,0.00
PF06484,2.80,2.82,-0.02,-0.71
PF06487,,,,
PF06512,1.69,1.70,-0.01,-0.59
PF06524,,,,
PF06529,,,,
PF06534,3.02,2.68,0.34,12.69
PF06535,3.07,3.09,-0.02,-0.65
PF06540,,,,
PF06541,,,,
PF06544,1.15,1.28,-0.13,-10.16
PF06546,0.82,0.80,0.02,2.50
PF06553,3.65,3.61,0.04,1.11
PF06554,,,,
PF06565,1.43,1.41,0.02,1.42
PF06566,,,,
PF06567,,,,
PF06573,,,,
PF06581,,,,
PF06583,2.09,2.08,0.01,0.48
PF06584,,,,
PF06588,,,,
PF06602,2.09,2.06,0.03,1.46
PF06607,3.25,3.25,0.00,0.00
PF06614,,,,
PF06617,1.46,1.27,0.19,14.96
PF06621,0.59,0.59,0.00,0.00
PF06623,3.62,3.62,0.00,0.00
PF06624,4.48,4.47,0.01,0.22
PF06625,2.90,3.28,-0.38,-11.59
PF06628,,,,
PF06632,,,,
PF06637,,,,
PF06638,3.92,3.91,0.01,0.26
PF06644,,,,
PF06645,,,,
PF06657,2.21,2.12,0.09,4.25
PF06658,,,,
PF06662,,,,
PF06663,3.16,3.13,0.03,0.96
PF06664,0.60,0.48,0.12,25.00
PF06668,1.31,1.30,0.01,0.77
PF06677,,,,
PF06679,1.37,1.26,0.11,8.73
PF06682,,,,
PF06699,,,,
PF06701,2.86,2.82,0.04,1.42
PF06702,2.69,2.67,0.02,0.75
PF06703,,,,
PF06726,,,,
PF06728,,,,
PF06729,,,,
PF06730,,,,
PF06732,,,,
PF06733,2.21,2.21,0.00,0.00
PF06736,1.15,1.15,0.00,0.00
PF06741,3.88,3.88,0.00,0.00
PF06743,0.90,0.86,0.04,4.65
PF06747,1.14,1.11,0.03,2.70
PF06752,1.74,1.89,-0.15,-7.94
PF06758,3.37,3.14,0.23,7.32
PF06762,2.06,1.98,0.08,4.04
PF06773,,,,
PF06775,,,,
PF06777,,,,
PF06783,,,,
PF06784,,,,
PF06789,1.69,1.69,0.00,0.00
PF06803,,,,
PF06807,,,,
PF06809,,,,
PF06814,1.63,1.51,0.12,7.95
PF06816,2.24,2.25,-0.01,-0.44
PF06817,5.02,5.00,0.02,0.40
PF06818,2.17,2.24,-0.07,-3.13
PF06821,,,,
PF06825,2.29,2.20,0.09,4.09
PF06827,,,,
PF06831,1.25,1.13,0.12,10.62
PF06839,2.42,2.34,0.08,3.42
PF06840,,,,
PF06842,1.97,2.03,-0.06,-2.96
PF06858,,,,
PF06859,1.42,1.40,0.02,1.43
PF06862,,,,
PF06870,,,,
PF06875,,,,
PF06881,3.25,3.31,-0.06,-1.81
PF06883,,,,
PF06886,0.71,0.74,-0.03,-4.05
PF06888,2.38,2.37,0.01,0.42
PF06905,,,,
PF06907,1.48,1.51,-0.03,-1.99
PF06910,,,,
PF06911,,,,
PF06916,1.38,1.36,0.02,1.47
PF06920,1.59,1.57,0.02,1.27
PF06936,,,,
PF06937,,,,
PF06941,3.23,3.24,-0.01,-0.31
PF06951,2.91,2.89,0.02,0.69
PF06954,3.07,3.01,0.06,1.99
PF06957,,,,
PF06959,,,,
PF06963,,,,
PF06969,,,,
PF06978,,,,
PF06979,-0.16,-0.19,0.03,15.79
PF06984,,,,
PF06989,,,,
PF06990,1.87,1.85,0.02,1.08
PF06991,,,,
PF07000,,,,
PF07001,2.98,3.06,-0.08,-2.61
PF07002,3.32,3.33,-0.01,-0.30
PF07004,1.83,2.13,-0.30,-14.08
PF07010,,,,
PF07019,0.27,0.26,0.01,3.85
PF07034,,,,
PF07035,,,,
PF07039,,,,
PF07047,,,,
PF07051,2.63,2.42,0.21,8.68
PF07052,,,,
PF07061,,,,
PF07064,,,,
PF07065,,,,
PF07074,,,,
PF07078,,,,
PF07084,1.80,2.01,-0.21,-10.45
PF07086,,,,
PF07092,1.77,2.05,-0.28,-13.66
PF07093,,,,
PF07096,,,,
PF07106,,,,
PF07111,,,,
PF07114,1.24,1.24,0.00,0.00
PF07139,1.98,2.00,-0.02,-1.00
PF07140,,,,
PF07142,3.59,4.00,-0.41,-10.25
PF07145,2.36,2.19,0.17,7.76
PF07147,1.18,1.06,0.12,11.32
PF07156,2.15,2.16,-0.01,-0.46
PF07159,2.05,2.01,0.04,1.99
PF07160,,,,
PF07162,1.22,1.21,0.01,0.83
PF07163,,,,
PF07175,,,,
PF07177,1.34,1.33,0.01,0.75
PF07189,,,,
PF07192,4.03,4.03,0.00,0.00
PF07200,1.51,1.50,0.01,0.67
PF07213,1.40,1.83,-0.43,-23.50
PF07221,,,,
PF07222,,,,
PF07225,,,,
PF07228,,,,
PF07258,0.90,0.90,0.00,0.00
PF07259,,,,
PF07260,,,,
PF07263,,,,
PF07264,,,,
PF07281,4.75,4.75,0.00,0.00
PF07286,,,,
PF07289,,,,
PF07292,1.32,1.33,-0.01,-0.75
PF07297,,,,
PF07303,1.87,1.88,-0.01,-0.53
PF07304,,,,
PF07324,4.91,4.86,0.05,1.03
PF07326,,,,
PF07334,0.76,0.76,0.00,0.00
PF07347,,,,
PF07353,,,,
PF07354,2.26,1.66,0.60,36.14
PF07359,,,,
PF07392,,,,
PF07393,,,,
PF07400,,,,
PF07412,2.45,2.19,0.26,11.87
PF07421,,,,
PF07426,,,,
PF07443,2.18,2.18,0.00,0.00
PF07448,,,,
PF07452,0.62,0.70,-0.08,-11.43
PF07458,2.68,2.70,-0.02,-0.74
PF07469,1.32,1.32,0.00,0.00
PF07474,1.37,1.35,0.02,1.48
PF07479,4.34,4.33,0.01,0.23
PF07491,,,,
PF07496,2.35,2.33,0.02,0.86
PF07500,1.68,1.63,0.05,3.07
PF07502,1.37,1.31,0.06,4.58
PF07521,1.60,1.53,0.07,4.58
PF07522,0.98,1.32,-0.34,-25.76
PF07524,1.24,1.21,0.03,2.48
PF07525,1.67,1.77,-0.10,-5.65
PF07527,1.79,1.74,0.05,2.87
PF07528,2.17,2.35,-0.18,-7.66
PF07529,1.76,1.72,0.04,2.33
PF07531,2.55,2.53,0.02,0.79
PF07533,2.10,2.06,0.04,1.94
PF07534,2.05,2.15,-0.10,-4.65
PF07535,3.05,2.88,0.17,5.90
PF07539,,,,
PF07540,,,,
PF07541,,,,
PF07542,,,,
PF07544,,,,
PF07545,4.54,4.40,0.14,3.18
PF07546,2.21,2.01,0.20,9.95
PF07555,,,,
PF07557,,,,
PF07558,,,,
PF07562,2.47,2.46,0.01,0.41
PF07565,2.52,2.24,0.28,12.50
PF07569,,,,
PF07571,1.12,1.12,0.00,0.00
PF07572,,,,
PF07574,,,,
PF07575,,,,
PF07576,,,,
PF07593,,,,
PF07645,2.55,2.42,0.13,5.37
PF07647,0.74,0.68,0.06,8.82
PF07648,1.85,1.82,0.03,1.65
PF07650,,,,
PF07651,1.22,1.21,0.01,0.83
PF07653,1.09,1.02,0.07,6.86
PF07654,1.27,1.22,0.05,4.10
PF07657,1.82,1.81,0.01,0.55
PF07662,3.20,3.20,0.00,0.00
PF07670,3.65,3.67,-0.02,-0.54
PF07677,1.60,1.59,0.01,0.63
PF07678,1.75,1.68,0.07,4.17
PF07679,0.97,0.94,0.03,3.19
PF07684,1.71,1.66,0.05,3.01
PF07686,0.77,0.75,0.02,2.67
PF07687,0.69,0.69,0.00,0.00
PF07690,0.14,0.11,0.03,27.27
PF07691,0.41,0.35,0.06,17.14
PF07693,0.62,0.65,-0.03,-4.62
PF07699,1.93,1.83,0.10,5.46
PF07700,1.72,1.68,0.04,2.38
PF07701,1.99,1.96,0.03,1.53
PF07703,1.20,1.19,0.01,0.84
PF07706,,,,
PF07707,1.08,1.07,0.01,0.93
PF07710,2.42,2.39,0.03,1.26
PF07711,,,,
PF07713,,,,
PF07714,1.55,1.53,0.02,1.31
PF07716,1.79,1.75,0.04,2.29
PF07717,1.12,1.10,0.02,1.82
PF07718,,,,
PF07719,0.10,0.03,0.07,233.33
PF07722,,,,
PF07724,0.71,0.65,0.06,9.23
PF07728,1.08,0.97,0.11,11.34
PF07731,2.97,2.88,0.09,3.13
PF07732,2.34,2.39,-0.05,-2.09
PF07738,1.69,1.64,0.05,3.05
PF07741,,,,
PF07742,2.59,2.56,0.03,1.17
PF07743,,,,
PF07744,1.06,1.04,0.02,1.92
PF07748,0.83,0.90,-0.07,-7.78
PF07749,,,,
PF07757,,,,
PF07763,2.44,2.45,-0.01,-0.41
PF07766,1.60,1.64,-0.04,-2.44
PF07767,,,,
PF07773,0.59,1.07,-0.48,-44.86
PF07774,,,,
PF07776,,,,
PF07778,,,,
PF07779,,,,
PF07780,,,,
PF07782,0.65,0.63,0.02,3.17
PF07786,,,,
PF07787,,,,
PF07798,3.07,3.07,0.00,0.00
PF07803,2.42,2.18,0.24,11.01
PF07807,,,,
PF07808,,,,
PF07809,2.06,1.98,0.08,4.04
PF07810,2.08,2.08,0.00,0.00
PF07814,,,,
PF07815,3.35,3.22,0.13,4.04
PF07817,,,,
PF07818,,,,
PF07819,,,,
PF07830,2.83,2.84,-0.01,-0.35
PF07831,,,,
PF07834,,,,
PF07837,0.73,0.72,0.01,1.39
PF07842,1.06,1.05,0.01,0.95
PF07847,,,,
PF07850,,,,
PF07851,3.94,3.93,0.01,0.25
PF07855,,,,
PF07856,4.16,4.12,0.04,0.97
PF07857,,,,
PF07859,1.53,1.35,0.18,13.33
PF07884,2.94,2.89,0.05,1.73
PF07885,1.46,1.36,0.10,7.35
PF07888,1.48,1.50,-0.02,-1.33
PF07890,,,,
PF07894,1.82,1.79,0.03,1.68
PF07896,,,,
PF07904,,,,
PF07910,1.17,0.92,0.25,27.17
PF07912,,,,
PF07915,1.62,1.53,0.09,5.88
PF07923,3.44,3.50,-0.06,-1.71
PF07926,,,,
PF07928,,,,
PF07933,4.36,4.31,0.05,1.16
PF07934,,,,
PF07941,,,,
PF07942,,,,
PF07946,,,,
PF07947,1.49,1.53,-0.04,-2.61
PF07959,0.47,0.31,0.16,51.61
PF07962,,,,
PF07965,1.40,1.36,0.04,2.94
PF07966,2.66,2.63,0.03,1.14
PF07970,1.87,1.83,0.04,2.19
PF07973,1.70,1.71,-0.01,-0.58
PF07974,3.12,2.97,0.15,5.05
PF07975,6.22,6.22,0.00,0.00
PF07978,1.74,1.74,0.00,0.00
PF07984,3.49,3.48,0.01,0.29
PF07985,,,,
PF07986,1.35,1.33,0.02,1.50
PF07988,2.83,2.83,0.00,0.00
PF07989,3.09,3.04,0.05,1.64
PF07992,0.77,0.72,0.05,6.94
PF07993,3.37,3.38,-0.01,-0.30
PF07994,,,,
PF07995,2.86,2.92,-0.06,-2.05
PF07998,,,,
PF08005,1.99,2.00,-0.01,-0.50
PF08007,2.12,2.02,0.10,4.95
PF08016,1.06,1.03,0.03,2.91
PF08022,2.47,2.49,-0.02,-0.80
PF08030,2.27,2.28,-0.01,-0.44
PF08032,,,,
PF08033,1.71,1.73,-0.02,-1.16
PF08035,,,,
PF08038,,,,
PF08039,,,,
PF08040,,,,
PF08043,3.45,3.41,0.04,1.17
PF08059,2.23,2.19,0.04,1.83
PF08061,1.42,1.42,0.00,0.00
PF08062,1.47,1.47,0.00,0.00
PF08063,,,,
PF08064,,,,
PF08065,2.72,2.72,0.00,0.00
PF08066,,,,
PF08067,,,,
PF08068,,,,
PF08069,,,,
PF08070,1.30,1.30,0.00,0.00
PF08071,5.54,5.54,0.00,0.00
PF08072,,,,
PF08073,4.78,4.78,0.00,0.00
PF08074,4.65,4.65,0.00,0.00
PF08075,4.27,4.27,0.00,0.00
PF08079,0.97,0.97,0.00,0.00
PF08080,4.56,4.56,0.00,0.00
PF08081,3.66,3.66,0.00,0.00
PF08082,,,,
PF08083,,,,
PF08084,,,,
PF08122,,,,
PF08123,,,,
PF08127,,,,
PF08142,1.07,0.88,0.19,21.59
PF08143,1.52,1.52,0.00,0.00
PF08144,,,,
PF08145,,,,
PF08146,,,,
PF08147,,,,
PF08148,,,,
PF08149,,,,
PF08150,2.81,2.81,0.00,0.00
PF08151,2.63,2.53,0.10,3.95
PF08152,2.34,2.34,0.00,0.00
PF08153,,,,
PF08154,0.53,0.53,0.00,0.00
PF08155,,,,
PF08156,0.97,0.98,-0.01,-1.02
PF08158,,,,
PF08159,1.22,1.22,0.00,0.00
PF08161,,,,
PF08163,,,,
PF08164,,,,
PF08165,1.13,1.16,-0.03,-2.59
PF08166,1.43,1.29,0.14,10.85
PF08167,,,,
PF08168,,,,
PF08169,2.41,2.36,0.05,2.12
PF08170,,,,
PF08172,,,,
PF08174,1.52,1.52,0.00,0.00
PF08180,4.25,4.34,-0.09,-2.07
PF08190,0.87,0.87,0.00,0.00
PF08198,5.06,5.06,0.00,0.00
PF08202,,,,
PF08204,,,,
PF08205,0.69,0.62,0.07,11.29
PF08208,,,,
PF08209,,,,
PF08213,,,,
PF08214,4.83,4.83,0.00,0.00
PF08216,,,,
PF08221,,,,
PF08227,,,,
PF08231,,,,
PF08232,4.24,4.27,-0.03,-0.70
PF08234,,,,
PF08235,4.18,4.18,0.00,0.00
PF08236,,,,
PF08238,1.02,1.02,0.00,0.00
PF08240,1.98,2.05,-0.07,-3.41
PF08241,1.12,1.09,0.03,2.75
PF08242,0.32,0.32,0.00,0.00
PF08243,,,,
PF08246,1.90,1.91,-0.01,-0.52
PF08264,0.63,0.59,0.04,6.78
PF08265,1.00,1.00,0.00,0.00
PF08266,2.21,2.20,0.01,0.45
PF08271,1.22,1.21,0.01,0.83
PF08282,2.92,2.85,0.07,2.46
PF08285,,,,
PF08286,,,,
PF08288,,,,
PF08292,,,,
PF08293,,,,
PF08294,,,,
PF08295,4.27,3.29,0.98,29.79
PF08311,2.08,2.08,0.00,0.00
PF08312,2.42,2.37,0.05,2.11
PF08313,3.26,3.15,0.11,3.49
PF08314,,,,
PF08315,,,,
PF08318,,,,
PF08320,,,,
PF08321,1.76,1.64,0.12,7.32
PF08324,,,,
PF08326,3.83,3.84,-0.01,-0.26
PF08327,,,,
PF08332,4.78,4.78,0.00,0.00
PF08336,2.10,2.01,0.09,4.48
PF08337,3.05,2.80,0.25,8.93
PF08338,,,,
PF08344,3.26,3.26,0.00,0.00
PF08347,2.64,2.58,0.06,2.33
PF08351,,,,
PF08355,3.09,2.89,0.20,6.92
PF08356,3.86,3.78,0.08,2.12
PF08357,0.83,0.86,-0.03,-3.49
PF08365,,,,
PF08366,2.52,2.50,0.02,0.80
PF08367,,,,
PF08368,0.76,0.76,0.00,0.00
PF08372,3.85,3.43,0.42,12.24
PF08373,1.35,1.36,-0.01,-0.74
PF08374,2.35,2.33,0.02,0.86
PF08375,,,,
PF08377,,,,
PF08383,3.14,3.14,0.00,0.00
PF08384,,,,
PF08385,0.84,0.82,0.02,2.44
PF08389,0.61,0.60,0.01,1.67
PF08391,,,,
PF08393,1.40,1.41,-0.01,-0.71
PF08397,1.42,1.42,0.00,0.00
PF08399,2.22,2.25,-0.03,-1.33
PF08403,2.57,2.52,0.05,1.98
PF08409,2.39,2.37,0.02,0.84
PF08412,4.63,4.57,0.06,1.31
PF08416,1.19,1.17,0.02,1.71
PF08418,,,,
PF08423,1.26,1.16,0.10,8.62
PF08424,,,,
PF08427,,,,
PF08429,2.48,2.48,0.00,0.00
PF08430,1.33,1.38,-0.05,-3.62
PF08433,0.79,0.77,0.02,2.60
PF08434,3.08,3.08,0.00,0.00
PF08441,0.87,0.81,0.06,7.41
PF08442,2.45,2.42,0.03,1.24
PF08443,4.68,4.68,0.00,0.00
PF08444,1.86,1.85,0.01,0.54
PF08447,1.56,1.52,0.04,2.63
PF08449,0.81,0.79,0.02,2.53
PF08450,,,,
PF08451,,,,
PF08454,3.10,3.02,0.08,2.65
PF08466,4.13,4.07,0.06,1.47
PF08473,1.52,1.51,0.01,0.66
PF08474,2.19,2.21,-0.02,-0.90
PF08477,0.92,0.91,0.01,1.10
PF08487,1.50,1.50,0.00,0.00
PF08490,,,,
PF08491,,,,
PF08492,,,,
PF08499,3.97,3.97,0.00,0.00
PF08504,3.71,3.68,0.03,0.82
PF08506,1.51,1.49,0.02,1.34
PF08510,,,,
PF08511,,,,
PF08512,0.68,0.78,-0.10,-12.82
PF08513,2.03,1.97,0.06,3.05
PF08514,4.02,4.05,-0.03,-0.74
PF08515,3.52,3.52,0.00,0.00
PF08516,1.83,1.78,0.05,2.81
PF08517,2.02,1.96,0.06,3.06
PF08518,2.40,2.40,0.00,0.00
PF08519,,,,
PF08523,,,,
PF08524,,,,
PF08526,1.44,1.44,0.00,0.00
PF08527,1.98,1.98,0.00,0.00
PF08534,,,,
PF08539,2.79,2.82,-0.03,-1.06
PF08540,3.42,3.40,0.02,0.59
PF08542,0.51,0.42,0.09,21.43
PF08543,,,,
PF08544,1.31,1.04,0.27,25.96
PF08547,,,,
PF08551,,,,
PF08555,,,,
PF08557,4.51,4.51,0.00,0.00
PF08558,1.27,1.26,0.01,0.79
PF08561,,,,
PF08562,2.95,2.95,0.00,0.00
PF08563,,,,
PF08564,,,,
PF08565,3.68,3.63,0.05,1.38
PF08567,,,,
PF08568,,,,
PF08569,4.20,4.18,0.02,0.48
PF08571,,,,
PF08572,,,,
PF08573,,,,
PF08574,,,,
PF08577,,,,
PF08583,0.28,0.28,0.00,0.00
PF08584,,,,
PF08585,1.84,1.84,0.00,0.00
PF08590,,,,
PF08596,4.03,4.07,-0.04,-0.98
PF08597,,,,
PF08598,1.93,1.85,0.08,4.32
PF08599,,,,
PF08603,4.04,4.01,0.03,0.75
PF08604,,,,
PF08606,,,,
PF08608,5.24,5.24,0.00,0.00
PF08609,,,,
PF08610,,,,
PF08612,,,,
PF08613,0.79,0.90,-0.11,-12.22
PF08614,1.13,1.13,0.00,0.00
PF08615,,,,
PF08616,5.17,5.16,0.01,0.19
PF08617,,,,
PF08620,,,,
PF08621,,,,
PF08623,4.31,4.31,0.00,0.00
PF08625,,,,
PF08626,,,,
PF08628,1.10,1.08,0.02,1.85
PF08629,,,,
PF08631,,,,
PF08638,,,,
PF08640,,,,
PF08641,,,,
PF08644,,,,
PF08645,,,,
PF08646,1.05,0.92,0.13,14.13
PF08648,,,,
PF08652,,,,
PF08659,,,,
PF08660,,,,
PF08661,,,,
PF08662,0.78,0.78,0.00,0.00
PF08669,1.27,1.16,0.11,9.48
PF08672,,,,
PF08674,4.06,4.06,0.00,0.00
PF08675,,,,
PF08676,0.65,0.62,0.03,4.84
PF08683,3.85,3.85,0.00,0.00
PF08685,3.40,3.40,0.00,0.00
PF08686,2.49,2.52,-0.03,-1.19
PF08687,1.97,1.92,0.05,2.60
PF08688,1.25,1.14,0.11,9.65
PF08694,,,,
PF08695,,,,
PF08696,,,,
PF08698,,,,
PF08699,2.81,2.78,0.03,1.08
PF08700,0.37,0.32,0.05,15.62
PF08701,,,,
PF08702,0.56,0.55,0.01,1.82
PF08703,1.37,1.47,-0.10,-6.80
PF08704,0.65,0.67,-0.02,-2.99
PF08709,2.21,2.20,0.01,0.45
PF08711,1.72,1.72,0.00,0.00
PF08712,,,,
PF08718,1.65,1.61,0.04,2.48
PF08725,2.78,2.78,0.00,0.00
PF08726,2.74,2.74,0.00,0.00
PF08729,4.82,4.82,0.00,0.00
PF08736,1.80,1.71,0.09,5.26
PF08737,,,,
PF08740,,,,
PF08742,1.95,1.94,0.01,0.52
PF08743,3.43,3.43,0.00,0.00
PF08746,,,,
PF08752,4.22,4.29,-0.07,-1.63
PF08755,0.86,0.75,0.11,14.67
PF08758,1.39,1.32,0.07,5.30
PF08763,2.97,2.96,0.01,0.34
PF08766,1.94,1.92,0.02,1.04
PF08767,,,,
PF08768,,,,
PF08771,,,,
PF08772,,,,
PF08773,,,,
PF08774,,,,
PF08776,3.19,3.11,0.08,2.57
PF08777,0.81,0.81,0.00,0.00
PF08778,3.33,3.33,0.00,0.00
PF08781,3.87,3.86,0.01,0.26
PF08782,2.64,2.64,0.00,0.00
PF08783,,,,
PF08784,2.48,2.40,0.08,3.33
PF08785,,,,
PF08788,4.52,4.50,0.02,0.44
PF08790,,,,
PF08797,,,,
PF08799,1.93,1.93,0.00,0.00
PF08801,,,,
PF08806,,,,
PF08815,2.78,2.71,0.07,2.58
PF08824,1.53,1.52,0.01,0.66
PF08825,,,,
PF08826,2.00,2.03,-0.03,-1.48
PF08831,,,,
PF08832,2.05,2.02,0.03,1.49
PF08833,3.69,3.38,0.31,9.17
PF08839,,,,
PF08840,2.94,2.90,0.04,1.38
PF08880,4.09,4.09,0.00,0.00
PF08910,,,,
PF08911,,,,
PF08912,2.66,2.66,0.00,0.00
PF08913,3.40,3.40,0.00,0.00
PF08914,,,,
PF08916,2.23,2.23,0.00,0.00
PF08917,,,,
PF08919,2.14,2.11,0.03,1.42
PF08920,,,,
PF08923,,,,
PF08926,4.09,4.12,-0.03,-0.73
PF08934,1.84,1.80,0.04,2.22
PF08938,,,,
PF08939,,,,
PF08941,,,,
PF08944,5.03,5.03,0.00,0.00
PF08945,,,,
PF08947,3.53,3.53,0.00,0.00
PF08952,1.80,1.78,0.02,1.12
PF08953,2.45,2.42,0.03,1.24
PF08954,,,,
PF08961,,,,
PF08969,1.76,1.74,0.02,1.15
PF08976,2.01,1.89,0.12,6.35
PF08983,,,,
PF08991,,,,
PF08996,,,,
PF08997,,,,
PF08999,,,,
PF09004,,,,
PF09005,4.00,3.94,0.06,1.52
PF09006,,,,
PF09007,1.99,1.84,0.15,8.15
PF09011,2.21,2.14,0.07,3.27
PF09014,,,,
PF09026,,,,
PF09027,1.27,1.14,0.13,11.40
PF09029,1.43,1.76,-0.33,-18.75
PF09030,2.24,2.35,-0.11,-4.68
PF09032,,,,
PF09033,,,,
