pfam_id,fasta_seqs,sto_lines
PF14632,1,7
PF14633,1,12
PF14634,9,23
PF14635,1,7
PF14636,2,9
PF14637,2,16
PF14638,2,9
PF14639,1,7
PF14641,1,7
PF14642,16,72
PF14643,1,17
PF14644,1,12
PF14645,3,11
PF14646,1,17
PF14647,1,12
PF14648,3,29
PF14649,1,12
PF14650,15,101
PF14651,2,9
PF14652,2,16
PF14653,4,13
PF14654,2,9
PF14655,1,17
PF14656,1,22
PF14658,1,7
PF14661,1,12
PF14662,1,7
PF14663,1,7
PF14664,1,12
PF14665,1,7
PF14666,1,7
PF14668,1,7
PF14669,1,7
PF14670,69,143
PF14671,3,11
PF14672,21,47
PF14674,1,7
PF14675,1,12
PF14676,1,7
PF14677,1,12
PF14678,1,12
PF14679,1,7
PF14680,1,12
PF14681,2,16
PF14687,1,7
PF14688,1,12
PF14691,1,7
PF14694,1,12
PF14695,1,7
PF14697,1,7
PF14698,1,7
PF14699,1,7
PF14700,1,12
PF14701,1,17
PF14702,1,12
PF14703,3,11
PF14704,1,7
PF14705,2,9
PF14707,8,21
PF14709,4,13
PF14712,2,9
PF14713,1,12
PF14716,5,15
PF14719,3,20
PF14721,1,7
PF14722,3,11
PF14723,2,9
PF14724,1,27
PF14726,1,7
PF14727,1,12
PF14728,1,7
PF14732,1,7
PF14735,1,12
PF14736,1,12
PF14737,1,7
PF14738,1,7
PF14739,1,7
PF14740,1,12
PF14744,1,12
PF14745,1,17
PF14746,1,7
PF14748,3,11
PF14749,2,9
PF14750,1,32
PF14752,1,22
PF14753,2,16
PF14759,1,7
PF14761,1,17
PF14763,1,17
PF14764,1,7
PF14766,1,7
PF14767,1,7
PF14768,1,7
PF14769,3,11
PF14770,1,7
PF14771,1,7
PF14772,2,9
PF14773,1,7
PF14774,2,9
PF14775,1,7
PF14776,1,17
PF14777,1,7
PF14778,1,12
PF14779,1,12
PF14780,1,7
PF14781,1,7
PF14782,1,7
PF14783,1,7
PF14784,1,7
PF14787,11,27
PF14788,1,7
PF14791,4,13
PF14792,3,11
PF14796,2,9
PF14797,1,7
PF14798,6,32
PF14799,2,9
PF14800,1,12
PF14802,1,12
PF14806,1,7
PF14807,1,7
PF14808,1,12
PF14811,1,7
PF14813,1,7
PF14815,1,7
PF14816,2,16
PF14817,1,22
PF14818,3,11
PF14820,6,17
PF14821,2,9
PF14822,2,16
PF14825,1,7
PF14826,1,7
PF14828,1,17
PF14833,2,9
PF14835,1,7
PF14836,5,15
PF14837,1,12
PF14838,1,22
PF14839,1,12
PF14843,6,17
PF14844,6,17
PF14845,2,9
PF14846,1,7
PF14851,3,11
PF14852,1,7
PF14853,1,7
PF14854,3,11
PF14857,2,23
PF14858,1,17
PF14862,1,7
PF14868,1,17
PF14874,1,7
PF14875,3,11
PF14880,1,7
PF14881,1,7
PF14886,2,9
PF14887,1,7
PF14892,2,9
PF14893,10,25
PF14895,1,12
PF14901,1,7
PF14904,5,15
PF14906,1,12
PF14908,1,7
PF14909,2,9
PF14910,1,22
PF14911,1,12
PF14912,7,19
PF14913,1,7
PF14914,5,15
PF14915,31,197
PF14916,4,13
PF14917,2,9
PF14918,1,12
PF14919,1,12
PF14920,1,12
PF14921,4,24
PF14922,2,9
PF14923,1,17
PF14924,1,7
PF14925,1,22
PF14926,1,12
PF14927,4,13
PF14929,1,12
PF14931,1,7
PF14932,1,12
PF14933,1,7
PF14934,1,7
PF14935,1,7
PF14936,1,7
PF14937,1,7
PF14938,3,20
PF14939,1,12
PF14940,2,16
PF14941,1,7
PF14942,1,7
PF14943,1,7
PF14944,2,16
PF14945,2,9
PF14946,1,7
PF14948,3,11
PF14949,2,9
PF14950,1,12
PF14951,1,12
PF14952,1,7
PF14953,1,12
PF14954,2,16
PF14955,1,7
PF14956,1,7
PF14957,6,17
PF14958,1,7
PF14959,1,7
PF14960,1,7
PF14961,1,22
PF14962,1,7
PF14963,1,12
PF14964,1,12
PF14965,2,9
PF14966,1,7
PF14967,2,16
PF14968,1,12
PF14969,1,7
PF14970,2,9
PF14972,1,7
PF14973,1,7
PF14974,1,7
PF14975,1,7
PF14976,4,13
PF14977,3,20
PF14978,1,7
PF14979,2,9
PF14980,1,7
PF14981,1,7
PF14982,2,9
PF14983,1,7
PF14984,1,7
PF14985,1,7
PF14986,1,7
PF14987,1,7
PF14988,3,20
PF14989,1,7
PF14990,1,7
PF14991,1,7
PF14992,2,16
PF14993,1,7
PF14994,1,12
PF14995,1,7
PF14996,1,7
PF14997,2,16
PF14998,3,11
PF14999,1,7
PF15000,1,7
PF15001,1,7
PF15002,1,12
PF15003,1,7
PF15004,1,7
PF15005,4,13
PF15006,1,7
PF15007,1,7
PF15008,1,12
PF15009,1,7
PF15010,3,20
PF15011,1,7
PF15012,1,7
PF15013,1,7
PF15014,1,12
PF15015,1,17
PF15016,1,7
PF15017,4,13
PF15018,2,9
PF15019,1,12
PF15020,1,12
PF15021,1,7
PF15022,1,7
PF15024,2,23
PF15025,1,7
PF15027,2,9
PF15028,1,7
PF15029,1,12
PF15030,1,12
PF15031,1,7
PF15032,1,17
PF15033,1,7
PF15034,1,7
PF15035,3,20
PF15036,1,7
PF15037,3,29
PF15038,1,7
PF15039,1,7
PF15040,14,33
PF15041,1,7
PF15042,1,7
PF15043,1,7
PF15044,1,7
PF15045,2,9
PF15046,1,12
PF15047,2,16
PF15048,1,7
PF15049,2,9
PF15050,1,7
PF15051,2,16
PF15052,1,7
PF15053,1,12
PF15054,2,9
PF15055,1,7
PF15056,2,9
PF15057,2,9
PF15058,2,16
PF15059,2,9
PF15060,2,9
PF15061,1,7
PF15062,1,7
PF15063,2,9
PF15064,1,17
PF15065,1,12
PF15066,1,17
PF15067,2,16
PF15068,2,16
PF15069,2,9
PF15070,40,251
PF15071,1,7
PF15072,1,7
PF15073,1,7
PF15074,1,7
PF15075,1,7
PF15076,1,7
PF15077,2,16
PF15078,1,17
PF15079,1,12
PF15080,1,7
PF15081,1,7
PF15083,1,7
PF15084,1,7
PF15085,1,7
PF15086,1,7
PF15087,1,22
PF15088,1,7
PF15089,1,17
PF15090,1,17
PF15091,1,17
PF15092,1,7
PF15093,1,12
PF15094,1,7
PF15095,1,7
PF15096,1,7
PF15097,1,7
PF15098,1,7
PF15099,1,7
PF15100,1,12
PF15101,1,12
PF15102,1,7
PF15103,1,7
PF15104,1,7
PF15105,1,7
PF15106,1,12
PF15107,2,9
PF15108,1,7
PF15109,1,7
PF15110,1,7
PF15111,1,12
PF15112,1,12
PF15113,1,17
PF15114,1,7
PF15115,2,9
PF15116,1,7
PF15117,1,7
PF15118,5,15
PF15119,1,7
PF15120,1,7
PF15121,1,7
PF15122,1,12
PF15123,1,7
PF15124,1,7
PF15125,2,9
PF15127,1,7
PF15128,1,7
PF15129,2,9
PF15130,1,12
PF15132,1,7
PF15133,1,12
PF15134,1,7
PF15135,1,12
PF15136,1,7
PF15137,1,12
PF15138,1,7
PF15139,1,7
PF15141,1,7
PF15142,1,7
PF15143,2,9
PF15144,1,7
PF15145,1,7
PF15146,1,17
PF15147,1,7
PF15148,1,12
PF15149,1,12
PF15150,1,7
PF15151,1,7
PF15152,1,7
PF15153,1,7
PF15155,3,11
PF15156,1,12
PF15157,2,9
PF15158,1,7
PF15159,1,7
PF15160,1,12
PF15161,1,7
PF15162,1,7
PF15163,1,7
PF15164,1,12
PF15165,1,12
PF15167,1,7
PF15168,1,7
PF15169,1,7
PF15170,2,9
PF15171,1,7
PF15172,1,7
PF15173,2,9
PF15174,1,7
PF15175,1,7
PF15176,1,7
PF15177,4,13
PF15179,1,7
PF15180,2,9
PF15181,1,12
PF15182,1,7
PF15183,2,9
PF15184,1,7
PF15185,1,12
PF15186,4,13
PF15187,1,7
PF15188,1,7
PF15189,1,7
PF15190,1,7
PF15191,1,7
PF15192,1,7
PF15193,2,9
PF15194,2,9
PF15195,1,7
PF15196,1,7
PF15198,1,7
PF15199,1,7
PF15200,2,9
PF15201,1,7
PF15202,1,7
PF15203,1,7
PF15204,1,7
PF15205,1,7
PF15206,2,9
PF15207,1,7
PF15208,1,12
PF15209,1,7
PF15210,1,7
PF15211,1,7
PF15212,1,7
PF15213,1,7
PF15214,1,7
PF15215,1,7
PF15216,1,7
PF15217,1,7
PF15218,1,12
PF15219,1,7
PF15220,1,7
PF15221,1,7
PF15223,2,23
PF15224,1,7
PF15225,1,7
PF15226,1,7
PF15227,37,79
PF15228,2,9
PF15229,17,76
PF15230,2,9
PF15231,5,15
PF15232,3,11
PF15233,2,9
PF15234,1,12
PF15235,3,11
PF15236,1,7
PF15237,4,24
PF15238,4,13
PF15239,1,12
PF15240,10,48
PF15241,2,9
PF15242,3,20
PF15243,1,7
PF15244,1,17
PF15245,1,12
PF15246,2,16
PF15247,1,7
PF15248,2,9
PF15249,2,9
PF15250,2,23
PF15251,2,16
PF15252,2,16
PF15253,1,12
PF15254,1,27
PF15255,3,11
PF15256,2,16
PF15257,1,7
PF15258,3,29
PF15259,2,9
PF15260,2,9
PF15261,1,7
PF15262,3,11
PF15264,1,7
PF15265,2,23
PF15266,2,9
PF15268,4,57
PF15269,2,9
PF15273,6,137
PF15274,1,27
PF15275,3,11
PF15276,2,9
PF15277,3,11
PF15279,2,23
PF15280,1,12
PF15281,1,7
PF15282,3,20
PF15285,1,7
PF15287,6,17
PF15288,25,55
PF15289,1,7
PF15290,2,16
PF15291,1,7
PF15292,1,7
PF15293,1,22
PF15294,1,12
PF15295,1,7
PF15296,1,7
PF15297,3,20
PF15298,2,16
PF15299,1,12
PF15300,13,31
PF15301,2,23
PF15302,1,12
PF15303,2,16
PF15304,3,20
PF15305,1,7
PF15306,1,7
PF15307,1,7
PF15308,3,38
PF15309,3,11
PF15310,1,12
PF15311,1,7
PF15312,1,7
PF15313,2,9
PF15314,1,7
PF15315,3,11
PF15316,3,11
PF15317,3,11
PF15318,1,7
PF15319,1,12
PF15320,2,9
PF15321,2,9
PF15322,1,12
PF15323,1,12
PF15324,1,37
PF15325,1,7
PF15326,2,16
PF15327,2,9
PF15328,1,12
PF15330,3,11
PF15331,1,12
PF15332,1,12
PF15333,1,12
PF15334,1,12
PF15335,1,7
PF15336,3,20
PF15337,2,9
PF15338,1,7
PF15339,1,7
PF15340,1,7
PF15341,1,7
PF15342,2,9
PF15343,1,7
PF15344,2,16
PF15345,1,12
PF15346,1,7
PF15347,1,17
PF15348,1,12
PF15349,1,12
PF15350,1,27
PF15351,1,37
PF15352,1,27
PF15353,1,7
PF15354,1,7
PF15355,1,7
PF15356,1,7
PF15357,1,7
PF15358,1,17
PF15359,1,7
PF15360,1,7
PF15361,1,7
PF15362,1,27
PF15363,2,9
PF15364,1,7
PF15365,2,9
PF15366,1,7
PF15367,1,12
PF15368,1,7
PF15369,1,12
PF15370,1,7
PF15371,13,31
PF15372,1,7
PF15373,1,17
PF15374,2,23
PF15375,1,7
PF15376,1,37
PF15377,1,7
PF15378,2,9
PF15379,1,7
PF15380,1,12
PF15382,1,7
PF15383,1,12
PF15384,1,7
PF15385,2,23
PF15386,2,9
PF15387,1,7
PF15388,3,20
PF15389,1,7
PF15390,1,22
PF15391,1,7
PF15392,1,12
PF15393,1,7
PF15394,1,17
PF15395,1,32
PF15396,1,12
PF15397,1,12
PF15398,1,12
PF15399,1,7
PF15400,1,7
PF15409,4,13
PF15410,8,21
PF15412,2,9
PF15419,1,7
PF15423,2,9
PF15424,1,12
PF15427,1,12
PF15429,1,12
PF15431,1,7
PF15433,1,12
PF15434,2,9
PF15435,1,7
PF15439,3,29
PF15440,3,38
PF15441,2,23
PF15442,1,7
PF15443,1,7
PF15444,1,12
PF15449,1,37
PF15450,1,17
PF15451,1,7
PF15452,3,20
PF15453,2,16
PF15454,1,7
PF15455,1,12
PF15462,1,12
PF15464,1,7
PF15465,1,7
PF15466,1,7
PF15467,1,17
PF15468,1,12
PF15469,1,27
PF15470,1,7
PF15471,1,12
PF15472,1,12
PF15473,1,7
PF15475,1,7
PF15476,1,12
PF15477,3,11
PF15478,1,7
PF15479,1,17
PF15480,1,12
PF15482,1,12
PF15483,2,23
PF15484,1,7
PF15485,1,12
PF15486,1,7
PF15487,2,16
PF15488,1,12
PF15489,1,32
PF15490,1,7
PF15492,1,12
PF15494,7,19
PF15497,1,7
PF15498,1,22
PF15499,1,12
PF15501,1,17
PF15502,1,7
PF15503,1,7
PF15504,1,17
PF15505,1,7
PF15506,1,7
PF15508,2,9
PF15509,1,17
PF15510,1,7
PF15511,2,9
PF15512,1,7
PF15519,2,9
PF15539,1,12
PF15546,1,12
PF15547,1,7
PF15548,1,17
PF15549,2,9
PF15550,1,12
PF15551,1,12
PF15552,1,12
PF15553,1,7
PF15554,1,12
PF15555,1,7
PF15556,1,12
PF15557,1,12
PF15558,2,16
PF15559,1,7
PF15576,1,12
PF15578,1,12
PF15612,4,13
PF15613,5,28
PF15619,2,9
PF15620,1,12
PF15621,3,11
PF15622,1,12
PF15623,3,20
PF15625,2,9
PF15627,1,7
PF15630,1,7
PF15632,1,7
PF15636,4,13
PF15661,1,22
PF15662,1,7
PF15663,6,17
PF15664,1,7
PF15665,2,16
PF15666,2,9
PF15667,1,12
PF15668,1,12
PF15669,1,7
PF15670,2,16
PF15671,1,12
PF15672,1,12
PF15673,1,12
PF15674,1,7
PF15675,1,7
PF15676,1,17
PF15677,1,7
PF15678,1,17
PF15679,1,7
PF15680,1,7
PF15681,1,12
PF15682,1,7
PF15683,1,7
PF15684,1,7
PF15685,1,22
PF15686,1,17
PF15687,1,12
PF15688,1,12
PF15689,1,7
PF15690,1,12
PF15691,1,17
PF15692,3,11
PF15693,1,7
PF15694,1,12
PF15695,16,37
PF15696,2,9
PF15702,1,12
PF15703,2,9
PF15705,5,15
PF15706,5,15
PF15707,1,7
PF15708,6,32
PF15709,1,17
PF15710,1,22
PF15711,9,23
PF15712,1,22
PF15713,1,7
PF15715,1,7
PF15716,1,12
PF15717,1,22
PF15718,1,27
PF15719,1,7
PF15720,1,7
PF15721,1,7
PF15722,6,17
PF15724,1,12
PF15725,1,7
PF15726,1,7
PF15727,1,12
PF15728,1,17
PF15729,1,7
PF15730,1,7
PF15732,1,7
PF15733,2,9
PF15734,1,12
PF15735,3,29
PF15736,1,17
PF15737,2,9
PF15739,3,11
PF15740,1,27
PF15741,1,22
PF15742,1,12
PF15743,1,7
PF15744,1,12
PF15745,1,12
PF15746,1,12
PF15747,1,7
PF15748,1,12
PF15749,1,7
PF15750,1,7
PF15751,1,7
PF15752,1,12
PF15753,1,7
PF15754,1,12
PF15755,1,12
PF15756,1,7
PF15757,1,7
PF15758,1,7
PF15759,1,17
PF15760,1,7
PF15761,1,7
PF15762,1,7
PF15763,1,7
PF15764,1,12
PF15765,1,7
PF15766,1,7
PF15767,1,17
PF15768,1,12
PF15769,1,17
PF15770,1,12
PF15771,1,17
PF15772,1,12
PF15773,1,17
PF15774,1,12
PF15775,1,7
PF15776,1,12
PF15778,1,12
PF15779,19,43
PF15780,1,7
PF15782,2,9
PF15783,4,57
PF15784,3,11
PF15785,1,22
PF15786,1,7
PF15787,5,41
PF15788,5,15
PF15789,1,7
PF15790,2,23
PF15791,2,9
PF15792,1,7
PF15793,1,7
PF15794,1,12
PF15795,1,7
PF15796,3,11
PF15797,1,7
PF15798,1,7
PF15799,1,17
PF15800,1,12
PF15801,1,7
PF15802,1,17
PF15803,1,7
PF15804,14,64
PF15805,1,7
PF15806,1,12
PF15807,2,9
PF15808,2,16
PF15809,1,12
PF15810,1,7
PF15811,1,7
PF15812,1,7
PF15813,1,12
PF15814,1,12
PF15815,4,13
PF15816,1,12
PF15817,1,7
PF15818,1,32
PF15819,1,7
PF15820,1,7
PF15821,1,7
PF15822,1,12
PF15823,1,12
PF15824,1,12
PF15825,3,11
PF15826,1,7
PF15828,1,7
PF15829,1,12
PF15830,1,12
PF15831,3,11
PF15832,2,9
PF15833,1,7
PF15834,1,12
PF15835,1,7
PF15836,1,7
PF15837,1,7
PF15838,1,7
PF15839,1,7
PF15840,2,9
PF15841,1,7
PF15842,1,7
PF15843,1,12
PF15844,1,7
PF15845,1,7
PF15846,1,7
PF15847,1,12
PF15848,1,7
PF15849,1,7
PF15851,1,7
PF15852,1,7
PF15854,1,7
PF15855,1,7
PF15858,1,7
PF15859,1,7
PF15862,1,7
PF15865,1,12
PF15867,1,7
PF15870,3,11
PF15871,3,20
PF15872,2,9
PF15873,1,7
PF15874,2,9
PF15875,1,7
PF15876,1,7
PF15877,1,17
PF15878,1,7
PF15879,1,7
PF15880,1,7
PF15882,1,12
PF15884,1,7
PF15895,1,12
PF15897,1,7
PF15898,3,11
PF15901,5,15
PF15902,5,41
PF15903,3,20
PF15904,1,7
PF15905,1,12
PF15906,1,7
PF15907,1,12
PF15908,2,9
PF15909,1,7
PF15910,2,9
PF15911,1,12
PF15912,1,12
PF15913,4,13
PF15914,2,9
PF15917,2,16
PF15920,3,11
PF15921,1,32
PF15923,1,7
PF15924,1,12
PF15925,1,7
PF15926,1,12
PF15927,1,12
PF15936,5,15
PF15938,1,7
PF15949,3,11
PF15951,3,11
PF15961,1,27
PF15963,1,7
PF15964,1,22
PF15965,2,9
PF15966,2,9
PF15967,1,22
PF15974,37,79
PF15982,1,7
PF15985,2,9
PF15990,1,7
PF15991,1,12
PF15996,1,7
PF15997,1,7
PF16000,3,20
PF16002,1,12
PF16004,1,7
PF16005,5,15
PF16006,1,12
PF16014,1,17
PF16015,1,7
PF16016,3,11
PF16017,2,9
PF16018,2,9
PF16019,3,20
PF16021,1,12
PF16025,1,7
PF16026,1,7
PF16028,1,7
PF16034,3,20
PF16038,1,7
PF16043,2,16
PF16044,1,7
PF16045,1,7
PF16046,2,16
PF16050,1,12
PF16053,1,7
PF16054,1,7
PF16057,2,16
PF16058,1,7
PF16059,1,7
PF16070,5,15
PF16076,5,15
PF16078,2,9
PF16088,1,7
PF16090,1,7
PF16092,1,12
PF16093,1,7
PF16094,1,12
PF16095,2,9
PF16096,2,9
PF16097,1,7
PF16098,1,7
PF16099,1,7
PF16100,1,7
PF16101,1,7
PF16113,1,12
PF16114,1,7
PF16121,3,11
PF16122,2,9
PF16123,2,9
PF16124,4,13
PF16134,1,22
PF16158,2,9
PF16159,4,13
PF16164,1,7
PF16165,5,15
PF16171,1,17
PF16172,5,41
PF16174,3,11
PF16176,2,16
PF16177,4,13
PF16178,8,40
PF16179,10,25
PF16180,1,7
PF16181,1,7
PF16182,5,41
PF16183,6,32
PF16184,57,236
PF16185,1,12
PF16186,7,19
PF16187,2,16
PF16188,2,9
PF16189,2,9
PF16190,2,9
PF16191,2,9
PF16192,2,16
PF16193,1,7
PF16195,1,7
PF16197,1,7
PF16198,1,7
PF16199,1,7
PF16200,1,7
PF16201,1,7
PF16202,1,12
PF16203,1,12
PF16204,1,12
PF16205,1,7
PF16206,1,27
PF16207,8,21
PF16208,25,108
PF16209,14,33
PF16210,1,7
PF16211,17,39
PF16212,14,64
PF16213,4,24
PF16214,8,59
PF16218,2,16
PF16273,1,7
PF16274,3,11
PF16275,1,7
PF16276,1,7
PF16278,1,7
PF16279,2,9
PF16282,1,7
PF16294,1,7
PF16297,10,25
PF16300,8,21
PF16311,1,7
PF16317,2,16
PF16320,1,7
PF16322,3,20
PF16332,2,16
PF16347,1,7
PF16350,3,11
PF16360,1,7
PF16363,4,24
PF16366,4,13
PF16367,4,13
PF16368,1,12
PF16381,2,9
PF16399,1,12
PF16413,1,12
PF16414,2,16
PF16415,1,12
PF16417,1,7
PF16418,1,7
PF16420,1,12
PF16421,6,17
PF16422,4,24
PF16423,4,13
PF16450,5,15
PF16453,3,11
PF16454,3,11
PF16455,2,9
PF16457,9,23
PF16470,7,19
PF16471,2,9
PF16474,3,20
PF16482,2,9
PF16484,3,11
PF16486,4,13
PF16487,4,13
PF16488,4,13
PF16489,10,25
PF16491,1,7
PF16492,41,87
PF16493,7,19
PF16494,3,11
PF16495,2,9
PF16496,2,9
PF16497,6,32
PF16498,2,9
PF16499,2,16
PF16500,2,9
PF16501,1,7
PF16503,1,7
PF16507,1,17
PF16508,1,7
PF16511,3,11
PF16512,2,9
PF16515,2,9
PF16516,3,11
PF16517,6,17
PF16519,4,13
PF16521,1,7
PF16523,1,7
PF16526,4,13
PF16528,1,12
PF16529,1,12
PF16531,1,7
PF16533,2,9
PF16534,2,9
PF16540,1,7
PF16543,2,9
PF16544,1,7
PF16545,2,9
PF16546,2,9
PF16550,1,7
PF16551,1,7
PF16553,2,9
PF16556,2,9
PF16557,2,9
PF16558,1,7
PF16559,2,9
PF16561,2,9
PF16562,2,9
PF16563,2,9
PF16564,8,21
PF16565,1,7
PF16566,2,9
PF16568,3,11
PF16573,1,7
PF16574,1,7
PF16575,2,9
PF16577,1,7
PF16578,2,9
PF16579,2,9
PF16589,5,15
PF16597,2,9
PF16598,1,7
PF16599,1,7
PF16600,2,9
PF16601,1,7
PF16602,1,7
PF16605,1,7
PF16606,1,7
PF16607,1,7
PF16608,3,20
PF16609,2,16
PF16610,1,7
PF16611,1,7
PF16612,1,7
PF16613,1,7
PF16614,2,9
PF16615,2,9
PF16616,2,9
PF16617,1,7
PF16618,1,12
PF16619,2,9
PF16620,1,7
PF16621,3,11
PF16622,4,13
PF16623,1,7
PF16624,1,7
PF16625,1,7
PF16626,1,7
PF16629,2,16
PF16630,1,7
PF16631,1,7
PF16632,2,9
PF16633,1,7
PF16634,1,7
PF16635,1,7
PF16636,1,7
PF16637,1,7
PF16641,2,9
PF16642,1,7
PF16644,3,11
PF16646,2,9
PF16647,1,7
PF16648,1,7
PF16649,1,7
PF16650,1,7
PF16652,2,9
PF16653,1,12
PF16656,1,7
PF16660,1,7
PF16661,3,20
PF16662,1,7
PF16663,2,9
PF16664,3,11
PF16665,3,11
PF16666,1,7
PF16667,1,7
PF16669,1,7
PF16672,1,7
PF16673,2,9
PF16674,3,11
PF16675,2,9
PF16676,4,13
PF16678,1,7
PF16679,1,7
PF16680,2,9
PF16681,1,7
PF16682,1,7
PF16685,1,7
PF16686,1,7
PF16687,1,17
PF16689,2,9
PF16690,1,12
PF16692,1,12
PF16696,1,7
PF16698,1,7
PF16699,1,7
PF16700,1,7
PF16704,7,19
PF16705,1,7
PF16706,1,7
PF16716,1,7
PF16717,1,7
PF16725,1,7
PF16726,1,7
PF16727,1,7
PF16735,1,7
PF16737,1,7
PF16739,5,15
PF16740,1,7
PF16741,2,9
PF16742,1,7
PF16744,1,7
PF16746,12,56
PF16748,1,7
PF16752,1,7
PF16755,1,12
PF16756,1,12
PF16757,2,9
PF16759,1,7
PF16764,1,7
PF16766,1,7
PF16768,1,12
PF16769,1,22
PF16770,3,11
PF16772,1,7
PF16776,1,7
PF16780,1,7
PF16783,1,7
PF16788,2,16
PF16791,1,7
PF16794,2,9
PF16799,1,7
PF16801,1,7
PF16808,1,7
PF16832,1,7
PF16833,1,7
PF16835,1,7
PF16837,1,7
PF16840,1,7
PF16854,1,7
PF16858,1,7
PF16860,1,7
PF16866,3,11
PF16869,1,7
PF16870,3,11
PF16876,3,11
PF16878,7,19
PF16879,2,16
PF16880,5,15
PF16881,1,7
PF16884,2,9
PF16885,3,20
PF16886,1,7
PF16891,3,11
PF16897,2,9
PF16898,2,9
PF16899,2,9
PF16900,1,7
PF16901,1,7
PF16905,7,19
PF16906,4,13
PF16907,2,9
PF16916,6,17
PF16920,3,11
PF16921,1,7
PF16922,1,7
PF16923,1,12
PF16953,1,12
PF16954,2,9
PF16959,2,9
PF16969,1,17
PF16975,2,9
PF16978,1,7
PF16979,1,7
PF17004,1,7
PF17034,1,7
PF17035,4,13
PF17039,8,21
PF17045,2,16
PF17047,3,11
PF17048,2,9
PF17054,2,16
PF17057,6,17
PF17061,1,12
PF17065,1,7
PF17066,1,12
PF17069,2,16
PF17085,1,7
PF17095,3,11
PF17098,1,7
PF17101,1,7
PF17102,1,7
PF17103,1,7
PF17105,2,9
PF17120,1,7
PF17121,1,7
PF17135,1,7
PF17136,1,7
PF17144,1,7
PF17146,1,7
PF17169,1,7
PF17171,4,13
PF17172,1,7
PF17177,2,16
PF17180,1,7
PF17189,1,7
PF17205,8,21
PF17207,8,21
PF17208,3,11
PF17211,1,7
PF17213,1,7
PF17215,2,9
PF17216,3,11
PF17217,5,15
PF17218,5,15
PF17219,2,9
PF17221,1,7
PF17226,3,11
PF17229,2,9
PF17256,1,7
PF17284,2,9
PF17285,1,12
PF17286,1,7
PF17291,2,9
PF17292,1,7
PF17297,2,16
PF17307,1,7
PF17333,1,7
PF17387,1,7
PF17391,1,7
PF17392,1,12
PF17403,1,7
PF17404,1,7
PF17405,1,12
PF17406,1,7
PF17407,1,7
PF17408,1,7
PF17450,2,9
PF17489,1,7
PF17490,3,11
PF17517,1,12
PF17653,1,7
PF17654,2,9
PF17655,16,37
PF17658,1,12
PF17659,1,27
PF17661,2,16
PF17662,1,12
PF17663,1,32
PF17664,1,7
PF17665,1,7
PF17666,1,7
PF17669,1,7
PF17670,1,7
PF17671,1,7
PF17672,1,7
PF17673,1,7
PF17674,2,9
PF17675,2,9
PF17677,2,9
PF17681,5,41
PF17682,1,7
PF17683,1,7
PF17685,1,7
PF17686,1,7
PF17688,1,12
PF17690,1,7
PF17692,1,7
PF17694,1,7
PF17695,1,7
PF17696,1,7
PF17697,1,7
PF17698,1,7
PF17699,1,12
PF17701,1,7
PF17702,1,7
PF17703,1,7
PF17704,1,7
PF17706,1,12
PF17707,1,12
PF17708,5,15
PF17710,1,12
PF17711,1,7
PF17712,1,7
PF17713,1,7
PF17714,1,7
PF17716,1,12
PF17717,1,7
PF17718,1,7
PF17719,1,7
PF17720,1,12
PF17721,1,12
PF17722,1,12
PF17724,1,12
PF17725,4,24
PF17729,1,12
PF17730,1,17
PF17731,1,7
PF17732,1,12
PF17733,1,7
PF17734,3,20
PF17736,4,13
PF17737,1,7
PF17738,1,7
PF17739,1,7
PF17740,1,12
PF17741,1,12
PF17742,1,7
PF17743,1,7
PF17744,1,7
PF17745,1,7
PF17749,1,7
PF17751,5,15
PF17753,1,7
PF17756,1,7
PF17759,1,12
PF17763,1,7
PF17767,1,7
PF17771,19,43
PF17772,5,15
PF17773,1,7
PF17776,17,39
PF17777,3,11
PF17778,1,7
PF17779,17,39
PF17780,4,13
PF17781,1,12
PF17786,1,7
PF17787,4,13
PF17789,9,23
PF17790,2,9
PF17791,10,25
PF17793,2,9
PF17794,2,9
PF17795,1,7
PF17796,1,7
PF17797,1,7
PF17798,1,7
PF17799,1,7
PF17802,3,11
PF17807,2,9
PF17809,3,11
PF17811,5,15
PF17812,1,7
PF17813,1,7
PF17814,3,11
PF17817,2,9
PF17818,2,16
PF17819,1,7
PF17820,16,37
PF17821,1,7
PF17822,1,12
PF17823,1,17
PF17824,2,30
PF17825,1,42
PF17826,2,16
PF17827,1,7
PF17830,4,13
PF17832,3,11
PF17833,1,7
PF17835,1,7
PF17838,7,19
PF17840,2,9
PF17846,2,23
PF17848,1,7
PF17849,3,11
PF17852,15,68
PF17855,9,23
PF17856,2,9
PF17857,12,29
PF17862,29,63
PF17865,1,7
PF17867,3,11
PF17869,1,7
PF17870,1,7
PF17872,1,7
PF17875,1,12
PF17877,1,7
PF17887,4,13
PF17888,3,11
PF17889,2,9
PF17900,12,56
PF17902,6,17
PF17903,1,7
PF17904,3,11
PF17906,2,9
PF17907,5,15
PF17908,1,7
PF17911,1,7
PF17913,3,11
PF17916,2,9
PF17919,2,9
PF17921,3,11
PF17927,1,7
PF17942,4,13
PF17949,1,7
PF17950,1,7
PF17956,1,7
PF17958,3,11
PF17959,2,9
PF17960,8,21
PF17968,1,7
PF17971,2,9
PF17976,1,7
PF17978,1,7
PF17979,1,7
PF17980,3,11
PF17981,1,7
PF17982,3,11
PF17988,3,11
